regionID1	regionID2	DiffScore
11	2	-20.4093804721937
43	40	-17.4284739518255
12	2	-14.0893455354212
40	18	-13.3204183593255
6	2	-12.8894694959874
49	5	-12.3916839251379
49	10	-12.3775727737357
49	11	-12.3626255841383
49	18	-12.185555410188
13	2	-12.1305778480305
40	9	-11.9274659253435
49	6	-11.7375830464029
9	2	-11.7221877234328
49	8	-11.6823801265942
43	39	-11.4164673136207
49	7	-11.3982693203449
10	2	-11.2977645686103
43	5	-11.2463783712521
50	7	-11.0781082856723
49	4	-11.0424208568733
16	5	-10.8208382568522
40	17	-10.7109548354407
18	5	-10.5715756918628
46	5	-10.5353704305726
46	11	-10.5332440498154
40	23	-10.4554652328327
50	18	-10.4244133990019
50	8	-10.3948130615879
11	4	-10.3839340412277
11	5	-10.3266311565385
46	22	-10.2687007677359
46	39	-10.2424776871331
6	1	-10.2299098384751
46	21	-10.1441034232443
44	5	-10.0985243090234
46	6	-10.0396284942608
40	24	-10.0057144248167
19	2	-9.76993286014753
49	13	-9.73087608662356
46	18	-9.68951031983917
16	2	-9.67960560842208
39	31	-9.65715436525362
40	21	-9.52905901539096
18	2	-9.52031290753863
46	40	-9.42540815997239
11	3	-9.4243903978536
50	6	-9.29181181286887
50	16	-9.23795184512976
49	28	-9.22425092609931
40	11	-9.22131531163038
40	14	-8.83951583866984
44	40	-8.71126313804492
39	13	-8.69502314691032
39	14	-8.67891993433053
37	18	-8.62785946004683
40	20	-8.54974553049499
50	13	-8.51219764795843
41	9	-8.45610116418501
39	17	-8.37261960019221
43	41	-8.35079655174279
43	11	-8.32563369276795
41	23	-8.30689467231567
16	4	-8.25227186344839
48	11	-8.23105078631419
50	17	-8.20003272308161
40	13	-8.15527425868994
46	14	-8.03022595315312
36	11	-7.92645920524583
17	5	-7.91511416700578
41	24	-7.90855610320298
40	19	-7.8999785174068
40	16	-7.87414824431219
46	19	-7.85384681647928
49	16	-7.82792602079579
24	2	-7.80706515412876
20	2	-7.80618748476079
27	2	-7.74633228279901
49	9	-7.67879555995305
41	13	-7.65393385606914
48	18	-7.63216627303859
12	5	-7.61343118507289
50	32	-7.57210769289464
44	39	-7.56226992560948
50	2	-7.52964499210455
47	18	-7.51976312342613
14	5	-7.4550088880367
37	34	-7.41331322711504
39	18	-7.39281187167535
50	33	-7.34707935818188
37	17	-7.29519496599147
29	2	-7.28180628235928
2	1	-7.23682657969597
49	15	-7.15756470413529
10	1	-7.15120196429626
46	4	-7.12115061613187
47	11	-7.11776882734356
50	11	-7.10498217656878
46	2	-7.10351855292737
39	33	-7.04062248189289
18	1	-7.03696856421438
50	10	-7.03636583165394
39	9	-7.03030509360086
17	2	-7.00517194915257
17	1	-7.001942825986
37	11	-6.99874721815181
18	4	-6.99290392196017
50	21	-6.97494562939249
46	7	-6.9739069144486
37	13	-6.96339370794515
4	1	-6.9498206764915
49	14	-6.94624999547579
49	12	-6.94198117930215
3	1	-6.8039497302087
46	12	-6.78793790402901
40	31	-6.76553774627998
50	5	-6.72180555731465
49	22	-6.70726464917969
36	18	-6.70602910699606
50	30	-6.70485189697703
44	41	-6.66846515198406
50	12	-6.62705350999594
6	3	-6.62382206946697
45	2	-6.61267457301083
46	23	-6.57041647616455
42	21	-6.50617495798312
37	12	-6.47845840395919
49	2	-6.47731108301427
40	15	-6.42861215560272
48	10	-6.42744626511253
42	13	-6.41216025056599
50	9	-6.40765376492448
48	19	-6.31020173209339
39	11	-6.29729215667249
48	14	-6.2780118726772
11	1	-6.26545635277773
37	14	-6.22157345862078
48	8	-6.20088797519903
46	20	-6.18477961296241
42	18	-6.15798118341317
46	13	-6.13920732573017
37	2	-6.12647143566157
23	6	-6.11521489137452
19	5	-6.10737012700674
46	10	-6.08945464734351
50	19	-6.03241583056339
50	40	-6.00209921801243
23	2	-5.98132802008908
41	11	-5.98112639774274
37	21	-5.93061214641287
12	4	-5.92621882537671
43	37	-5.91689490029387
16	3	-5.90496971457772
48	7	-5.90012457057955
28	2	-5.85425245531529
39	23	-5.82308892517058
39	19	-5.8210564990282
13	6	-5.80446611117876
14	2	-5.79614399657698
43	21	-5.76860989081279
41	18	-5.74425202936358
39	24	-5.7122833790839
46	8	-5.70935630978062
36	4	-5.70214343835858
9	1	-5.68896135006916
48	4	-5.66975776239041
41	14	-5.61248465228237
39	30	-5.55676507187546
48	16	-5.54111506098085
48	22	-5.53314144102031
9	5	-5.53113648835032
23	4	-5.52968461667585
43	10	-5.49516217103261
50	27	-5.49485557210842
21	2	-5.48744177178904
24	19	-5.47399735534923
49	19	-5.47087934836598
48	21	-5.39404958298622
