regionID1	regionID2	DiffScore
40	24	-14.4246519789384
36	16	-13.9948652840284
16	5	-13.7155669887081
49	16	-13.2652568728205
40	17	-13.1890904109367
40	20	-12.9122680564334
40	16	-12.1392334038276
16	4	-12.0484985716119
37	17	-11.8049348234898
11	2	-11.7417323371799
49	11	-11.6222774443924
48	22	-11.5608480154586
44	22	-11.0840105668492
39	17	-10.6931085139439
40	18	-10.6913753338364
24	3	-10.6289066350962
43	40	-10.6064650699999
43	21	-10.5027707628785
17	5	-10.295569842778
6	2	-10.0573682865402
4	1	-9.94932289502071
43	11	-9.9180845702241
43	5	-9.71498352100448
43	22	-9.59150888978064
16	2	-9.56871902669259
14	5	-9.46991735273859
24	6	-9.37031349398607
37	18	-9.31947405218628
40	19	-9.28506146941607
40	23	-9.10971964943271
40	22	-8.98680552695526
46	40	-8.91694756143157
48	16	-8.91393291763727
48	19	-8.90860322610604
41	16	-8.8889162844419
45	40	-8.61628749978229
18	5	-8.44512941644345
49	18	-8.41870859210474
6	3	-8.33043937473121
36	24	-8.30618953477424
40	33	-8.30235122022185
49	22	-8.28532756382369
39	16	-8.28213052694371
37	16	-8.24453205304149
10	3	-8.11320059144276
16	3	-8.10499876221993
17	4	-8.06735678874277
36	17	-7.98634457304198
24	11	-7.98379149705866
44	40	-7.9483743161936
46	22	-7.8385185745581
39	11	-7.81501687815179
49	10	-7.78011671510548
24	4	-7.77804397143721
50	16	-7.75716602669135
50	11	-7.55777378668338
40	21	-7.51700859871676
49	15	-7.42983345468388
3	1	-7.4152842092848
27	2	-7.31780317949982
40	14	-7.27730867034678
48	17	-7.24740118154266
49	13	-7.18510142255568
48	11	-7.08338249575546
18	1	-7.03163955287731
46	2	-7.01538462242793
48	18	-6.974153403133
40	11	-6.89774750444718
48	40	-6.88121608971232
49	21	-6.87834681752673
16	1	-6.87184905416966
24	5	-6.82788914956154
42	16	-6.79010844583158
49	17	-6.78606447028048
48	21	-6.69659209209382
27	3	-6.68296107930416
39	20	-6.64011877017091
33	2	-6.63898031869424
36	18	-6.60608352902492
39	21	-6.58301134319782
47	20	-6.58148388770242
43	18	-6.57708158219457
22	1	-6.56802275932884
28	11	-6.52343601295969
