regionID1	regionID2	DiffScore
46	21	-14.4483318690569
43	40	-14.1816927894242
49	6	-13.907241693591
49	11	-13.7059436576127
49	10	-12.0954405668765
49	7	-11.9552992865048
49	4	-11.6413965321944
16	5	-11.4456176858473
49	18	-11.2633295351284
48	22	-11.2528790735592
37	17	-11.1260453534827
49	5	-11.0259145811093
49	15	-10.6818757077364
40	23	-10.6637577341948
40	24	-10.289436303618
11	2	-10.1353431677446
40	20	-9.99004258974508
40	21	-9.8807333760102
40	17	-9.843892849015
6	2	-9.73407320186211
49	16	-9.67731413670931
49	8	-9.67349813664114
41	23	-9.60971138698702
13	2	-9.41303423685392
44	40	-9.14110775384675
46	22	-8.51651496997936
49	13	-8.51071396139249
37	18	-8.46246704728622
49	21	-8.44213733765703
49	12	-8.25071105903935
41	16	-8.23773191651859
37	14	-8.22606722348442
49	28	-8.01742950506709
16	4	-7.93586427729862
3	1	-7.86908830703991
46	10	-7.84553558153933
46	20	-7.84386350015391
6	3	-7.76598388838316
49	22	-7.76415364919546
46	6	-7.75026635602182
37	16	-7.71572064963106
40	9	-7.61890062999371
50	16	-7.59885797899789
43	39	-7.57941204754807
50	21	-7.42420201485611
48	16	-7.41604833720812
43	11	-7.36163934226112
48	21	-7.27532662419818
48	6	-7.20642562537274
4	1	-7.12530019155507
49	14	-7.11430623135961
41	15	-7.08253631838408
48	34	-6.93176543846823
41	20	-6.93045151396768
48	13	-6.87596616477849
23	2	-6.86921231994605
17	2	-6.85619038080624
40	16	-6.84730890031488
50	18	-6.81864980360823
49	2	-6.80859290955882
47	20	-6.75824449438275
39	11	-6.71728659637576
10	2	-6.71320532070365
45	40	-6.71134585121426
43	5	-6.68503737975485
50	13	-6.66626730146236
9	1	-6.66267024146454
48	18	-6.65183365645704
40	19	-6.62450851440926
37	13	-6.62302017831711
46	19	-6.57638224945019
16	3	-6.56398446852783
9	2	-6.55264017130041
24	2	-6.50956223808384
6	1	-6.45850181154386
16	1	-6.44779152514949
50	7	-6.40278346330647
37	15	-6.40083625856258
48	11	-6.38073987264442
48	19	-6.38029013974879
40	18	-6.37466717274265
48	10	-6.36824202974206
14	2	-6.32904070872337
44	22	-6.31794171519753
16	9	-6.28269902213004
17	1	-6.27129672357169
50	6	-6.25018331562247
20	2	-6.24982110385835
40	11	-6.23142852038125
46	7	-6.15747177072373
46	14	-6.13758603914805
46	40	-6.13102050492132
39	17	-6.1017807577595
46	4	-6.08331985769031
36	4	-6.08150542819354
43	18	-6.06768081157327
24	4	-6.03918494630302
48	27	-6.02896427805983
37	12	-6.0107245346247
43	28	-6.00876986459225
50	10	-5.94315634527492
43	22	-5.94314704982736
50	12	-5.91675418287508
12	2	-5.87692533118195
43	37	-5.87509551432212
46	18	-5.80727358409999
37	24	-5.76645026883262
48	8	-5.7288417570136
43	17	-5.7198681827721
46	5	-5.65427941444144
48	14	-5.65178151893988
27	2	-5.65001989594985
7	3	-5.64488158051411
43	10	-5.64278704085034
39	24	-5.62554732475948
46	17	-5.6135647796246
16	2	-5.60450395355763
49	36	-5.58041751375492
49	3	-5.53754427085921
41	24	-5.51844314120686
14	9	-5.49789463172452
49	19	-5.48496391144238
11	4	-5.45908752489742
50	20	-5.44549179573007
19	4	-5.44471283570208
50	15	-5.43677995155585
40	14	-5.36975996786282
24	3	-5.36375417266483
24	6	-5.36050764707337
17	3	-5.3365707465333
41	17	-5.32857625604895
43	9	-5.27325289091819
19	2	-5.24867969039756
50	9	-5.2314980164207
43	41	-5.18474959527513
37	20	-5.17531225793719
48	7	-5.16874697890417
41	9	-5.15424979535038
22	2	-5.13411692787001
37	4	-5.10133436194338
39	13	-5.0890548820118
49	17	-5.06740654116983
14	5	-5.03895557927575
43	15	-5.03589823342053
50	23	-5.01048391935206
37	9	-5.0090689456006
18	1	-4.97167772843715
37	11	-4.97047049211738
37	21	-4.96878517482925
50	11	-4.95252993231176
43	2	-4.93878455106587
41	21	-4.92657904938691
46	8	-4.87697610839286
41	11	-4.87665707356058
48	36	-4.86892714030434
43	7	-4.84936116287416
16	11	-4.83610155974812
14	7	-4.82632387995949
40	15	-4.81445592531375
39	19	-4.79233285902409
48	20	-4.79118320383246
36	33	-4.76579957323555
22	4	-4.75056408100935
36	11	-4.73796307406994
49	33	-4.73534246780422
48	12	-4.7233715625338
18	2	-4.70861637231733
22	3	-4.70856420000646
11	1	-4.69995715920469
50	22	-4.6747981558691
39	20	-4.64835585323474
50	40	-4.64529767285392
49	9	-4.62124183693946
40	22	-4.62035972899775
43	8	-4.61239584380556
12	5	-4.60704518117936
50	17	-4.60590216055235
46	13	-4.58248724849533
42	11	-4.56007135521432
48	40	-4.55335188025995
49	40	-4.55283864757803
49	20	-4.50999206599805
50	2	-4.48665704510067
36	16	-4.48551660255393
45	17	-4.47514133760292
50	34	-4.44845996166289
48	9	-4.44351297424219
46	33	-4.42816572021862
35	13	-4.41547290748237
41	19	-4.41003121802517
48	17	-4.39211128968745
11	5	-4.38007634747574
46	23	-4.35455915686172
50	28	-4.35304523042573
43	12	-4.34764548307435
11	3	-4.32027157435542
39	23	-4.25795637942666
23	7	-4.23574022327098
23	4	-4.23487831034583
39	21	-4.23339221096663
44	15	-4.23228381472028
42	21	-4.21242929708239
47	13	-4.18508764450194
23	6	-4.18250454887986
10	1	-4.17673325995805
39	33	-4.16519890523245
50	14	-4.14953480929759
48	4	-4.13097572868235
50	8	-4.12565620560984
28	11	-4.09008243982676
47	38	-4.08863434978487
50	4	-4.0851031433199
29	4	-4.04375329880834
48	33	-4.02664688828246
36	17	-4.02154819514453
29	2	-3.99596125905492
39	9	-3.99494227968342
46	37	-3.98798035204219
18	4	-3.98410202496046
43	16	-3.94861710028698
18	5	-3.94413835273544
49	23	-3.9361087897179
19	1	-3.92626640908386
17	5	-3.92357571269304
44	41	-3.91683353039887
16	7	-3.91666196441751
46	39	-3.90272835601161
39	14	-3.89944724829033
24	7	-3.89910919031423
46	15	-3.8843522915018
15	3	-3.87021599736874
50	19	-3.84702889525495
7	1	-3.82824458655628
48	37	-3.80889970386986
40	33	-3.80360468243828
7	2	-3.79257419598548
50	33	-3.78411904514555
46	11	-3.771907893077
48	15	-3.76757015852915
46	3	-3.75966689533441
19	5	-3.75425822985043
43	14	-3.75204492252302
45	34	-3.75084351968383
36	10	-3.74764620712164
13	1	-3.73877044481943
5	3	-3.69839118507345
50	5	-3.69687322471866
36	13	-3.66884080489087
40	30	-3.65286306156306
41	38	-3.63997028919123
15	7	-3.63481210996185
36	22	-3.63359094225743
47	21	-3.6323485398871
39	16	-3.63185632089598
43	6	-3.63043722977678
12	4	-3.61940398232459
48	5	-3.61831264443772
31	2	-3.61622961152165
49	1	-3.61320014928176
37	10	-3.60006262548604
36	18	-3.57429225704742
49	27	-3.55860670736138
42	23	-3.54992637714837
37	28	-3.53363155043037
46	34	-3.52428190908939
49	34	-3.50688976059571
15	2	-3.49392404786093
43	21	-3.48791910232603
30	2	-3.48346261930113
14	4	-3.47153327744612
17	4	-3.46563630219397
50	36	-3.46333400689989
45	41	-3.4552064324547
46	2	-3.44429057502269
44	39	-3.43187810017262
27	3	-3.43085558671279
4	2	-3.37424372622943
43	33	-3.37387507171938
35	21	-3.37321813064455
41	13	-3.3650401473527
36	9	-3.34515574588314
34	9	-3.34402562935706
15	4	-3.32180725127084
39	10	-3.30307955511232
46	12	-3.28824927456954
43	36	-3.25910801841946
45	20	-3.25724064322184
36	6	-3.24372090726424
43	4	-3.24292163187988
44	34	-3.23443122961621
9	3	-3.20570102066291
46	30	-3.20368478477929
44	28	-3.19470078810885
41	27	-3.17924216661561
47	11	-3.16718331319011
39	4	-3.14673750839039
34	17	-3.14269149258395
50	27	-3.12857888606777
41	18	-3.12539856095176
34	2	-3.12361881071867
22	1	-3.11595985301991
16	6	-3.09719845122164
13	6	-3.09659048957957
9	4	-3.09254623520966
43	27	-3.0903538499152
41	10	-3.0664170044443
24	9	-3.05577267003001
32	20	-3.05249769579095
40	13	-3.05049589800624
15	9	-3.04646884357846
29	15	-3.04405335041367
8	1	-3.03084216569564
10	3	-3.01506703120133
46	9	-2.99769868632101
27	4	-2.98906601970072
14	1	-2.98318688553742
30	4	-2.96921809497559
42	20	-2.9685537420484
45	6	-2.95406910328191
41	14	-2.95349975394693
46	24	-2.94792545740989
43	1	-2.93687030958904
9	5	-2.93256330911178
42	16	-2.93134828872707
37	8	-2.92315785688164
41	22	-2.89808200404077
48	23	-2.89561710158475
39	31	-2.8953858134611
39	18	-2.84260713093699
28	2	-2.83603778787803
31	15	-2.83040325446068
50	32	-2.82284783141596
45	38	-2.82281959908107
44	1	-2.82161829246669
48	32	-2.78310360011595
42	22	-2.78212460988802
45	39	-2.74699080966576
50	1	-2.73913372682647
20	6	-2.73859217836374
49	25	-2.73254720451818
45	16	-2.7260255537872
45	4	-2.71075629947604
8	4	-2.70524742011428
20	4	-2.6873956541978
37	22	-2.68153049219479
15	11	-2.67430640261785
15	6	-2.67217700849691
45	5	-2.66897534194086
45	2	-2.66581239047731
44	5	-2.65865329141615
45	15	-2.65562678915501
8	2	-2.64855613887883
23	9	-2.64769494142306
5	4	-2.62572752437219
43	13	-2.61105306430407
44	21	-2.60839705113067
34	11	-2.60334260750181
33	27	-2.5951550958666
43	19	-2.58775068525763
49	29	-2.58427085901311
34	1	-2.55910243065034
40	27	-2.54870638524928
50	3	-2.54750667371329
46	38	-2.53041690199028
47	22	-2.53020870672112
40	4	-2.52726837792768
36	8	-2.52660056331779
49	39	-2.52339869997338
47	7	-2.51992038305431
43	30	-2.51863428719115
5	1	-2.51599351901439
44	11	-2.50994541537858
48	28	-2.50747917205508
27	1	-2.49786607435876
48	29	-2.49118043748854
35	16	-2.48729535306093
40	31	-2.47899494346083
15	5	-2.47631095831733
18	3	-2.4715805138244
30	15	-2.40130685562091
27	16	-2.39593675057661
14	6	-2.37073862459129
50	30	-2.36783266448374
49	26	-2.3640110249845
11	7	-2.357905045883
49	24	-2.33783325895297
42	17	-2.33582380631614
44	6	-2.3345323484234
46	25	-2.32291828243113
44	17	-2.31063470299171
45	21	-2.31048098352555
42	38	-2.30737598855046
8	5	-2.29312176045023
43	35	-2.28357967049363
42	31	-2.26727308560742
39	30	-2.26640409146573
46	1	-2.26626354901147
12	6	-2.25543845453135
12	9	-2.25362577836091
34	7	-2.24426135738236
44	18	-2.22759344108627
28	4	-2.22680323691833
48	38	-2.2247825997838
23	3	-2.21385854602321
48	31	-2.21359661573809
47	5	-2.19308996360893
40	6	-2.19006784134026
34	18	-2.18574045645843
28	5	-2.17610508736073
49	32	-2.1713036831938
24	22	-2.16993699897089
48	3	-2.15731148675925
21	2	-2.15683272730913
