regionID1	regionID2	DiffScore
11	2	-12.4474874038284
49	11	-12.2579632445275
6	2	-11.2706809944944
24	3	-11.1850254718731
40	24	-11.0605499101432
46	39	-11.0320682604315
49	18	-10.9821259837587
49	10	-10.4834505832099
49	4	-10.2574126095443
36	18	-10.1594702945664
40	9	-9.96331155820675
49	5	-9.92625683016486
41	16	-9.89431536993966
11	3	-9.84646763041275
43	40	-9.38779119573434
49	16	-9.34408176478635
41	14	-9.33800970635222
24	2	-9.04073753976721
41	11	-9.03504648844828
14	5	-8.98750566915241
44	14	-8.92315315512906
49	8	-8.50432472657748
16	5	-8.39631658528792
41	17	-8.34646490260881
49	7	-8.29702747835644
48	22	-8.28851187970472
45	41	-8.17229660626076
23	7	-8.14336446494679
14	2	-8.12829515770558
37	14	-8.05142394938075
44	22	-8.01679659424502
41	23	-7.97308721002646
43	5	-7.92863628398329
10	2	-7.92745989158626
40	17	-7.85398409418578
36	17	-7.84242158842885
11	4	-7.83110417678093
46	14	-7.69925044156286
49	13	-7.66457030938039
48	16	-7.65020082871577
41	18	-7.6404304736694
40	11	-7.63191807551547
40	18	-7.60012518602443
41	24	-7.57296796120371
24	6	-7.53229167088745
40	14	-7.50730364987676
40	30	-7.48620918093023
49	14	-7.47915010606752
24	11	-7.4292202166967
27	2	-7.33229538039436
48	7	-7.2838382873826
39	11	-7.26101307798808
48	8	-7.24025748150374
40	16	-7.20975310504303
18	2	-7.20546868351602
49	17	-7.20388443130538
24	7	-7.15702290474618
46	22	-7.06908578981214
48	13	-7.06194361130216
17	5	-7.0438072264916
36	11	-7.01898576371798
48	19	-6.89844020694894
36	9	-6.86967915969184
12	2	-6.83777871886352
16	1	-6.81467180184953
46	13	-6.80152945393463
48	11	-6.75906798582426
31	2	-6.65061814430379
50	8	-6.6483326252162
48	10	-6.58612698142204
48	14	-6.54297281662978
48	18	-6.53150984915653
18	1	-6.50882395422787
36	16	-6.47110693403158
16	9	-6.43613043075253
18	5	-6.42661811080632
46	21	-6.41839847025597
39	24	-6.40029115145675
46	19	-6.39097362180452
49	12	-6.36926021728971
24	5	-6.34648544484385
50	32	-6.33833994617808
44	5	-6.33211737533019
46	23	-6.3307151056605
49	6	-6.32014076597277
45	17	-6.29775141169301
9	2	-6.24911013706143
50	16	-6.24697022868097
16	2	-6.2393640587495
11	1	-6.21754923393207
23	4	-6.21742403597975
43	22	-6.20325265034268
17	1	-6.1848989386245
46	7	-6.16211589335839
39	18	-6.14711234189723
5	2	-6.1077843457674
41	9	-6.10711316056366
39	31	-6.09501369430302
6	3	-6.05229552345722
49	3	-6.03113104158933
44	39	-6.02722992051973
30	2	-6.00901827074711
46	11	-5.99606573873826
22	7	-5.98248899724498
23	6	-5.97632445547748
40	20	-5.93989684397268
46	12	-5.9354343777542
39	9	-5.91391679630763
37	13	-5.86762760996793
46	40	-5.85985198239939
37	17	-5.8500564236402
24	4	-5.84373454000737
39	17	-5.83524506311585
44	40	-5.83520682715629
37	18	-5.8302895577408
37	21	-5.81854758456451
44	16	-5.80944100819627
37	20	-5.80142392704273
19	1	-5.78484658931353
37	11	-5.75512370825536
40	15	-5.71594924461313
49	21	-5.70741102359996
20	2	-5.70135989547215
39	30	-5.68684306552173
48	21	-5.63444070684646
22	11	-5.61742933045138
37	2	-5.54985942529548
50	40	-5.53243851749154
35	16	-5.52218654159084
42	11	-5.50378925223602
50	7	-5.50317238237042
39	14	-5.4767773058417
41	15	-5.42149544403146
33	2	-5.41862177595592
49	22	-5.41207072937046
27	3	-5.40535216110701
19	5	-5.38135596610097
12	5	-5.3760976236963
43	39	-5.37202007238176
28	11	-5.3696239276428
41	19	-5.34795968128566
36	33	-5.34439154328292
50	41	-5.32980258628173
43	11	-5.31267862052858
21	11	-5.29753325930903
33	11	-5.29416448158731
49	41	-5.28924985071028
24	19	-5.28475442250852
46	10	-5.27769867492761
47	13	-5.1915226342162
46	18	-5.17937772929234
40	23	-5.1690429712104
43	18	-5.1539967569044
28	14	-5.13988567412028
39	13	-5.12939547081993
40	21	-5.10741710727482
23	5	-5.0909893852359
41	20	-5.08295530676532
48	23	-5.07922624847235
29	2	-5.05693665225257
17	3	-4.98567664834857
44	11	-4.9755386753264
43	2	-4.97417364804362
50	10	-4.96589330665911
47	23	-4.9554875090793
44	18	-4.93223266963129
23	11	-4.91210028249324
25	11	-4.91052272685117
4	2	-4.88462312162039
50	18	-4.87786522284596
3	1	-4.85203624721194
37	9	-4.84652954885589
41	21	-4.84533741094218
40	12	-4.842144518284
7	3	-4.83751086474245
49	19	-4.83711861382013
44	17	-4.83088039540297
41	22	-4.82304595120736
12	4	-4.79190560822756
47	20	-4.78810010283036
44	28	-4.78271691652679
44	10	-4.75120533749649
37	31	-4.74888395733674
36	19	-4.72695161726439
14	11	-4.71356249160315
49	2	-4.7005757907722
37	12	-4.69224051444488
16	4	-4.68371528212157
37	16	-4.63566941459449
24	12	-4.63474130556784
41	13	-4.62380967671207
46	5	-4.6107463485077
42	18	-4.60732914896208
13	2	-4.60558780442839
46	20	-4.59004933144367
