regionID1	regionID2	DiffScore
48	22	-14.4687404612614
41	23	-12.086017466635
46	22	-11.8562281971842
40	23	-11.5802194557653
40	18	-11.1782951272954
24	7	-10.3307249536223
44	22	-10.2321434188949
49	15	-10.1808436542642
40	20	-10.0471858156246
13	2	-9.80529264164506
49	18	-9.79333882000119
49	22	-9.64951484632192
44	40	-9.46052523663741
43	22	-9.04116914730097
46	39	-8.78475868342618
36	22	-8.70002167268991
40	21	-8.69053109079812
40	24	-8.43194102706959
41	16	-8.39766809153219
6	2	-8.37774528324103
40	17	-8.30962733683592
41	15	-8.2403386374727
44	41	-8.19286245318637
41	19	-8.1200839408135
41	20	-8.01840223886111
49	16	-7.81193250164363
43	40	-7.78847127875409
16	5	-7.72991721932958
24	6	-7.56709568840223
46	40	-7.3634236886201
40	22	-7.31101854489512
44	39	-7.26457845167656
24	3	-7.16693375255625
40	11	-7.05518931687212
40	19	-7.05234041318018
46	21	-7.00296872451587
45	41	-6.9812899422972
44	15	-6.97571828865139
49	11	-6.90932264177941
47	22	-6.83579024495374
37	18	-6.70399333670783
39	17	-6.66591846974595
16	2	-6.59173952024353
24	4	-6.52523105483182
15	2	-6.508953984054
50	40	-6.47963484332953
40	15	-6.39477811345389
46	17	-6.34784756136242
40	9	-6.30942994898082
46	18	-6.21432985493881
41	18	-6.20439622264702
39	23	-6.18419979633426
24	9	-6.16724437711396
18	2	-6.15367198842763
15	7	-6.12007679180851
23	2	-6.1018581826718
37	20	-6.09953004482798
39	33	-6.09390319062742
11	2	-6.01507412887508
39	18	-5.99874668372455
37	15	-5.91922855391597
42	22	-5.90611658344747
14	2	-5.8999918135124
45	40	-5.89673342251864
40	16	-5.87343820622372
37	17	-5.82383316919596
44	18	-5.79942834171882
36	18	-5.7912034333294
43	37	-5.74543814364899
41	9	-5.73950171361883
24	5	-5.69493001464095
43	11	-5.63954062935355
9	1	-5.59960569048506
30	2	-5.58853062840912
24	11	-5.5848887725629
6	3	-5.54075896126292
44	19	-5.51424159263733
43	18	-5.51037373285861
24	2	-5.47528123476424
12	2	-5.44466588547824
39	24	-5.39722401496719
46	38	-5.3546433829526
18	1	-5.3248256712628
46	12	-5.31709674345095
27	2	-5.29477197881509
40	14	-5.25438897334897
50	18	-5.2334431147524
49	2	-5.23310755515958
3	1	-5.22765391393165
48	16	-5.208391707858
41	24	-5.19068737572724
17	5	-5.1869997467984
19	2	-5.1225938284208
19	1	-5.09110326184334
49	8	-5.08365218137788
41	22	-5.0671117629917
46	14	-5.04538822655987
6	1	-5.03069234979826
43	39	-5.01681425007914
15	6	-4.98559485325921
16	4	-4.98136842687029
36	17	-4.96772239950147
46	19	-4.92180503006871
36	23	-4.89255678183914
48	21	-4.89173042839133
16	9	-4.88962077245414
16	3	-4.88537843868489
43	17	-4.87510103095782
31	15	-4.85203964104445
44	1	-4.82354906701587
11	1	-4.81566373580491
39	19	-4.81011586503917
43	7	-4.79648158093546
40	33	-4.7774719820933
9	2	-4.76766266376307
12	4	-4.75899481672934
39	31	-4.74839546921037
24	12	-4.74829979717516
41	38	-4.74005894858846
42	21	-4.7383963257332
10	2	-4.7273781976564
49	21	-4.71263807850115
12	3	-4.68911380161713
49	12	-4.66832928113968
39	15	-4.65648393202808
50	22	-4.63086943938183
13	6	-4.61684057142411
49	13	-4.60482004454164
8	4	-4.60189821607159
41	17	-4.57725647637981
36	16	-4.56900822492415
43	2	-4.5653512179919
48	18	-4.54959222909461
15	9	-4.54592286216416
41	21	-4.54159837985757
50	21	-4.5378070437801
16	1	-4.51886587154544
43	5	-4.50941396344312
39	21	-4.50248406779532
15	5	-4.49739895309506
39	16	-4.48935980629322
50	41	-4.46956350042536
22	3	-4.4657644747233
50	23	-4.462879937556
8	1	-4.4593722719831
30	15	-4.4561300768803
42	14	-4.45148523394273
31	2	-4.44856473411408
47	20	-4.4201839424961
42	41	-4.41224769471867
48	15	-4.40760220639941
39	20	-4.40208653731934
46	41	-4.40112344696535
33	2	-4.35264788389703
46	2	-4.35099772974982
43	10	-4.32908639317466
46	7	-4.31737134769454
44	2	-4.30808566242429
36	24	-4.30188455090324
49	17	-4.29936388149886
43	1	-4.24906810022896
18	5	-4.24859082354959
24	18	-4.2455463851366
44	21	-4.23550533668448
42	18	-4.18067773472908
14	5	-4.16714373110512
32	20	-4.16294651450009
42	20	-4.15656826809583
41	10	-4.1480350635127
48	19	-4.12798396366947
50	15	-4.09997249778969
33	22	-4.07149411091609
40	27	-4.07085886593131
42	23	-4.06966071405581
46	20	-4.0213389131094
44	17	-4.00481540572962
48	40	-4.00293517764228
44	16	-4.00175395532022
34	17	-3.98856337046169
49	10	-3.98312657320492
11	5	-3.9553101282859
45	39	-3.9377292146208
41	33	-3.93385783747769
38	33	-3.93298957438375
41	13	-3.9156015608127
29	2	-3.89481265247666
22	9	-3.8886016182438
37	14	-3.87648191315983
4	1	-3.86942215521431
50	16	-3.86391803526252
13	7	-3.85832072020956
48	14	-3.85408937335632
17	1	-3.84769978746999
47	16	-3.84340293239814
43	12	-3.8356732201291
24	19	-3.83326660683597
43	21	-3.809807165718
41	14	-3.79484800155462
45	38	-3.79452984078639
33	24	-3.79228696022045
24	15	-3.76244620066039
19	5	-3.74248305380251
7	1	-3.72652569118905
46	23	-3.72495794411159
37	24	-3.68458799739648
19	3	-3.65707460331704
42	11	-3.64607530942981
27	9	-3.63843474821695
22	2	-3.62754858328116
39	13	-3.62629373489564
49	14	-3.59995179334049
46	15	-3.59393409122845
39	9	-3.59313059324688
46	16	-3.58243235765916
43	19	-3.56222638226259
49	5	-3.54716983854427
22	11	-3.54537988431151
37	2	-3.54469133415612
47	38	-3.54436007228982
37	21	-3.54402883179754
32	18	-3.54267287831799
29	15	-3.54048656199005
11	4	-3.53803198825182
48	41	-3.52828179946259
33	1	-3.52713628428911
13	1	-3.51342419094836
17	2	-3.50652750046546
50	39	-3.48568867277626
41	11	-3.4713411736005
43	41	-3.46109401108109
20	2	-3.43484942972292
32	19	-3.43130249736201
34	18	-3.42909929501475
11	3	-3.4168445512633
24	16	-3.41487010177305
12	5	-3.40722874644792
48	11	-3.40261793258011
49	19	-3.39387265156025
10	1	-3.38325731536842
16	11	-3.37593304032185
41	28	-3.37586071837765
7	3	-3.33529817322888
23	7	-3.32115837040527
43	8	-3.28262348401281
37	8	-3.27813537760701
24	22	-3.25313243830132
33	27	-3.23210202894014
43	15	-3.21861932585263
49	40	-3.20140354005563
45	2	-3.19845359269007
39	28	-3.18029599184362
36	4	-3.17312456522422
46	13	-3.16110878194073
44	5	-3.15820373040244
13	5	-3.15707250038528
30	17	-3.13115146538755
43	13	-3.11934611254289
22	1	-3.11310959903087
21	11	-3.10429384588377
46	11	-3.10345055972504
44	20	-3.10111983920196
36	11	-3.09471039090713
46	10	-3.08841100306385
24	10	-3.08033878767331
24	8	-3.07884013954812
48	39	-3.05426676368192
43	38	-3.04911053812905
15	1	-3.03533984597924
42	16	-3.0277801101428
46	24	-3.02388101303904
37	22	-3.02324901582764
39	27	-2.99415888135604
11	7	-2.98778285805481
22	4	-2.98570873406808
44	34	-2.98562199508383
47	21	-2.98085587404479
43	6	-2.97625342735293
35	15	-2.96959949194711
35	13	-2.96411320983223
19	11	-2.96165244562486
