Gene,SA3170,SA3173,SA3309,SA3326,SA3331,SA3336,SA3174,SA3195,SA3198,SA3318,SA3337,SA3338,,baseMean,log2FoldChange (LUAD/AdenomaG),lfcSE,pvalue,padj,ENTREZ_ID,Gene_name
Amica1,7.220032219,7.762663854,7.905693891,7.984224254,7.382125896,6.280370312,7.945563855,7.647122488,7.862103856,9.192685666,6.995244047,7.91192265,,228.0861475,0.336082589,0.326965532,0.130143967,0.315447912,NA,NA
Amigo1,8.386281563,8.241831691,7.950958625,8.627367825,8.339270417,8.63892733,7.780504609,8.279913514,8.495975957,8.452173186,8.081217271,7.816163668,,311.7387607,-0.168253989,0.170623866,0.269589007,0.502323347,229715,adhesion molecule with Ig like domain 1
Amigo2,7.837660909,8.849840929,8.083897457,7.92977647,8.116273725,7.033730344,5.736110489,6.215783176,6.150964249,9.023756657,5.917241536,6.143738326,,205.3458308,-0.374491342,0.460899962,0.099313638,0.263497323,105827,adhesion molecule with Ig like domain 2
Amigo3,7.069252267,6.467207971,6.021613179,5.68876837,6.006426544,6.238550137,6.865393506,7.555093349,7.536617941,5.534142033,7.963253933,6.293485445,,111.9820692,0.566814145,0.401332838,0.030712694,0.117894817,320844,adhesion molecule with Ig like domain 3
Ammecr1,5.508537313,6.056139374,6.360415092,6.975291129,6.287608297,6.340911854,7.830628088,7.14866898,6.811477783,8.670119703,6.554671456,7.333562884,,135.3114947,1.044170161,0.398732966,0.000801115,0.00749566,56068,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"
Ammecr1l,9.860801486,10.17679027,10.65011233,10.73713139,10.34830423,10.52286394,10.69804245,10.78885652,10.47289234,10.75353571,10.48315458,11.11456323,,1533.552027,0.275823255,0.169758748,0.070029966,0.208726417,225339,AMME chromosomal region gene 1-like
Amn1,8.123247157,7.824469139,7.496392762,7.288230441,7.346501986,8.069950533,7.682529449,8.137173341,7.876248038,7.591693056,8.087166537,7.87165878,,224.5684892,0.128917277,0.178315856,0.414631218,0.643913012,232566,antagonist of mitotic exit network 1
Amot,5.315892235,6.70821607,6.728566203,6.804245588,6.510000718,8.217176486,9.251810328,8.395390731,8.505106969,8.262695388,7.963253933,8.262679399,,243.7017694,1.337309091,0.420309563,0.000106959,0.001499877,27494,angiomotin
Amotl1,10.75741366,11.40515929,11.4655318,11.12617368,11.38432345,11.71332972,11.79860642,10.41931657,11.60297294,12.22422124,9.897063654,10.17853729,,2539.717281,-0.030684805,0.269595583,0.880525697,0.946289434,75723,angiomotin-like 1
Amotl2,10.22415617,10.76690797,10.95582438,10.66604829,11.06787465,10.27391529,10.73423076,9.818847483,10.48217016,10.39096563,9.145347608,9.915227795,,1403.827463,-0.399998769,0.253167166,0.047549693,0.159784364,56332,angiomotin-like 2
Ampd1,1.186609218,1.548344734,#NUM!,-0.35562575,1.702645796,10.48647765,#NUM!,2.171389057,#NUM!,2.429805373,1.747316534,#NUM!,,121.4276816,-0.100667536,0.403891646,NA,NA,229665,adenosine monophosphate deaminase 1
Ampd2,8.938153277,8.936362019,8.847039674,9.034543207,9.107787259,8.999710236,9.680578543,9.099167019,9.716404192,9.668210113,10.08419497,9.447519074,,653.0516683,0.620713093,0.15944165,0.0000267,0.000506217,109674,adenosine monophosphate deaminase 2
Ampd3,9.678462314,8.985056276,8.97032395,9.846498074,8.96238906,9.262222966,9.610579607,8.671234944,8.606158875,8.715207592,8.816990062,9.062601563,,570.5281188,-0.284315858,0.219223585,0.117565499,0.29514225,11717,adenosine monophosphate deaminase 3
Amph,4.274072059,6.163054578,5.488739189,4.929776469,4.950573309,3.321012297,5.195542108,7.248204654,8.14513517,6.014767874,2.484282128,5.536055749,,66.31048464,0.59578002,0.786242127,0.030603069,0.117706344,218038,amphiphysin
Amt,7.274072059,6.443162497,5.816793387,5.229336751,6.257234648,6.436489514,7.23861083,7.815245247,5.28423078,5.965858274,6.571744969,8.386912309,,117.1972524,0.426984287,0.447576752,0.079964157,0.228372329,434437,aminomethyltransferase
Amy1,5.396062584,4.67762775,4.978544457,3.551264846,5.094963219,8.075899799,7.105344299,2.756351557,3.196767939,2.429805373,4.806210223,2.951093248,,50.80659338,-0.181926834,0.407473695,NA,NA,11722,"amylase 1, salivary"
Amz1,7.587488654,8.452226579,8.873729552,8.467741491,8.174321011,8.436489514,7.280431006,7.972288956,7.759010363,7.355804792,7.249816874,6.682897137,,253.5824729,-0.829991947,0.264656114,0.000250048,0.003000034,231842,archaelysin family metallopeptidase 1
Amz2,10.02895956,9.899283915,9.919992274,9.808023927,9.828059267,10.16650235,9.573212755,9.708607457,9.753273993,9.498046235,9.905505428,9.599065546,,903.5298675,-0.250375211,0.105672335,0.013304871,0.064550654,13929,archaelysin family metallopeptidase 2
Anapc1,10.48810541,10.62782952,10.83652545,10.94129046,10.8085543,10.70087196,11.25181033,11.03092384,10.80963644,11.61368883,10.71598333,10.86995648,,1940.379144,0.296319044,0.16417781,0.045769822,0.155350537,17222,anaphase promoting complex subunit 1
Anapc10,8.038358259,7.888194737,7.760698825,8.053765186,7.186461574,8.063976632,7.508699994,8.300672074,7.631396166,8.014767874,7.84885456,8.177161327,,239.1667658,0.063213598,0.18059917,0.692642313,0.845313011,68999,anaphase promoting complex subunit 10
Anapc11,10.32616057,10.02306468,9.718785183,9.534638528,9.708270345,10.27391529,9.643001085,9.88219549,10.04695478,10.04009203,9.767833551,9.866545857,,970.2077053,-0.067906348,0.153192145,0.633119399,0.808101693,66156,anaphase promoting complex subunit 11
Anapc13,9.984270744,9.667285806,9.358316626,9.156126904,9.366203901,9.784082493,8.939050548,9.614332553,9.569632999,8.517268215,9.927225624,9.494677507,,724.2001601,-0.118856772,0.210123279,0.498375546,0.711963883,69010,anaphase promoting complex subunit 13
Anapc15,7.741198069,7.635807574,7.360415092,7.372294706,7.389146324,7.634903073,7.517470203,7.502305935,7.7281494,7.591693056,7.969708955,8.721167154,,212.6181252,0.296212591,0.216728216,0.10274597,0.269934709,75430,anaphase promoting complex C subunit 15
Anapc16,10.2806869,10.07288645,9.835017145,9.467741491,9.748405458,9.805723324,9.583689889,9.727895112,9.696613826,9.585635545,10.13533382,10.47912868,,955.2535006,0.014288305,0.179460197,0.931498936,0.970290402,52717,anaphase promoting complex subunit 16
Anapc2,10.67344424,10.58383118,10.43698214,10.60582394,10.77276674,10.57840014,10.72857682,10.6978883,10.70456258,10.68624997,10.93301793,10.72963978,,1643.214695,0.132548653,0.083391764,0.107382691,0.278182079,99152,anaphase promoting complex subunit 2
Anapc4,10.51528415,10.48718919,10.40988377,10.42080728,10.43904773,10.33223955,10.40144641,10.45910144,10.51756849,10.62357712,10.63605978,10.13526017,,1402.285662,0.034010092,0.099065841,0.723200364,0.863172943,52206,anaphase promoting complex subunit 4
Anapc5,11.92089545,11.72669836,11.96929309,11.81773908,11.84347557,12.40316134,11.58681825,12.06847819,11.86254797,11.9099897,11.94903207,11.73338947,,3856.619476,-0.091888254,0.132895559,0.45908735,0.681092172,59008,anaphase-promoting complex subunit 5
Anapc7,9.86432886,9.476122696,9.352002852,9.551264846,9.617030928,9.620729113,9.618753539,9.555093349,9.708520593,9.813509666,9.833010282,9.963917288,,817.1938166,0.154050007,0.114348374,0.157743805,0.357796451,56317,anaphase promoting complex subunit 7
Ang,10.75456529,10.21190284,9.827451868,10.39508124,9.968260842,10.99029108,8.573212755,9.956023902,9.26016302,7.662466131,10.17776909,10.07299673,,1052.508104,-0.617187718,0.395884003,0.020157534,0.08699152,11727,"angiogenin, ribonuclease, RNase A family, 5"
Angel1,6.887048936,7.303232235,7.300472552,6.966302345,7.708270345,6.945503162,7.331057079,7.400207747,7.23019094,6.978241998,5.969708955,6.447519074,,137.2901142,-0.163960846,0.230741979,0.37754254,0.609876469,68737,angel homolog 1
Angel2,10.36527407,10.33134294,10.40073667,10.18159265,10.47413527,10.39664,9.812926086,10.3710614,10.22329138,9.874406187,10.7454368,10.07742898,,1253.843535,-0.119642076,0.154138628,0.395260967,0.626075824,52477,angel homolog 2
Angpt1,7.336356338,8.418709453,8.950958625,8.809281177,8.234027257,7.945503162,7.195542108,6.710547869,6.78173044,8.943927634,6.391172724,5.231201167,,247.5175013,-0.554672181,0.517373624,0.041395807,0.144876561,11600,angiopoietin 1
Angpt2,8.420228895,7.484982673,5.911430261,7.41916131,7.178379227,6.454868044,7.195542108,6.926276559,6.463554479,8.14130028,7.362026379,7.323647415,,162.4265478,-0.014894295,0.277399675,0.936870081,0.972238669,11601,angiopoietin 2
Angptl2,8.931443056,8.932049026,9.994846269,9.280998871,9.648089633,8.614611669,10.01378535,8.647122488,9.196767939,11.86109403,10.35834133,8.675119786,,939.7090388,0.509933011,0.491054228,0.052278987,0.170849671,26360,angiopoietin-like 2
Angptl3,2.508537313,1.870272828,3.519112838,2.64437425,2.872570798,2.151087296,4.151147989,4.419316571,3.897207657,2.429805373,3.332279035,3.603169944,,10.04206834,0.619965459,0.525502337,0.03139214,0.119586694,30924,angiopoietin-like 3
Angptl4,8.984270744,8.936362019,8.798336482,8.062226765,8.506776817,8.922576765,10.09366249,8.871828775,8.541063847,10.79874829,8.069244629,10.05213095,,633.5912923,0.682249267,0.432502504,0.016349664,0.07496057,57875,angiopoietin-like 4
Angptl6,5.186609218,5.614433924,5.548860182,5.001926255,5.67992572,5.105283606,4.73611049,4.419316571,5.554319943,5.19534012,4.806210223,4.050628922,,35.51517999,-0.352331273,0.279910721,0.094564766,0.255512719,70726,angiopoietin-like 6
Angptl7,3.887048936,4.07190669,3.634590055,1.966302346,2.702645796,5.399014809,3.610579607,4.630820675,6.883268466,0.107877279,5.969708955,4.536055748,,28.2195842,0.301420785,0.490732248,0.095283524,0.256776285,654812,angiopoietin-like 7
Ank,9.23373313,8.227824833,8.210274743,9.091457477,8.116273725,9.835835916,8.99663804,8.395390731,8.589085362,11.93402849,7.15103872,7.603169944,,701.4144917,0.245007064,0.41626221,NA,NA,11732,progressive ankylosis
Ank1,6.336356337,4.303232236,4.841040933,6.438790117,4.872570798,10.25830437,6.971326951,4.926276559,4.444695452,5.78030262,3.332279035,9.955915631,,225.4923844,-0.020961566,0.367475199,NA,NA,11733,"ankyrin 1, erythroid"
Ank2,4.434536732,4.133307234,5.360415092,5.001926255,4.912099162,6.892554282,4.674709945,4.171389057,4.656199557,5.835797733,4.621785652,2.465666421,,34.77095312,-0.260325654,0.394416773,0.198160423,0.414759625,109676,"ankyrin 2, brain"
Ank3,11.9585113,12.02837755,12.05276703,11.72452556,12.10005304,12.18829104,11.94515763,11.12194495,11.79342361,10.05039178,11.31146602,11.22322311,,3380.089053,-0.534465585,0.261046034,0.011422979,0.057842608,11735,"ankyrin 3, epithelial"
Ankdd1b,3.99396414,0.548344733,#NUM!,1.229336751,-0.297354204,3.151087296,6.128427912,6.054032106,5.720329895,1.692839779,7.32222537,7.313663327,,45.07599241,3.753269464,0.935270976,0.00000204,0.0000606,271144,ankyrin repeat and death domain containing 1B
Ankfy1,10.5208825,10.74740356,10.96826148,11.12869367,10.81703885,10.67562901,11.01997054,10.52122315,11.09763475,10.93521998,10.39597371,11.31428936,,1871.672677,0.074502204,0.164703524,0.610971096,0.79206556,11736,ankyrin repeat and FYVE domain containing 1
Ankhd1,10.91792825,10.79092342,11.08008248,11.05853093,11.15179444,11.02760424,11.33664291,11.13139099,11.1704653,10.98975599,11.76922187,11.40053671,,2310.724537,0.281886488,0.140046079,0.030347631,0.116927846,108857,ankyrin repeat and KH domain containing 1
Ankib1,9.099498554,9.664688695,10.11530259,10.24428709,9.888760036,9.318505441,9.935782834,9.671234944,9.694619776,10.26396035,9.004704377,10.00171932,,888.3917596,0.023510312,0.209787846,0.895551475,0.953814963,70797,ankyrin repeat and IBR domain containing 1
Ankle1,3.99396414,3.635807575,2.934150337,4.103805869,2.872570798,5.674649251,3.851587706,4.756351558,3.196767939,4.751733469,5.834779375,5.050628922,,23.28281133,0.198870395,0.365299617,0.300791208,0.534544548,234396,ankyrin repeat and LEM domain containing 1
Ankle2,10.14225913,9.79389744,10.10031342,10.36290713,10.04915953,10.03678367,10.4685606,10.020012,10.17261591,10.44661366,9.869713165,10.11815292,,1132.854905,0.095749807,0.135095508,0.449993482,0.67340237,71782,ankyrin repeat and LEM domain containing 2
Ankmy2,9.717990678,9.101013831,9.126443152,8.941290457,9.332002416,9.488709197,9.125562579,9.899309511,9.656199557,8.307549623,9.495509384,9.201730048,,646.0507802,0.038227164,0.210039891,0.829749646,0.921318829,217473,ankyrin repeat and MYND domain containing 2
Ankra2,8.596000154,8.430987783,8.172555077,8.375693282,8.48400551,8.441106142,8.151147988,8.215783176,8.514180552,8.27780228,8.519906038,8.61541354,,339.5975162,-0.025781477,0.120788061,0.820624555,0.916895877,68558,"ankyrin repeat, family A (RFXANK-like), 2"
Ankrd1,6.646040837,8.415623473,7.05309141,6.51473897,7.685639371,6.932447009,8.408535831,7.290330129,7.294800022,9.133016841,6.762266875,7.816163668,,211.8842714,0.324966536,0.365880536,0.146867033,0.342206687,107765,ankyrin repeat domain 1 (cardiac muscle)
Ankrd10,8.887048936,8.953486197,9.224169184,9.284619187,9.077685228,9.70759335,9.170738717,10.21304821,9.051636322,9.48291671,9.707318466,8.801949809,,654.9319076,0.194507342,0.220120909,0.285498988,0.518926426,102334,ankyrin repeat domain 10
Ankrd11,11.77859899,11.78076566,11.98399889,11.88158421,11.92755189,11.77496879,12.66339463,11.88820852,12.29677316,12.55702592,13.06642411,12.22021993,,4745.058579,0.580294402,0.18447269,0.00050078,0.005168162,77087,ankyrin repeat domain 11
Ankrd12,10.459239,10.79032788,11.02095002,10.86958169,10.95944418,10.71046439,9.848115515,10.18819735,10.41108706,10.57446362,11.76783355,9.849370713,,1681.584358,-0.12357047,0.248808603,0.515854628,0.724545457,106585,ankyrin repeat domain 12
Ankrd13a,11.31395876,11.48645406,11.8056706,11.56323749,11.57916274,10.87985814,11.1067979,11.12340222,11.26554622,11.33789771,10.88430765,11.22987455,,2561.96998,-0.263902389,0.151868388,0.057589493,0.181392092,68420,ankyrin repeat domain 13a
Ankrd13b,6.74119807,6.932049026,7.309189769,7.028078543,7.621509033,7.618692846,8.134141563,8.047906004,8.156769871,9.085157202,7.554671456,8.283289678,,232.1106021,0.924329697,0.277336969,0.00010809,0.001514449,268445,ankyrin repeat domain 13b
Ankrd13c,9.678462314,9.805732576,10.26394668,10.41833762,9.878818945,9.724734483,10.28300495,9.866617348,9.89199623,10.13163163,9.098991972,10.06706581,,997.7198147,-0.041589124,0.187793992,0.797498011,0.905768566,433667,ankyrin repeat domain 13c
Ankrd13d,7.006788181,6.148257576,6.162969028,6.610158535,6.145589292,6.490937298,6.379966679,6.321136176,6.305292395,6.447727281,6.502204036,5.75844817,,83.66727579,-0.116088636,0.195114143,0.488684459,0.705195091,68423,"ankyrin repeat domain 13 family, member D"
Ankrd16,7.702309056,7.67762775,7.511579166,7.489864302,8.073333203,8.573152062,7.23861083,8.647122488,7.054748933,7.542505506,8.940431163,7.429140545,,246.6999415,0.056869914,0.265060682,0.766043825,0.887402085,320816,ankyrin repeat domain 16
Ankrd17,11.08521061,10.90754522,11.41089654,11.70574544,11.34920451,11.19752924,11.96693153,11.33629598,12.00693788,12.06751704,12.24217212,11.96988954,,3247.231452,0.599483263,0.180892028,0.000255204,0.003050827,81702,ankyrin repeat domain 17
Ankrd2,0.186609218,0.548344733,0.934150337,1.64437425,1.702645796,7.5086393,1.736110489,1.171389057,0.196767938,2.429805373,1.747316534,1.143738326,,17.55698183,-0.369170158,0.701775923,NA,NA,56642,ankyrin repeat domain 2 (stretch responsive muscle)
Ankrd22,9.208977031,6.796272247,6.000239528,8.563237488,6.287608297,9.34338011,8.650993876,8.366145911,9.747514724,4.107877278,6.29163705,9.447519074,,354.8546851,0.076035612,0.349164832,0.637392702,0.810649552,52024,ankyrin repeat domain 22
Ankrd23,6.490389966,6.614433924,6.563506958,6.330874778,6.560626791,12.51686293,5.473076084,6.843814399,5.28423078,5.631439235,6.747316533,5.728700826,,560.5313022,-3.1911575,1.290055516,NA,NA,78321,ankyrin repeat domain 23
Ankrd24,6.928076205,6.738169293,6.53406318,6.794121371,6.831928814,7.445708045,6.058038584,7.029370052,6.826124559,5.835797733,6.554671456,6.465666421,,105.8888299,-0.291254362,0.229350313,0.120249716,0.299410927,70615,ankyrin repeat domain 24
Ankrd26,7.284641301,7.095239193,7.68903784,7.863542771,7.170251346,7.51740951,7.990351777,7.972288956,8.252050374,8.83919631,8.179162321,7.34341067,,231.641863,0.586717306,0.250644091,0.004860923,0.030235382,232339,ankyrin repeat domain 26
Ankrd27,9.117346555,9.299888793,9.59414623,9.591280525,9.396132754,9.506438392,9.305966098,9.509010959,9.472892344,9.613688832,9.550371319,9.883518935,,723.4207145,0.125060109,0.126455737,0.294842738,0.528876478,245886,ankyrin repeat domain 27 (VPS9 domain)
Ankrd28,8.900854735,8.847552752,9.11902568,9.306152348,9.283846378,9.072928233,10.42843539,9.685116653,9.582630339,10.27278421,8.998404389,10.5720985,,794.0477984,0.81427305,0.261288984,0.000281879,0.003277288,105522,ankyrin repeat domain 28
Ankrd29,7.99396414,7.733220076,7.668859958,6.920498656,7.178379227,7.534791588,5.984038003,6.215783176,5.924688393,6.130245092,7.456974782,5.353191691,,133.9682254,-1.033477033,0.358508831,0.00037579,0.00414196,225187,ankyrin repeat domain 29
Ankrd32,7.056973937,7.220770075,7.153318858,7.344813969,7.382125896,7.816423213,7.858507121,7.537711271,7.463554479,8.416216309,7.638087465,7.721167154,,193.8073031,0.384812734,0.202595077,0.027678771,0.109346027,NA,NA
Ankrd33b,8.044590213,9.784358925,9.18681577,9.295425942,9.440738056,8.732287877,7.32107299,7.793440876,6.840624128,9.014767874,7.116550344,6.885205312,,395.6532489,-1.230227845,0.430585564,0.000308881,0.003517035,67434,ankyrin repeat domain 33B
Ankrd34b,3.646040836,3.007776352,0.934150337,4.68876837,3.95057331,3.321012297,3.151147989,3.171389057,3.518696033,1.692839779,3.862793752,1.143738326,,10.25526465,-0.162874215,0.363321216,0.362908336,0.597249007,218440,ankyrin repeat domain 34B
Ankrd35,2.771571719,3.548344733,2.934150337,3.103805869,3.95057331,2.47301539,4.23861083,2.978743979,3.196767939,4.751733469,1.747316534,5.603169944,,14.2182105,0.37047502,0.486874801,0.095990848,0.258051496,213121,ankyrin repeat domain 35
Ankrd37,9.108450155,8.384395089,7.747931528,7.819299933,8.837072116,8.315994222,8.336023332,8.811633993,7.890254896,8.257624398,10.52648869,8.51006054,,438.1914781,0.293107326,0.351965309,0.180043295,0.389625165,654824,ankyrin repeat domain 37
Ankrd39,7.748851642,7.519888287,7.360415092,6.610158535,7.535535811,7.51740951,6.674709945,7.456791275,6.924688393,7.14130028,7.588618788,6.816163668,,156.255952,-0.211778582,0.211954314,0.232527426,0.457228345,109346,ankyrin repeat domain 39
Ankrd40,11.62332076,11.60260987,11.81335066,11.80959532,11.61740464,11.89676162,11.08114605,11.0129534,11.27891698,10.61567192,10.63199585,10.88604776,,2681.18764,-0.761229846,0.138787035,8.13E-09,0.000000595,71452,ankyrin repeat domain 40
Ankrd42,7.093499814,7.248784451,6.563506958,6.901762094,7.145589292,6.720942904,6.52618742,6.279913514,6.704562579,7.677732887,6.484282128,6.372557016,,116.767059,-0.138742803,0.22811024,0.451705524,0.674620364,73845,ankyrin repeat domain 42
Ankrd44,8.702309056,9.749243339,9.946774876,9.6942228,9.569924536,9.131226873,9.222610351,8.718283517,9.04225799,10.05624451,7.834779375,8.405833171,,632.606699,-0.292358162,0.296074371,0.166014767,0.370088824,329154,ankyrin repeat domain 44
Ankrd45,0.186609218,5.67762775,1.519112838,1.64437425,5.094963219,0.151087296,0.151147989,3.341314058,2.196767939,6.062073589,3.162354033,0.143738326,,15.52532467,-0.001576682,0.363263868,0.985801773,0.993372385,73844,ankyrin repeat domain 45
Ankrd46,11.0027929,10.90809429,10.81449915,10.74437948,10.81768945,10.79313899,10.06553312,10.34381657,10.62930984,9.762513307,10.19302117,9.934901214,,1503.527743,-0.625027901,0.151430904,0.00000969,0.000212552,68839,ankyrin repeat domain 46
Ankrd49,6.873109745,7.393834785,7.247033292,7.351733383,7.280074624,7.560478231,7.033791038,7.926276559,7.396440283,7.542505506,7.352178593,7.447519074,,167.6646063,0.144533137,0.166853975,0.336131941,0.570013587,56503,ankyrin repeat domain 49
Ankrd50,9.155276011,9.698091853,9.477182158,9.560253629,9.501927418,9.125501885,10.56688976,9.22938078,9.567455346,10.8143733,9.75854379,10.64258753,,941.1212784,0.644889211,0.282081201,0.004710648,0.029466948,99696,ankyrin repeat domain 50
Ankrd52,9.126188432,9.619807096,10.11032349,10.13722887,9.892470355,10.042871,10.71434426,9.836724974,10.5119175,10.80136424,9.440803492,10.26138143,,1112.010078,0.357873944,0.244543807,0.066658408,0.201695364,237615,ankyrin repeat domain 52
Ankrd54,10.49267091,9.668582611,9.713869693,9.62308471,9.730551793,9.884102617,9.521835395,9.452159827,9.680583716,9.124685566,10.14961805,10.07447566,,892.1724336,-0.132712164,0.195422327,0.429308178,0.656737746,223690,ankyrin repeat domain 54
Ankrd55,4.186609218,4.974609488,4.634590055,3.64437425,3.287608297,2.151087296,3.151147989,2.756351557,3.004122861,4.567308897,2.969708955,2.143738326,,13.4022015,-0.27033773,0.400930938,0.186034872,0.397687425,77318,ankyrin repeat domain 55
Ankrd6,4.356534219,6.329704447,4.74150526,4.502355246,5.162077415,4.473015391,5.280431006,5.597653811,4.951655441,8.044515218,4.069244629,4.603169944,,52.64124202,0.317784021,0.46248751,NA,NA,140577,ankyrin repeat domain 6
Ankrd63,4.093499814,5.870272828,6.000239528,5.873192941,5.094963219,4.321012297,3.851587706,4.419316571,3.36669294,4.27780228,1.747316534,2.728700826,,27.32405961,-1.426369405,0.558449295,0.000610438,0.006018112,383787,ankyrin repeat domain 63
Ankrd66,3.887048936,5.635807575,0.934150337,-0.35562575,4.656842107,2.47301539,2.151147989,3.630820676,3.36669294,5.990520328,3.484282128,2.465666421,,17.11896897,0.020049649,0.354218126,0.887908542,0.950098119,100043332,ankyrin repeat domain 66
Ankrd9,6.117346555,5.974609488,6.237931086,6.731837092,6.257234648,7.280370312,6.543465411,6.456791276,6.78173044,6.751733469,6.162354033,6.635591422,,92.99835649,0.045674741,0.214569181,0.798884499,0.906175381,74251,ankyrin repeat domain 9
Anks1,9.954793543,10.15474995,10.34354127,10.37654168,10.54263687,10.03220126,10.00912898,9.572268493,10.3052924,9.867765462,10.16797858,9.798374354,,1111.005359,-0.239971182,0.152624792,0.084742256,0.236983037,224650,ankyrin repeat and SAM domain containing 1
Anks1b,0.186609218,1.133307234,0.934150337,1.229336751,0.702645796,#NUM!,3.32107299,2.978743979,#NUM!,6.86276478,1.162354034,1.728700827,,12.41911704,2.974681753,1.454491459,NA,NA,77531,ankyrin repeat and sterile alpha motif domain containing 1B
Anks3,9.123247157,8.997493379,9.0082918,9.136227347,9.162077415,9.298292221,8.739862624,8.833167155,9.035971727,8.247428631,9.456974782,8.303609662,,506.6749954,-0.236206027,0.191239024,0.154264355,0.353101561,72615,ankyrin repeat and sterile alpha motif domain containing 3
Anks4b,2.186609218,#NUM!,#NUM!,#NUM!,-0.297354204,1.736049796,7.990351777,7.972288956,7.854979422,1.692839779,8.415019466,9.445234521,,148.9422206,7.532522881,0.997851844,1.09E-15,5.31E-13,72074,ankyrin repeat and sterile alpha motif domain containing 4B
Anks6,6.981025084,6.192200923,6.237931086,6.053765187,6.882554886,6.009068291,6.560538925,5.215783176,5.482170158,7.173966469,5.162354034,5.391665839,,76.84968666,-0.20096203,0.304311702,0.324629675,0.558898512,75691,ankyrin repeat and sterile alpha motif domain containing 6
Ankzf1,8.612873973,8.502541044,8.010965935,8.120107682,8.755213847,8.854990869,7.885857609,8.542076463,8.133405878,7.766088762,9.170782655,8.020255272,,344.101673,-0.114812197,0.224090024,0.527938562,0.733849693,52231,ankyrin repeat and zinc finger domain containing 1
Anln,7.044590213,7.42486168,7.864887675,7.758116417,7.416891314,7.490937299,9.730463926,8.72980977,7.597647375,10.89577984,7.930538358,8.973461061,,435.3226359,1.665133983,0.498959116,0.0000493,0.000819732,68743,"anillin, actin binding protein"
Ano1,10.57785281,11.02357151,11.32807701,11.54297564,11.59366999,10.58987915,12.75824708,11.12194495,11.9238375,11.85565068,10.83742895,11.50842018,,2940.665597,0.455097164,0.309406558,0.045633948,0.154984811,101772,"anoctamin 1, calcium activated chloride channel"
Ano10,9.602350986,9.81864006,10.16777001,9.945870446,10.15900021,9.365406416,9.754774334,9.300672074,9.941601776,9.500194701,8.84885456,10.21787979,,872.828819,-0.155582267,0.208913826,0.374713012,0.607603985,102566,anoctamin 10
Ano5,1.186609218,3.248784452,0.934150337,2.64437425,2.872570798,8.482004174,1.151147988,#NUM!,0.196767938,3.107877279,#NUM!,0.143738326,,33.15934866,-0.355082443,0.702291539,NA,NA,233246,anoctamin 5
Ano6,12.56815217,12.41253088,12.40150115,12.19704335,12.50233216,12.234899,11.96573045,11.36244827,11.95415795,13.13457361,12.44746722,11.43605996,,5016.8772,-0.142188792,0.233313793,0.458889703,0.680967254,105722,anoctamin 6
Ano7,2.99396414,1.870272828,0.934150337,0.644374251,1.702645796,1.151087296,4.906035491,7.029370052,6.326050956,4.27780228,5.020335028,10.14091781,,120.194715,5.850281883,0.92667476,1.10E-11,1.89E-09,404545,anoctamin 7
Ano8,8.764038046,8.430987783,8.567145534,8.663964979,8.639283735,8.798545722,9.249180072,9.038667796,9.054748934,10.04304233,9.004704377,8.675119786,,504.3725718,0.509572067,0.218519774,0.006493767,0.037883365,382014,anoctamin 8
Ano9,4.434536732,5.163054578,5.911430261,5.814299252,5.194498892,5.794943485,5.795004179,5.926276559,5.326050956,5.19534012,6.917241536,8.631578359,,81.38446829,0.873947878,0.685339095,0.01320874,0.064324035,71345,anoctamin 9
Anp32a,12.54196031,12.67311227,12.13412935,12.0104232,12.34266473,11.74494523,12.36212367,12.3676838,12.58397752,11.71982422,13.19680913,12.23219533,,5333.741904,0.148558895,0.212617376,0.404335338,0.634419298,11737,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A"
Anp32b,12.10956521,11.94575198,11.62589386,11.73150555,11.90691125,11.78997568,11.7095687,11.96661702,11.94747492,12.41308404,12.78965991,12.5451512,,4343.195188,0.355967401,0.188291286,0.031797181,0.120767929,67628,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B"
Anp32e,11.09049106,11.35328241,11.03218242,11.23776537,11.16974183,10.95683117,10.93004646,10.85438364,11.01295162,11.67773289,11.73458055,11.21520069,,2377.280794,0.111120117,0.166764366,0.460636944,0.682227949,66471,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E"
Anpep,11.54361131,11.44164626,10.92354484,10.87379394,11.601625,10.79223589,10.38955273,10.17279725,10.15096425,10.36644331,9.535219094,9.713593934,,1750.069385,-1.077909828,0.218750623,9.09E-08,0.00000442,16790,alanyl (membrane) aminopeptidase
Antxr1,11.40214222,11.72763184,11.83237381,11.11350727,11.79375055,11.14967772,11.53160905,11.3344097,12.20379521,10.7445019,11.97973746,11.05887077,,2994.185713,0.020127865,0.214467129,0.909769028,0.960705311,69538,anthrax toxin receptor 1
Antxr2,9.672438527,10.21012283,10.01895873,9.92862,10.18646157,9.206369731,11.43423634,10.16856854,10.20239249,12.13509216,10.65320491,10.60521777,,1544.27226,0.965182434,0.359108659,0.000768765,0.007254558,71914,anthrax toxin receptor 2
Anxa1,13.31121523,13.13951641,12.7770899,12.80660821,12.73761666,12.76901385,13.78845211,12.67422086,12.92490104,12.90817054,12.97793747,13.36426781,,8495.227748,0.170646845,0.186420727,0.295240771,0.529274463,16952,annexin A1
