Gene,SA3170,SA3173,SA3309,SA3326,SA3331,SA3336,SA3174,SA3195,SA3198,SA3318,SA3337,SA3338,,baseMean,log2FoldChange (LUAD/AdenomaG),lfcSE,pvalue,padj,ENTREZ_ID,Gene_name
0610007P14Rik,9.834067644,9.417167288,9.221862717,9.032391536,9.237921173,9.528297826,9.336023332,9.842045306,9.601909402,8.852711116,9.93549324,9.682897137,,722.00138,0.143734992,0.186085691,0.377626892,0.609876469,NA,NA
0610009B22Rik,8.366518308,8.148257576,8.128907192,8.099701471,7.639283735,8.589879148,8.134141563,8.675214795,8.115631176,7.787357378,8.286475345,8.298556435,,297.3148035,0.041737545,0.174692489,0.789033592,0.901699856,66050,RIKEN cDNA 0610009B22 gene
0610009L18Rik,6.356534219,5.525624657,5.32646776,4.551264846,5.257234648,6.57735205,4.32107299,4.926276559,5.688621035,4.195340119,5.020335028,4.313663327,,41.49587206,-0.586422199,0.427016487,0.028971138,0.113234,66838,RIKEN cDNA 0610009L18 gene
0610009O20Rik,10.10845015,9.819807761,9.815264298,9.680547863,9.856197828,10.13408087,9.305966098,9.877021444,9.57831089,9.297701837,9.898755965,10.04460513,,896.4734516,-0.18335673,0.157122644,0.199209104,0.416269479,NA,NA
0610010F05Rik,7.779066255,8.606336456,8.718785183,8.742406333,8.360857279,8.340911855,8.650993876,8.687088895,8.532158294,9.234581751,7.546058326,8.456621281,,369.7445616,0.095345619,0.219507872,0.598893846,0.784720076,71675,RIKEN cDNA 0610010F05 gene
0610010K14Rik,9.315892235,9.177701354,8.813733587,8.477264265,8.867552723,9.108189337,8.606475209,8.793440876,8.75135679,8.673931317,8.917241535,9.05363141,,477.4543006,-0.151817735,0.151872307,0.274178533,0.507183035,104457,RIKEN cDNA 0610010K14 gene
0610011F06Rik,10.51976457,9.501085981,9.347778266,9.480424606,9.404818482,10.16091591,9.530526356,9.477450746,9.941601776,8.231998591,10.94944036,9.960721949,,924.3113819,0.044413989,0.269749125,0.818885607,0.915514995,NA,NA
0610012G03Rik,9.50175878,8.885966636,8.967573339,8.454945885,8.813781467,9.482004174,8.62688142,8.822440748,9.171182529,8.465429283,9.666179771,8.989228377,,526.1120045,-0.036560928,0.209977606,0.835312985,0.924517997,106264,RIKEN cDNA 0610012G03 gene
0610030E20Rik,9.313313691,9.594104395,10.02293858,9.894672668,9.873822594,9.937356923,9.499876143,9.798922941,9.768520582,9.205909362,9.687874843,9.669259135,,836.3886072,-0.149923824,0.148098695,0.269902252,0.502567173,68364,RIKEN cDNA 0610030E20 gene
0610037L13Rik,9.222782831,9.034174042,8.574395274,8.477264265,8.787454184,8.958442218,8.530526356,8.679183697,8.660292312,8.102230715,8.907187871,8.651532966,,428.3316034,-0.216339838,0.166994363,0.148914982,0.345254719,NA,NA
0610040B10Rik,5.274072059,4.548344734,3.74150526,2.229336751,3.510000719,4.543404719,3.32107299,4.078279652,4.840624128,3.692839779,5.020335028,4.536055748,,19.91619017,0.044506008,0.309903814,0.811223979,0.911486231,67672,RIKEN cDNA 0610040B10 gene
0610040J01Rik,10.75646483,9.858957515,10.13259538,10.03346777,9.97060288,10.3544353,10.01223489,10.00427907,10.25340565,8.379340306,10.9753335,11.34218337,,1280.374792,0.115023156,0.278024483,0.590027956,0.779334681,76261,RIKEN cDNA 0610040J01 gene
1010001N08Rik,6.629552714,5.525624657,4.934150338,5.575111588,5.128910551,6.736049796,6.151147989,6.800745677,6.720329895,4.107877278,7.081217271,6.75844817,,76.153108,0.273416696,0.358312581,0.201972691,0.419580431,NA,NA
1110001J03Rik,9.099498554,8.352475754,7.950958625,7.302585733,8.046941704,8.942250184,8.403813421,8.108026996,8.755188652,7.429805373,8.838311066,8.391665839,,337.4804726,-0.008809515,0.248295144,0.96062484,0.982797678,NA,NA
1110002L01Rik,7.386281562,7.437087983,7.627637295,7.477264265,7.597463559,8.300834415,7.830628088,8.142932611,7.444695452,7.707790121,7.249816874,7.659438164,,206.1268832,0.021777592,0.187449826,0.895446445,0.953814963,100043040,RIKEN cDNA 1110002L01 gene
1110004E09Rik,10.04303475,9.686616534,9.219552556,9.225574832,9.376838064,9.697981755,8.698042449,9.054032106,9.136347153,9.447727282,9.974531339,9.273021343,,700.1627545,-0.190847563,0.206727323,0.273765319,0.506792299,NA,NA
1110004F10Rik,10.73543113,10.49598167,10.26730569,10.40675629,10.16719155,10.4155299,10.32482513,10.60601728,10.4565112,10.55805753,10.37545825,10.85798384,,1432.739678,0.103051361,0.127807544,0.392296612,0.623055547,56372,RIKEN cDNA 1110004F10 gene
1110006O24Rik,4.578926641,3.248784452,3.841040933,3.814299252,3.872570797,3.958442218,4.473076083,4.171389057,4.103658534,3.808316996,4.862793751,4.050628922,,17.42447914,0.210232538,0.28492312,0.301295824,0.535087505,66123,RIKEN cDNA 1110006O24 gene
1110007C09Rik,9.756464826,9.009824181,8.530340094,8.988670158,8.642225011,9.477516783,9.377560181,8.606017285,8.944960788,9.176655557,9.619734913,9.67316888,,591.6742617,0.10257332,0.217903497,0.569614621,0.765400089,NA,NA
1110008F13Rik,11.65523326,11.58931933,11.37138224,11.54146338,11.06458957,11.8173113,11.43828317,11.92000123,11.63295893,11.12119995,11.23983739,11.77172811,,2971.309351,0.019155984,0.161424973,0.897652346,0.954520596,NA,NA
1110008L16Rik,7.981025084,7.856683764,7.68903784,7.726523292,7.969432337,8.162314551,8.264890155,9.128491098,8.252050374,7.550820774,8.32726096,9.204434257,,309.2098689,0.526032841,0.267440089,0.014187027,0.067575375,NA,NA
1110008P14Rik,11.03523216,10.03014417,9.83350726,10.33174993,9.577627144,10.43764506,9.972921971,9.565851751,9.739799759,9.211165087,10.2270968,9.516603386,,1053.165179,-0.422419851,0.250985966,0.036166137,0.132152191,73737,RIKEN cDNA 1110008P14 gene
1110012L19Rik,8.305550291,7.897072888,7.767040352,7.906469096,7.757928232,8.128367219,8.360601354,7.899309511,8.28952508,8.216401735,8.051097282,7.97662834,,266.9724238,0.150579843,0.139236012,0.245101427,0.472071516,NA,NA
1110017D15Rik,4.578926641,7.856683764,4.256078432,2.966302345,6.691330483,3.610518914,3.151147989,5.926276559,4.103658534,7.889236992,6.139633957,4.050628922,,67.43482984,0.00790431,0.351620055,0.960018695,0.982481528,73721,RIKEN cDNA 1110017D15 gene
1110019D14Rik,5.914529672,6.514129018,6.104075339,5.948154999,6.094963219,6.238550137,5.906035491,6.597653811,6.326050956,5.751733468,6.90382102,6.447519074,,77.0045412,0.164473542,0.209211277,0.350871541,0.585193932,76311,RIKEN cDNA 1110019D14 gene
1110020A21Rik,4.508537313,3.133307234,3.841040933,2.966302345,3.162077415,4.736049796,3.32107299,3.341314058,3.518696033,2.429805373,4.862793751,3.603169944,,13.95927246,-0.05995973,0.314119282,0.742520453,0.874676925,68531,RIKEN cDNA 1110020A21 gene
1110028F11Rik,4.186609218,2.870272828,3.393581957,3.344813969,-0.297354204,3.958442218,3.151147989,4.078279652,4.444695452,3.429805374,3.747316534,3.951093248,,12.48121454,0.174722192,0.347821596,0.36237711,0.596674397,68690,RIKEN cDNA 1110028F11 gene
1110032A03Rik,9.075352467,9.042200183,8.782773278,8.375693282,8.96238906,8.454868044,7.945563855,8.651169321,8.381643282,8.327045799,8.893673065,8.001719321,,393.6738744,-0.330451335,0.199386904,0.054415561,0.175214061,68721,RIKEN cDNA 1110032A03 gene
1110034G24Rik,6.914529672,7.519888287,6.945377593,6.539192014,6.912099162,7.280370312,6.105344299,7.204812058,6.704562579,6.465429283,6.890274488,6.074475663,,115.946656,-0.3168851,0.235981979,0.097686162,0.260617286,NA,NA
1110037F02Rik,10.046144,9.948156693,10.13013764,10.20279496,10.07768523,10.01990985,10.53808823,10.047906,10.26554622,10.45881646,9.940431163,9.852822138,,1129.525719,0.118620449,0.133837647,0.344597183,0.578574715,NA,NA
1110038B12Rik,8.880096176,8.234845261,8.433996225,7.824283341,8.306272141,8.321012297,8.851587707,8.994756297,8.610395868,9.372319879,10.23916963,9.529600726,,496.2213666,0.874344847,0.292190806,0.000365846,0.004048552,68763,RIKEN cDNA 1110038B12 gene
1110038F14Rik,9.369003571,9.073865542,8.665469368,8.474096985,8.837072116,9.009068291,8.070011226,8.528941061,8.692622966,8.416216309,9.247162421,8.787594515,,448.1135715,-0.20428298,0.199832818,0.231623391,0.455812033,117171,RIKEN cDNA 1110038F14 gene
1110046J04Rik,5.94149672,5.95773567,5.662070792,5.477264265,5.375071138,5.436489514,4.610579608,5.694951013,4.897207657,6.173966469,4.554671456,4.898625828,,44.59683024,-0.239428036,0.27798106,0.239997026,0.466533902,68808,RIKEN cDNA 1110046J04 gene
1110051M20Rik,8.725768029,8.213680651,8.256078432,8.385841237,8.186461573,8.504234121,7.773199808,8.433483902,8.386592498,8.163159714,8.674106687,7.989228376,,321.9379316,-0.10127802,0.164556802,0.49465887,0.709112555,228356,RIKEN cDNA 1110051M20 gene
1110059E24Rik,9.841245246,9.57625073,9.644956771,9.592741482,9.357281825,9.739801931,9.249180072,9.390557577,9.472892344,9.144050891,9.48878352,9.941399852,,751.8421366,-0.140075349,0.144906728,0.294843918,0.528876478,66206,RIKEN cDNA 1110059E24 gene
1110059G10Rik,8.815965838,8.805732576,8.559859181,8.41916131,8.621509034,8.340911855,7.569000503,8.626716277,8.64797905,7.822122796,8.57174497,8.115281879,,350.5301517,-0.255253877,0.199073738,0.134797953,0.322613573,66202,RIKEN cDNA 1110059G10 gene
1110065P20Rik,9.341427327,8.487923948,8.522864973,8.053765186,8.05137395,9.063976632,8.305966098,8.502305935,8.601909402,7.902293145,8.173581289,7.844178044,,355.5967293,-0.31095544,0.23902379,0.106059412,0.275921362,68920,RIKEN cDNA 1110065P20 gene
1190002F15Rik,5.434536732,5.220770075,4.792131332,4.731837092,4.287608297,6.057977891,5.058038584,5.756351558,5.241162058,5.66246613,6.9567699,6.074475663,,49.03522917,0.445231224,0.382056161,0.066917176,0.202275492,NA,NA
1190002N15Rik,7.967968931,9.170396553,9.941177604,9.3925671,9.376838064,8.075899799,8.259672446,7.597653811,7.518696033,9.219012949,6.982532996,7.75844817,,419.9100026,-0.772793777,0.448221314,0.00970914,0.051399683,NA,NA
1190007I07Rik,7.208977031,6.698091853,6.104075339,6.070639005,6.609536392,7.280370312,6.543465411,6.725977909,6.639711435,6.393279497,7.162354034,7.787594516,,115.6659096,0.137625994,0.253327038,0.477356678,0.695366102,544717,RIKEN cDNA 1190007I07 gene
1200014J11Rik,9.530905126,9.709476616,9.853013575,9.8501675,9.685639371,9.741674345,9.698042449,9.873561742,9.961639529,9.64703609,9.379099892,9.724938908,,848.6770983,-0.006684351,0.11382939,0.949740304,0.978504172,NA,NA
1300002E11Rik,8.192233767,8.556773356,8.205613365,8.124154515,8.367981714,8.798545722,7.698042449,8.300672074,7.869193281,7.247428631,8.720774747,8.121018249,,302.3306412,-0.244691294,0.220538419,0.179262768,0.388484905,100043489,RIKEN cDNA 1300002E11 gene
1500009L16Rik,6.069252267,5.833746952,6.219552556,5.666742063,5.852392916,5.823512638,4.795004178,6.102126394,5.623032693,5.915232201,5.29163705,5.844178044,,55.55089903,-0.19053493,0.219538229,0.292613393,0.526662692,69784,RIKEN cDNA 1500009L16 gene
1500011B03Rik,8.019499232,7.570712546,7.504005946,7.575111588,7.430566251,7.642940392,7.508699994,7.331260394,7.406221305,7.27780228,8.376673154,7.362906846,,196.595429,-0.025280179,0.192837777,0.877495996,0.94492153,66236,RIKEN cDNA 1500011B03 gene
1500011K16Rik,9.239177269,8.57901187,8.104075339,8.010696465,7.831928813,9.190006285,7.52618742,8.506779412,8.315709012,7.766088762,9.159533514,8.33849518,,359.305669,-0.13583574,0.261914577,0.482166446,0.699513676,NA,NA
1500012F01Rik,9.966328573,9.90369583,9.802972892,8.977529601,9.842197149,9.68051785,9.448064196,10.24820465,10.49826413,9.197989698,10.90213464,10.74458044,,1055.994348,0.416649139,0.284784175,0.054667571,0.175687643,NA,NA
1500015A07Rik,6.117346555,6.102933585,5.816793387,5.575111588,5.912099162,6.594030791,5.610579607,6.56370648,5.811477783,5.631439235,7.260386116,6.830238852,,76.27635489,0.226372783,0.279183813,0.266951312,0.499491404,68982,RIKEN cDNA 1500015A07 gene
1500015O10Rik,5.887048936,3.870272828,4.978544457,5.344813969,4.226207752,7.227902893,4.73611049,4.871828775,5.482170158,4.014767874,3.484282128,3.603169944,,37.89419512,-0.517927647,0.581301078,0.047615607,0.159973346,NA,NA
1500026H17Rik,5.830465408,4.192200923,3.634590055,4.451729173,4.656842107,5.47301539,4.399075502,4.694951013,4.36669294,3.915232201,4.249816874,4.898625828,,25.89168079,-0.213246795,0.315584085,0.299189369,0.532970353,69002,RIKEN cDNA 1500026H17 gene
1600002H07Rik,8.548552992,7.99542796,7.613630437,8.198963102,7.852392916,8.71332972,7.952047889,7.655204834,8.300055747,7.599730375,8.051097282,7.594949437,,265.5916602,-0.247896911,0.207444206,0.157560461,0.357625802,NA,NA
1600002K03Rik,8.826854154,7.99128823,7.578006527,7.621654174,7.437355417,8.747277052,7.6023591,7.537711271,7.720329895,6.940767293,7.410281547,8.607262699,,247.7999759,-0.252927653,0.284449357,0.219114694,0.440922983,NA,NA
1600010M07Rik,3.356534219,4.548344734,3.841040933,3.451729173,3.024573891,2.958442218,3.958502911,4.630820675,3.656199558,3.567308897,3.162354033,2.728700826,,12.93234419,0.03597354,0.299003591,0.85035457,0.933250531,69781,RIKEN cDNA 1600010M07 gene
1600012H06Rik,9.688446403,9.470185671,9.655249526,9.816801759,9.546566848,9.773139115,9.785959039,9.89590291,9.820649429,9.845969538,10.46385023,9.51006054,,888.9190722,0.220736349,0.153750357,0.116562527,0.293233151,67912,RIKEN cDNA 1600012H06 gene
1600014C10Rik,9.349000547,9.610390871,9.934150337,9.723859034,9.521227974,9.618692846,9.506499085,9.636955462,9.415936459,9.563204499,9.319700969,9.382143065,,754.0084126,-0.149001134,0.115229787,0.173066145,0.379511455,72244,RIKEN cDNA 1600014C10 gene
1600020E01Rik,7.069252267,6.888194737,6.804515057,6.229336751,6.53553581,6.958442217,6.195542108,7.004279071,6.840624128,6.631439235,7.678053872,6.885205312,,116.2600888,0.119748909,0.220214536,0.509229034,0.719341791,72012,RIKEN cDNA 1600020E01 gene
1700001C02Rik,3.356534219,6.192200923,1.519112838,0.644374251,5.790108638,0.151087296,0.151147989,2.978743979,2.78173044,6.465429283,4.162354034,3.313663327,,23.0268965,-0.014586717,0.361322659,0.90189211,0.95699777,NA,NA
1700001G17Rik,4.508537313,3.133307234,2.741505259,2.966302345,3.024573891,3.851527014,3.958502911,3.756351557,3.196767939,3.915232201,4.249816874,3.143738326,,12.48257587,0.116400318,0.304244066,0.54946944,0.750912751,67503,RIKEN cDNA 1700001G17 gene
1700001L05Rik,5.887048936,6.206556216,6.473309149,6.438790117,6.145589292,6.360540661,6.765857833,6.400207747,6.241162058,7.307549624,5.65420713,7.097934636,,89.6909775,0.291472513,0.253644743,0.141905784,0.334301558,69291,RIKEN cDNA 1700001L05 gene
1700001L19Rik,3.99396414,5.852125482,3.841040933,2.814299252,5.194498892,2.47301539,2.958502911,4.171389057,3.004122861,6.808316997,4.747316534,3.728700826,,26.93651397,0.090493227,0.354586929,0.568617056,0.764864192,69315,RIKEN cDNA 1700001L19 gene
1700001O22Rik,3.186609218,2.548344733,2.741505259,3.229336751,2.702645796,2.151087296,1.736110489,3.341314058,3.656199558,4.195340119,4.249816874,4.465666421,,10.62383821,0.558717231,0.51165214,0.041958065,0.1459791,73598,RIKEN cDNA 1700001O22 gene
1700003E16Rik,5.044590213,6.303232236,3.519112838,4.103805869,5.747039916,3.851527014,3.473076084,4.630820675,3.656199558,6.95336733,4.484282129,4.231201167,,35.19617622,0.008076164,0.33437675,0.9647611,0.985477858,71837,RIKEN cDNA 1700003E16 gene
1700003M02Rik,3.186609218,7.192200923,2.256078432,2.814299252,6.95057331,#NUM!,2.736110489,4.078279652,3.518696033,7.835797733,3.862793752,3.603169944,,48.41850239,0.000250284,0.363633161,0.996415198,0.99858959,NA,NA
1700007G11Rik,2.508537313,5.718269735,1.519112838,1.229336751,5.287608297,#NUM!,0.151147989,4.171389057,2.78173044,6.173966469,2.747316534,1.143738326,,17.47826406,0.006466106,0.363434454,0.959478024,0.982171393,NA,NA
1700007K13Rik,4.710171174,7.932049026,3.841040933,2.64437425,6.790108638,1.736049796,2.736110489,5.786098901,4.28423078,7.722587122,5.519906038,4.536055748,,63.88420226,-0.023238279,0.355886471,0.859338803,0.937374662,69327,RIKEN cDNA 1700007K13 gene
1700007L15Rik,5.093499814,4.502541044,3.519112838,3.451729173,3.702645797,4.794943485,3.610579607,4.56370648,3.78173044,3.429805374,4.162354034,5.097934636,,19.3786108,-0.033452101,0.293823139,0.858241429,0.937152332,100502742,RIKEN cDNA 1700007L15 gene
1700008J07Rik,6.415427908,6.502541044,6.457712293,5.621654174,6.668430081,6.340911854,5.823573331,6.258851898,6.623032693,5.722587123,6.410281547,5.787594515,,76.73397579,-0.161132032,0.215992833,0.368138251,0.602110863,629159,RIKEN cDNA 1700008J07 gene
1700010I14Rik,4.830465408,5.430987783,5.143603703,4.229336751,5.747039916,3.736049796,5.508699993,5.630820676,4.840624128,5.19534012,6.391172724,6.231201167,,42.68001058,0.434299449,0.375385956,0.071714331,0.212178426,66931,RIKEN cDNA 1700010I14 gene
1700012D01Rik,5.356534219,4.67762775,3.841040933,4.103805869,4.024573891,4.958442218,3.958502911,3.871828775,4.36669294,4.631439235,3.862793752,3.844178044,,20.83053992,-0.260161083,0.307807754,0.216589284,0.437545288,72243,RIKEN cDNA 1700012D01 gene
1700013F07Rik,1.771571719,5.248784452,1.519112838,1.229336751,4.872570798,0.151087296,1.736110489,2.171389057,1.78173044,5.465429283,2.747316534,1.728700827,,11.87827628,-0.031309967,0.359653379,0.806847962,0.909995045,75504,RIKEN cDNA 1700013F07 gene
1700016C15Rik,2.508537313,0.548344733,#NUM!,-0.35562575,1.287608297,1.151087296,6.360601354,2.978743979,3.518696033,4.500194701,4.410281547,2.728700826,,13.71969684,3.20785516,0.902311597,0.000015,0.000310197,69428,RIKEN cDNA 1700016C15 gene
1700016K19Rik,5.578926641,7.368523696,4.182077851,3.103805869,6.668430081,2.151087296,1.151147988,5.341314058,4.589085362,8.073661563,5.162354034,6.743651168,,68.76458271,0.073396353,0.362082873,0.604138826,0.787374786,74230,RIKEN cDNA 1700016K19 gene
1700017B05Rik,9.359036726,9.743101588,9.702334662,9.668128604,9.90476962,8.754713641,10.30343283,9.636955462,10.19958295,9.981321391,9.951887678,10.71643855,,955.8710456,0.508554354,0.226943199,0.008163243,0.045213699,74211,RIKEN cDNA 1700017B05 gene
1700019G17Rik,7.89396835,7.805732576,8.016299379,7.752898707,7.857463905,8.122630849,8.070011226,8.771301899,8.971554998,5.940767293,8.063220841,7.963917288,,269.4245589,0.166306625,0.28202849,0.406498704,0.636545091,NA,NA
1700019L03Rik,4.093499814,5.381234748,2.256078432,0.644374251,5.95057331,0.151087296,1.736110489,3.630820676,1.78173044,6.014767874,3.484282128,2.951093248,,19.23208476,-0.043188522,0.360056368,0.740803622,0.873525874,NA,NA
1700020I14Rik,9.099498554,9.382815784,9.700679246,9.750282759,9.376838064,9.785898346,9.660922993,10.17279725,9.439941922,9.724426122,9.004704377,9.529600726,,767.850776,0.074154703,0.180886887,0.644422688,0.814482096,NA,NA
1700020N18Rik,4.186609218,4.248784451,3.841040933,3.892301764,3.872570797,4.151087295,2.473076084,3.756351557,3.004122861,3.915232201,2.162354033,1.728700827,,12.39841175,-0.616119369,0.463226207,0.028300116,0.111296542,67086,RIKEN cDNA 1700020N18 gene
1700021F05Rik,8.583213999,8.286436993,7.810667284,7.984224254,8.015528752,8.610518914,7.851587707,8.165742494,8.054748934,7.902293145,8.724596457,9.377358003,,327.874463,0.1389973,0.239321998,0.463445611,0.684548046,NA,NA
1700021K19Rik,10.22278283,9.923384165,10.36773578,10.63872769,10.20348768,10.49316196,10.70861169,9.919581906,10.45886278,9.567308897,10.26564184,9.835481845,,1221.230634,-0.114390671,0.187858409,0.484804555,0.701801393,NA,NA
1700024G13Rik,3.887048936,6.355699656,1.934150337,1.229336751,5.633383134,#NUM!,0.151147989,3.756351557,4.103658534,6.550820774,3.332279035,2.465666421,,24.47175633,-0.011960721,0.362515276,0.916600997,0.963772672,67085,RIKEN cDNA 1700024G13 gene
1700024P16Rik,5.710171174,3.635807575,0.934150337,3.814299252,4.346501986,4.057977891,5.360601354,2.978743979,2.196767939,3.915232201,3.162354033,1.143738326,,16.46367099,-0.114855285,0.362259942,0.467525587,0.687809265,NA,NA
1700025G04Rik,9.166748796,8.791518717,9.244763119,9.316799593,9.004141991,9.732287877,8.564775918,8.932940289,7.984670498,9.75892897,7.876599551,7.87165878,,506.8861692,-0.370573603,0.305787102,0.091340703,0.24972662,69399,RIKEN cDNA 1700025G04 gene
1700026D08Rik,3.887048936,6.861227689,2.934150337,2.64437425,6.145589292,2.151087296,1.736110489,4.258851898,3.897207657,7.447727282,4.68591599,3.844178044,,39.35365997,0.028482904,0.356500743,0.837514639,0.925700597,NA,NA
1700026L06Rik,3.186609218,6.614433924,3.841040933,0.644374251,5.790108638,3.610518914,3.610579607,4.56370648,4.004122861,6.615671919,4.162354034,3.844178044,,31.06430079,-0.012876732,0.34756932,0.93319074,0.970830764,NA,NA
1700028P14Rik,2.186609218,5.007776352,1.519112838,0.644374251,4.287608297,#NUM!,#NUM!,1.756351557,0.196767938,5.692839779,2.747316534,2.465666421,,10.76451492,0.015915102,0.366416584,0.889635737,0.951487485,67483,RIKEN cDNA 1700028P14 gene
1700029J07Rik,5.967968931,6.646376816,4.841040933,4.399261753,6.272501405,5.98397731,4.543465411,6.004279071,5.28423078,6.411658027,6.29163705,4.143738325,,55.06306906,-0.078021059,0.305919448,0.678490423,0.83681329,69479,RIKEN cDNA 1700029J07 gene
1700030C10Rik,1.186609218,3.007776352,4.888346648,0.644374251,4.747039915,1.736049796,#NUM!,7.321136176,1.78173044,#NUM!,1.747316534,#NUM!,,19.8659994,0.077905337,0.383847188,0.403831835,0.633930092,69513,RIKEN cDNA 1700030C10 gene
1700030J22Rik,3.99396414,5.570712547,5.219552556,4.773657268,5.53553581,4.473015391,5.436550207,5.078279652,5.103658534,6.336695969,6.502204036,5.143738326,,42.91381414,0.413560539,0.362670769,0.080549035,0.229250679,69528,RIKEN cDNA 1700030J22 gene
1700030K09Rik,7.44399706,7.110587158,7.247033292,7.259084095,7.249540257,7.310958633,7.370316509,8.054032106,7.174047863,6.95336733,7.621785652,7.121018249,,163.6750231,0.125571232,0.182011739,0.432066483,0.658252411,72254,RIKEN cDNA 1700030K09 gene
1700037C18Rik,7.081426981,6.767513253,6.291702342,5.911160791,6.287608297,6.958442217,5.577412743,6.054032106,6.262857129,5.940767293,6.605297529,6.313663327,,84.55827389,-0.327891854,0.246093002,0.094658089,0.255590752,73261,RIKEN cDNA 1700037C18 gene
1700037H04Rik,8.093499813,8.114398771,7.899934622,7.655601506,8.082024164,8.105283606,8.942310877,9.020011997,8.601909402,9.19002632,9.184721846,9.168877888,,389.8604775,1.000393875,0.145486207,8.10E-13,1.94E-10,67326,RIKEN cDNA 1700037H04 gene
1700040L02Rik,4.710171174,5.815131274,4.578006527,4.036691674,4.988048015,3.321012297,2.958502911,4.926276559,5.924688393,5.692839779,3.162354033,6.143738326,,32.90111291,0.15150579,0.34820799,0.414313237,0.643706638,NA,NA
1700049E15Rik,5.801319062,1.548344734,-0.065849662,-0.35562575,#NUM!,3.736049796,4.906035491,9.555093349,8.386592498,2.107877278,9.678053872,5.273021342,,171.0695356,3.783714971,1.661194309,0.000434191,0.00463128,100039727,RIKEN cDNA 1700049E15 gene
1700049G17Rik,6.186609218,6.514129018,6.804515057,7.079002478,6.621509033,7.249119378,7.227963585,7.428776899,6.811477783,6.965858273,6.466134782,6.553129262,,116.9719683,0.119101948,0.210750602,0.500954492,0.713866628,NA,NA
1700052K11Rik,7.346480555,7.581767735,6.8289681,6.699656685,7.186461574,7.408475138,6.436550208,6.965804923,7.196767939,6.355804792,6.352178592,6.925098039,,127.5791034,-0.370815062,0.222635246,0.045961201,0.155776247,73431,RIKEN cDNA 1700052K11 gene
1700056E22Rik,3.771571719,2.870272828,2.741505259,2.229336751,3.024573891,2.736049796,4.32107299,2.171389057,2.518696034,3.27780228,2.969708955,4.787594516,,10.21006735,0.243844255,0.383365546,0.224881371,0.447623851,73363,RIKEN cDNA 1700056E22 gene
1700061G19Rik,4.186609218,4.192200923,3.393581957,3.103805869,3.95057331,4.674649252,5.577412743,4.756351558,4.951655441,2.692839779,5.588618788,4.231201167,,22.97391141,0.469300648,0.457626541,0.063634205,0.194790651,NA,NA
1700066B19Rik,7.425013957,6.430987783,5.816793387,5.621654174,5.257234648,6.490937298,6.674709945,7.078279652,6.924688393,4.27780228,8.223049965,9.452077356,,155.7779029,0.80411241,0.78794587,0.017922279,0.080018643,73449,RIKEN cDNA 1700066B19 gene
1700066M21Rik,6.981025084,7.140801771,7.335029773,7.3925671,6.668430081,7.340911854,7.360601354,7.892488245,7.139282444,7.639258739,7.381522553,7.166106139,,159.4535898,0.239631862,0.181758021,0.134641377,0.322285491,73467,RIKEN cDNA 1700066M21 gene
1700084C01Rik,5.356534219,5.355699656,3.104075339,2.814299252,4.872570798,4.321012297,3.151147989,4.926276559,3.78173044,5.500194701,6.571744969,3.844178044,,29.55192751,0.138934179,0.35385446,0.433805125,0.659867525,NA,NA
1700086O06Rik,5.508537313,5.248784452,5.021613179,4.502355246,5.226207752,5.321012297,5.508699993,6.19375687,5.28423078,5.355804792,6.716942886,5.50129033,,47.10321386,0.504926685,0.319441337,0.031171259,0.119046549,73516,RIKEN cDNA 1700086O06 gene
1700088E04Rik,8.415427908,7.824469139,7.300472552,7.563237488,7.510000718,7.618692846,6.360601354,7.171389057,7.326050956,7.447727282,7.29163705,6.536055748,,175.3765844,-0.549112579,0.258778202,0.009203401,0.049290515,27660,RIKEN cDNA 1700088E04 gene
1700094D03Rik,6.756464826,8.595468646,6.816793387,6.036691673,8.423744985,7.300834415,6.454928737,7.380842422,6.606158875,8.811780852,7.988902521,6.252262782,,192.1537557,-0.01822993,0.310251691,0.91729117,0.963926231,73545,RIKEN cDNA 1700094D03 gene
1700096K18Rik,6.453395759,5.248784452,5.488739189,5.399261753,5.67992572,5.851527014,5.360601354,4.871828775,6.103658534,4.808316997,5.447756252,5.050628922,,47.14240231,-0.251981683,0.271010831,0.212767607,0.43258622,73571,RIKEN cDNA 1700096K18 gene
1700101E01Rik,2.186609218,5.888194736,2.741505259,2.229336751,5.585288846,2.47301539,2.736110489,2.978743979,3.196767939,6.737233899,4.249816874,1.728700827,,23.45500015,0.036098518,0.356895544,0.794696845,0.904434703,NA,NA
1700109H08Rik,3.887048936,3.940662156,4.256078432,3.814299252,4.094963219,4.674649252,4.674709945,4.341314058,4.28423078,4.567308897,5.116550344,4.050628922,,20.51839318,0.265521326,0.276729713,0.195823868,0.411327151,77036,RIKEN cDNA 1700109H08 gene
1700112E06Rik,8.025813006,7.283054354,7.634590055,7.445274151,7.249540257,7.751000138,6.851587707,7.447513462,7.589085361,6.64703609,8.051097282,7.382143065,,180.9846438,-0.131767859,0.21795482,0.463179119,0.684503063,NA,NA
1700113A16Rik,5.710171174,5.67762775,5.063433354,5.001926255,5.403085514,5.238550137,5.195542108,4.926276559,5.589085362,3.692839779,5.29163705,5.143738326,,37.64391589,-0.186561382,0.258866594,0.341373106,0.5753233,76642,RIKEN cDNA 1700113A16 gene
