k	i	j	iscore_ct1	jscore_ct1	AB_ct1	A0score_ct1	B0score_ct1	iscore_ct2	jscore_ct2	AB_ct2	A0score_ct2	B0score_ct2	CellTypeID	ABchange	A0change	B0change
1	1	2	0.12997185	0.18921714	AA	0.024592901737509	0	0.14062496	0.19167472	AA	0.0269542498330112	0	ct4VSct6	-0.0023613480955022	-0.0023613480955022	0
2	1	3	0.12997185	0.042118739	AA	0.00547425042749715	0	0.14062496	0.041218938	AA	0.00579641150749248	0	ct4VSct6	-0.000322161079995329	-0.00032216107999533	0
3	1	4	0.12997185	-0.16005197	AB	0	0	0.14062496	-0.15714814	AB	0	0	ct4VSct6	0.0012967002645299	0	0
4	1	5	0.12997185	-0.15949981	AB	0	0	0.14062496	-0.15474943	AB	0	0	ct4VSct6	0.0010311470234243	0	0
5	1	6	0.12997185	0.07341805	AA	0.0095422797818925	0	0.14062496	0.066833416	AA	0.00939844645166336	0	ct4VSct6	0.000143833330229139	0.000143833330229139	0
6	1	7	0.12997185	0.0050526869	AA	0.000656707063863765	0	0.14062496	-0.022246194	AB	0	0	ct4VSct6	0.003785077205266	0.000656707063863765	0
7	1	8	0.12997185	-0.010054963	AB	0	0	0.14062496	-0.04551244	AB	0	0	ct4VSct6	0.00509332291171085	0	0
8	1	9	0.12997185	-0.14838386	AB	0	0	0.14062496	-0.15332964	AB	0	0	ct4VSct6	0.0022762496974734	0	0
9	1	10	0.12997185	-0.18504188	AB	0	0	0.14062496	-0.1707854	AB	0	0	ct4VSct6	-3.35454274940014e-05	0	0
10	1	11	0.12997185	-0.18540987	AB	0	0	0.14062496	-0.17414729	AB	0	0	ct4VSct6	0.000391391878198897	0	0
11	1	12	0.12997185	-0.13463165	AB	0	0	0.14062496	-0.13429048	AB	0	0	ct4VSct6	0.0013862687593283	0	0
12	1	13	0.12997185	-1.3994537e-05	AB	0	0	0.14062496	-0.0037838305	AB	0	0	ct4VSct6	0.000530282116845496	0	0
13	1	14	0.12997185	-0.19444767	AB	0	0	0.14062496	-0.19145065	AB	0	0	ct4VSct6	0.0016500166001345	0	0
14	1	15	0.12997185	-0.20818817	AB	0	0	0.14062496	-0.20129436	AB	0	0	ct4VSct6	0.0012484097202111	0	0
15	1	16	0.12997185	-0.18710877	AB	0	0	0.14062496	-0.19265948	AB	0	0	ct4VSct6	0.0027738586804963	0	0
16	1	17	0.12997185	-0.18609775	AB	0	0	0.14062496	-0.19542643	AB	0	0	ct4VSct6	0.0032943650533553	0	0
17	1	18	0.12997185	-0.19291348	AB	0	0	0.14062496	-0.19695558	AB	0	0	ct4VSct6	0.0026235486737388	0	0
18	1	19	0.12997185	-0.15302515	AB	0	0	0.14062496	-0.16507629	AB	0	0	ct4VSct6	0.0033248848361709	0	0
19	1	20	0.12997185	0.067270407	AA	0.00874325924804295	0	0.14062496	0.079750339	AA	0.0112148882318614	0	ct4VSct6	-0.00247162898381849	-0.00247162898381845	0
20	1	21	0.12997185	-0.092687347	AB	0	0	0.14062496	-0.089629813	AB	0	0	ct4VSct6	0.000557442906750529	0	0
21	1	22	0.12997185	-0.19244915	AB	0	0	0.14062496	-0.17799514	AB	0	0	ct4VSct6	1.75873862668964e-05	0	0
22	1	23	0.12997185	-0.082904505	AB	0	0	0.14062496	-0.074110683	AB	0	0	ct4VSct6	-0.00035344005573657	0	0
23	1	24	0.12997185	-0.18756089	AB	0	0	0.14062496	-0.17513926	AB	0	0	ct4VSct6	0.000251315570983096	0	0
24	1	25	0.12997185	-0.176658	AB	0	0	0.14062496	-0.1783839	AB	0	0	ct4VSct6	0.002124661724844	0	0
25	1	26	0.12997185	0.046911147	AA	0.00609712856121195	0	0.14062496	0.04886867	AA	0.0068721547640032	0	ct4VSct6	-0.00077502620279125	-0.000775026202791251	0
26	1	27	0.12997185	-0.12160587	AB	0	0	0.14062496	-0.12618619	AB	0	0	ct4VSct6	0.0019395880265429	0	0
