k	i	j	iscore_ct1	jscore_ct1	AB_ct1	A0score_ct1	B0score_ct1	iscore_ct2	jscore_ct2	AB_ct2	A0score_ct2	B0score_ct2	CellTypeID	ABchange	A0change	B0change
1	1	2	0.16796124	0.19104093	AA	0.0320874714935532	0	0.18905134	0.21577221	AA	0.0407920254352614	0	ct3VSct5	-0.00870455394170819	-0.0087045539417082	0
2	1	3	0.16796124	0.1009407	AA	0.016954125138468	0	0.18905134	0.16017422	AA	0.0302811509244548	0	ct3VSct5	-0.0133270257859868	-0.0133270257859868	0
3	1	4	0.16796124	-0.16271872	AB	0	0	0.18905134	-0.16747195	AB	0	0	ct3VSct5	0.0043303585775002	0	0
4	1	5	0.16796124	-0.15626544	AB	0	0	0.18905134	-0.14763435	AB	0	0	ct3VSct5	0.0016639346259834	0	0
5	1	6	0.16796124	0.077304897	AA	0.0129842263581923	0	0.18905134	0.12247223	AA	0.0231535391942882	0	ct3VSct5	-0.0101693128360959	-0.0101693128360959	0
6	1	7	0.16796124	0.051912599	AA	0.00871930449966276	0	0.18905134	0.0989969	AA	0.018715496600846	0	ct3VSct5	-0.00999619210118324	-0.00999619210118324	0
7	1	8	0.16796124	0.009518961	AA	0.00159881649307164	0	0.18905134	0.0099884727	AA	0.00188833414848842	0	ct3VSct5	-0.000289517655416778	-0.00028951765541678	0
8	1	9	0.16796124	-0.15743553	AB	0	0	0.18905134	-0.1274323	AB	0	0	ct3VSct5	-0.0023518197645752	0	0
9	1	10	0.16796124	-0.19242186	AB	0	0	0.18905134	-0.18691438	AB	0	0	ct3VSct5	0.0030169997955628	0	0
10	1	11	0.16796124	-0.19638166	AB	0	0	0.18905134	-0.16241039	AB	0	0	ct3VSct5	-0.0022806052674358	0	0
11	1	12	0.16796124	-0.16028141	AB	0	0	0.18905134	0.017687445	AA	0.0033438351784263	0	ct3VSct5	-0.0302648995509747	-0.0033438351784263	0
12	1	13	0.16796124	-0.11455982	AB	0	0	0.18905134	0.09036246	AA	0.0170831441486964	0	ct3VSct5	-0.0363247535700732	-0.0170831441486964	0
13	1	14	0.16796124	-0.19694965	AB	0	0	0.18905134	-0.19910875	AB	0	0	ct3VSct5	0.004561868561659	0	0
14	1	15	0.16796124	-0.20676996	AB	0	0	0.18905134	-0.22389707	AB	0	0	ct3VSct5	0.0075987022292234	0	0
15	1	16	0.16796124	-0.19555677	AB	0	0	0.18905134	-0.10668783	AB	0	0	ct3VSct5	-0.0126764803564026	0	0
16	1	17	0.16796124	-0.19100095	AB	0	0	0.18905134	-0.16114704	AB	0	0	ct3VSct5	-0.0016156925541444	0	0
17	1	18	0.16796124	-0.18987862	AB	0	0	0.18905134	-0.12908324	AB	0	0	ct3VSct5	-0.0074888889711472	0	0
18	1	19	0.16796124	-0.15944314	AB	0	0	0.18905134	-0.082187458	AB	0	0	ct3VSct5	-0.0112426184377999	0	0
19	1	20	0.16796124	0.054914255	AA	0.0092234663634762	0	0.18905134	0.10462359	AA	0.0197792298851106	0	ct3VSct5	-0.0105557635216344	-0.0105557635216344	0
20	1	21	0.16796124	-0.01455958	AB	0	0	0.18905134	0.021771407	AA	0.00411591366703538	0	ct3VSct5	-0.00656135877771458	-0.00411591366703538	0
21	1	22	0.16796124	-0.15076104	AB	0	0	0.18905134	-0.16762484	AB	0	0	ct3VSct5	0.006367689397196	0	0
22	1	23	0.16796124	-0.014486541	AB	0	0	0.18905134	0.045727801	AA	0.00864490205430334	0	ct3VSct5	-0.0110780794439742	-0.00864490205430334	0
23	1	24	0.16796124	-0.15360689	AB	0	0	0.18905134	-0.072285174	AB	0	0	ct3VSct5	-0.0121343947101104	0	0
24	1	25	0.16796124	-0.17528898	AB	0	0	0.18905134	-0.023054218	AB	0	0	ct3VSct5	-0.0250833236335831	0	0
25	1	26	0.16796124	0.034817162	AA	0.00584793370280088	0	0.18905134	0.11066115	AA	0.020920638693441	0	ct3VSct5	-0.0150727049906401	-0.0150727049906401	0
26	1	27	0.16796124	-0.13150274	AB	0	0	0.18905134	-0.057726404	AB	0	0	ct3VSct5	-0.0111741092442162	0	0
27	1	28	0.16796124	-0.19158984	AB	0	0	0.18905134	-0.20989674	AB	0	0	ct3VSct5	0.00750159286083	0	0
28	1	29	0.16796124	-0.12514643	AB	0	0	0.18905134	-0.061097665	AB	0	0	ct3VSct5	-0.0094691541252521	0	0
29	1	30	0.16796124	-0.18395331	AB	0	0	0.18905134	-0.17611978	AB	0	0	ct3VSct5	0.0023986543598008	0	0
30	1	31	0.16796124	-0.079477947	AB	0	0	0.18905134	0.0086151607	AA	0.00162870767465034	0	ct3VSct5	-0.0149779222054246	-0.00162870767465034	0
31	1	32	0.16796124	0.11143501	AA	0.0187167624590124	0	0.18905134	0.13175122	AA	0.0249077446876348	0	ct3VSct5	-0.0061909822286224	-0.0061909822286224	0
32	1	33	0.16796124	-0.083578057	AB	0	0	0.18905134	-0.13591568	AB	0	0	ct3VSct5	0.0116571673405005	0	0
33	1	34	0.16796124	-0.14780161	AB	0	0	0.18905134	-0.20408624	AB	0	0	ct3VSct5	0.0137578354579652	0	0
34	1	35	0.16796124	0.046479583	AA	0.00780676839536292	0	0.18905134	0.085631547	AA	0.016188758706623	0	ct3VSct5	-0.00838199031126006	-0.00838199031126008	0
35	1	36	0.16796124	-0.059539951	AB	0	0	0.18905134	0.054590767	AA	0.0103204576529778	0	ct3VSct5	-0.020320861652477	-0.0103204576529778	0
36	1	37	0.16796124	0.13002355	AA	0.021838916687202	0	0.18905134	0.13175867	AA	0.0249091531201178	0	ct3VSct5	-0.0030702364329158	-0.0030702364329158	0
37	1	38	0.16796124	-0.090405284	AB	0	0	0.18905134	-0.14552101	AB	0	0	ct3VSct5	0.0123263583354612	0	0
38	1	39	0.16796124	0.17347666	AA	0.0291373549246584	0	0.18905134	0.21221508	AA	0.0401195452422072	0	ct3VSct5	-0.0109821903175488	-0.0109821903175488	0
39	1	40	0.16796124	0.17695382	AA	0.0297213830299368	0	0.18905134	0.22661106	AA	0.0428411245518204	0	ct3VSct5	-0.0131197415218836	-0.0131197415218836	0
40	1	41	0.16796124	0.17829669	AA	0.0299469331402956	0	0.18905134	0.22850003	AA	0.0431982368615402	0	ct3VSct5	-0.0132513037212446	-0.0132513037212446	0
41	1	42	0.16796124	0.14756948	AA	0.0247859528469552	0	0.18905134	0.1785571	AA	0.033756459021514	0	ct3VSct5	-0.0089705061745588	-0.0089705061745588	0
42	1	43	0.16796124	-0.16357241	AB	0	0	0.18905134	-0.20891748	AB	0	0	ct3VSct5	0.0120223047300348	0	0
43	1	44	0.16796124	-0.17446408	AB	0	0	0.18905134	-0.20660961	AB	0	0	ct3VSct5	0.0097566204151182	0	0
44	1	45	0.16796124	0.066227762	AA	0.0111236970279449	0	0.18905134	0.11991098	AA	0.0226693314497132	0	ct3VSct5	-0.0115456344217683	-0.0115456344217683	0
45	1	46	0.16796124	-0.032986415	AB	0	0	0.18905134	-0.14745745	AB	0	0	ct3VSct5	0.0223365893489284	0	0
46	1	47	0.16796124	0.17300806	AA	0.0290586482875944	0	0.18905134	0.064093326	AA	0.0121169291653568	0	ct3VSct5	0.0169417191222376	0.0169417191222376	0
47	1	48	0.16796124	0.15073365	AA	0.025317410763726	0	0.18905134	0.036016928	AA	0.00680904850108352	0	ct3VSct5	0.0185083622626425	0.0185083622626425	0
48	1	49	0.16796124	0.083039757	AA	0.0139474605550187	0	0.18905134	-0.058781142	AB	0	0	ct3VSct5	0.025060114216849	0.0139474605550187	0
49	1	50	0.16796124	0.088158697	AA	0.0148072440649043	0	0.18905134	-0.027794689	AB	0	0	ct3VSct5	0.0200618672652375	0.0148072440649043	0
50	2	3	0.19104093	0.1009407	AA	0.019283805202851	0	0.21577221	0.16017422	AA	0.0345611454344262	0	ct3VSct5	-0.0152773402315752	-0.0152773402315752	0
51	2	4	0.19104093	-0.16271872	AB	0	0	0.21577221	-0.16747195	AB	0	0	ct3VSct5	0.00504985716729989	0	0
52	2	5	0.19104093	-0.15626544	AB	0	0	0.21577221	-0.14763435	AB	0	0	ct3VSct5	0.00200229498695429	0	0
53	2	6	0.19104093	0.077304897	AA	0.0147683994164342	0	0.21577221	0.12247223	AA	0.0264261037307283	0	ct3VSct5	-0.0116577043142941	-0.0116577043142941	0
54	2	7	0.19104093	0.051912599	AA	0.00991743119167707	0	0.21577221	0.0989969	AA	0.021360779896149	0	ct3VSct5	-0.0114433487044719	-0.0114433487044719	0
55	2	8	0.19104093	0.009518961	AA	0.00181851116207373	0	0.21577221	0.0099884727	AA	0.00215523482900367	0	ct3VSct5	-0.000336723666929937	-0.00033672366692994	0
56	2	9	0.19104093	-0.15743553	AB	0	0	0.21577221	-0.1274323	AB	0	0	ct3VSct5	-0.0025802810698599	0	0
57	2	10	0.19104093	-0.19242186	AB	0	0	0.21577221	-0.18691438	AB	0	0	ct3VSct5	0.00357047776665	0	0
58	2	11	0.19104093	-0.19638166	AB	0	0	0.21577221	-0.16241039	AB	0	0	ct3VSct5	-0.00247328618408191	0	0
59	2	12	0.19104093	-0.16028141	AB	0	0	0.21577221	0.017687445	AA	0.00381645909690345	0	ct3VSct5	-0.0344367687250147	-0.00381645909690345	0
60	2	13	0.19104093	-0.11455982	AB	0	0	0.21577221	0.09036246	AA	0.0194977076952366	0	ct3VSct5	-0.0413833222486692	-0.0194977076952366	0
61	2	14	0.19104093	-0.19694965	AB	0	0	0.21577221	-0.19910875	AB	0	0	ct3VSct5	0.005336690718663	0	0
62	2	15	0.19104093	-0.20676996	AB	0	0	0.21577221	-0.22389707	AB	0	0	ct3VSct5	0.0088092401519619	0	0
63	2	16	0.19104093	-0.19555677	AB	0	0	0.21577221	-0.10668783	AB	0	0	ct3VSct5	-0.0143390783493918	0	0
64	2	17	0.19104093	-0.19100095	AB	0	0	0.21577221	-0.16114704	AB	0	0	ct3VSct5	-0.0017179461631251	0	0
65	2	18	0.19104093	-0.18987862	AB	0	0	0.21577221	-0.12908324	AB	0	0	ct3VSct5	-0.0084220121831562	0	0
66	2	19	0.19104093	-0.15944314	AB	0	0	0.21577221	-0.082187458	AB	0	0	ct3VSct5	-0.012726396300778	0	0
67	2	20	0.19104093	0.054914255	AA	0.0104908703454572	0	0.21577221	0.10462359	AA	0.0225748632324339	0	ct3VSct5	-0.0120839928869767	-0.0120839928869767	0
68	2	21	0.19104093	-0.01455958	AB	0	0	0.21577221	0.021771407	AA	0.00469766460319947	0	ct3VSct5	-0.00747914030680887	-0.00469766460319947	0
69	2	22	0.19104093	-0.15076104	AB	0	0	0.21577221	-0.16762484	AB	0	0	ct3VSct5	0.00736725288832919	0	0
70	2	23	0.19104093	-0.014486541	AB	0	0	0.21577221	0.045727801	AA	0.00986678868021021	0	ct3VSct5	-0.0126343109453333	-0.00986678868021021	0
71	2	24	0.19104093	-0.15360689	AB	0	0	0.21577221	-0.072285174	AB	0	0	ct3VSct5	-0.0137480713757932	0	0
72	2	25	0.19104093	-0.17528898	AB	0	0	0.21577221	-0.023054218	AB	0	0	ct3VSct5	-0.0285129101902696	0	0
73	2	26	0.19104093	0.034817162	AA	0.00665150300844066	0	0.21577221	0.11066115	AA	0.0238776008966415	0	ct3VSct5	-0.0172260978882008	-0.0172260978882008	0
74	2	27	0.19104093	-0.13150274	AB	0	0	0.21577221	-0.057726404	AB	0	0	ct3VSct5	-0.0126666519807154	0	0
75	2	28	0.19104093	-0.19158984	AB	0	0	0.21577221	-0.20989674	AB	0	0	ct3VSct5	0.0086883822494442	0	0
76	2	29	0.19104093	-0.12514643	AB	0	0	0.21577221	-0.061097665	AB	0	0	ct3VSct5	-0.0107249121704903	0	0
77	2	30	0.19104093	-0.18395331	AB	0	0	0.21577221	-0.17611978	AB	0	0	ct3VSct5	0.0028591427363355	0	0
78	2	31	0.19104093	-0.079477947	AB	0	0	0.21577221	0.0086151607	AA	0.00185891226374415	0	ct3VSct5	-0.0170424531731149	-0.00185891226374415	0
79	2	32	0.19104093	0.11143501	AA	0.0212886479449593	0	0.21577221	0.13175122	AA	0.0284282519095962	0	ct3VSct5	-0.0071396039646369	-0.0071396039646369	0
80	2	33	0.19104093	-0.083578057	AB	0	0	0.21577221	-0.13591568	AB	0	0	ct3VSct5	0.0133599969103798	0	0
81	2	34	0.19104093	-0.14780161	AB	0	0	0.21577221	-0.20408624	AB	0	0	ct3VSct5	0.0157999820054931	0	0
82	2	35	0.19104093	0.046479583	AA	0.00887950276233219	0	0.21577221	0.085631547	AA	0.0184769081419089	0	ct3VSct5	-0.00959740537957668	-0.00959740537957671	0
83	2	36	0.19104093	-0.059539951	AB	0	0	0.21577221	0.054590767	AA	0.0117791704411851	0	ct3VSct5	-0.0231537380523795	-0.0117791704411851	0
84	2	37	0.19104093	0.13002355	AA	0.0248398199139015	0	0.21577221	0.13175867	AA	0.0284298594125607	0	ct3VSct5	-0.0035900394986592	-0.0035900394986592	0
85	2	38	0.19104093	-0.090405284	AB	0	0	0.21577221	-0.14552101	AB	0	0	ct3VSct5	0.014128280396858	0	0
86	2	39	0.19104093	0.17347666	AA	0.0331411424596938	0	0.21577221	0.21221508	AA	0.0457901168069268	0	ct3VSct5	-0.012648974347233	-0.012648974347233	0
87	2	40	0.19104093	0.17695382	AA	0.0338054223398526	0	0.21577221	0.22661106	AA	0.0488963692266426	0	ct3VSct5	-0.01509094688679	-0.01509094688679	0
88	2	41	0.19104093	0.17829669	AA	0.0340619654735217	0	0.21577221	0.22850003	AA	0.0493039564581663	0	ct3VSct5	-0.0152419909846446	-0.0152419909846446	0
89	2	42	0.19104093	0.14756948	AA	0.0281918106988164	0	0.21577221	0.1785571	AA	0.038527660078191	0	ct3VSct5	-0.0103358493793746	-0.0103358493793746	0
90	2	43	0.19104093	-0.16357241	AB	0	0	0.21577221	-0.20891748	AB	0	0	ct3VSct5	0.0138295610384895	0	0
91	2	44	0.19104093	-0.17446408	AB	0	0	0.21577221	-0.20660961	AB	0	0	ct3VSct5	0.0112508320621437	0	0
92	2	45	0.19104093	0.066227762	AA	0.0126522132442987	0	0.21577221	0.11991098	AA	0.0258734571578658	0	ct3VSct5	-0.0132212439135671	-0.0132212439135671	0
93	2	46	0.19104093	-0.032986415	AB	0	0	0.21577221	-0.14745745	AB	0	0	ct3VSct5	0.0255154644684985	0	0
94	2	47	0.19104093	0.17300806	AA	0.0330516206798958	0	0.21577221	0.064093326	AA	0.0138295585972705	0	ct3VSct5	0.0192220620826253	0.0192220620826253	0
95	2	48	0.19104093	0.15073365	AA	0.0287962966782945	0	0.21577221	0.036016928	AA	0.00777145215197088	0	ct3VSct5	0.0210248445263236	0.0210248445263236	0
96	2	49	0.19104093	0.083039757	AA	0.015863992404254	0	0.21577221	-0.058781142	AB	0	0	ct3VSct5	0.0285473293199178	0.015863992404254	0
97	2	50	0.19104093	0.088158697	AA	0.0168419194624682	0	0.21577221	-0.027794689	AB	0	0	ct3VSct5	0.0228392409342609	0.0168419194624682	0
98	3	4	0.1009407	-0.16271872	AB	0	0	0.16017422	-0.16747195	AB	0	0	ct3VSct5	0.010399747463225	0	0
99	3	5	0.1009407	-0.15626544	AB	0	0	0.16017422	-0.14763435	AB	0	0	ct3VSct5	0.007873673957049	0	0
100	3	6	0.1009407	0.077304897	AA	0.0078032104166079	0	0.16017422	0.12247223	AA	0.0196168939119106	0	ct3VSct5	-0.0118136834953027	-0.0118136834953027	0
101	3	7	0.1009407	0.051912599	AA	0.0052400940818793	0	0.16017422	0.0989969	AA	0.015856751239918	0	ct3VSct5	-0.0106166571580387	-0.0106166571580387	0
102	3	8	0.1009407	0.009518961	AA	0.0009608505866127	0	0.16017422	0.0099884727	AA	0.00159989582371379	0	ct3VSct5	-0.000639045237101094	-0.00063904523710109	0
103	3	9	0.1009407	-0.15743553	AB	0	0	0.16017422	-0.1274323	AB	0	0	ct3VSct5	0.004519716652235	0	0
104	3	10	0.1009407	-0.19242186	AB	0	0	0.16017422	-0.18691438	AB	0	0	ct3VSct5	0.0105156677795816	0	0
105	3	11	0.1009407	-0.19638166	AB	0	0	0.16017422	-0.16241039	AB	0	0	ct3VSct5	0.0061910553105838	0	0
106	3	12	0.1009407	-0.16028141	AB	0	0	0.16017422	0.017687445	AA	0.0028330727066679	0	ct3VSct5	-0.0190119904290549	-0.0028330727066679	0
107	3	13	0.1009407	-0.11455982	AB	0	0	0.16017422	0.09036246	AA	0.0144737365477812	0	ct3VSct5	-0.0260374849704552	-0.0144737365477812	0
108	3	14	0.1009407	-0.19694965	AB	0	0	0.16017422	-0.19910875	AB	0	0	ct3VSct5	0.01201185319067	0	0
109	3	15	0.1009407	-0.20676996	AB	0	0	0.16017422	-0.22389707	AB	0	0	ct3VSct5	0.0149910340461634	0	0
110	3	16	0.1009407	-0.19555677	AB	0	0	0.16017422	-0.10668783	AB	0	0	ct3VSct5	-0.0026509972997964	0	0
111	3	17	0.1009407	-0.19100095	AB	0	0	0.16017422	-0.16114704	AB	0	0	ct3VSct5	0.0065318318436438	0	0
112	3	18	0.1009407	-0.18987862	AB	0	0	0.16017422	-0.12908324	AB	0	0	ct3VSct5	0.0015093264642388	0	0
113	3	19	0.1009407	-0.15944314	AB	0	0	0.16017422	-0.082187458	AB	0	0	ct3VSct5	-0.00292999018286524	0	0
114	3	20	0.1009407	0.054914255	AA	0.0055430833396785	0	0.16017422	0.10462359	AA	0.0167580019218498	0	ct3VSct5	-0.0112149185821713	-0.0112149185821713	0
115	3	21	0.1009407	-0.01455958	AB	0	0	0.16017422	0.021771407	AA	0.00348721813452754	0	ct3VSct5	-0.00495687233143354	-0.00348721813452754	0
116	3	22	0.1009407	-0.15076104	AB	0	0	0.16017422	-0.16762484	AB	0	0	ct3VSct5	0.0116312530892968	0	0
117	3	23	0.1009407	-0.014486541	AB	0	0	0.16017422	0.045727801	AA	0.00732441485749022	0	ct3VSct5	-0.00878669644660892	-0.00732441485749022	0
118	3	24	0.1009407	-0.15360689	AB	0	0	0.16017422	-0.072285174	AB	0	0	ct3VSct5	-0.00392696563840872	0	0
119	3	25	0.1009407	-0.17528898	AB	0	0	0.16017422	-0.023054218	AB	0	0	ct3VSct5	-0.014001100957626	0	0
120	3	26	0.1009407	0.034817162	AA	0.0035144687042934	0	0.16017422	0.11066115	AA	0.017725063385553	0	ct3VSct5	-0.0142105946812596	-0.0142105946812596	0
121	3	27	0.1009407	-0.13150274	AB	0	0	0.16017422	-0.057726404	AB	0	0	ct3VSct5	-0.00402769689341312	0	0
