k	i	j	iscore_ct1	jscore_ct1	AB_ct1	A0score_ct1	B0score_ct1	iscore_ct2	jscore_ct2	AB_ct2	A0score_ct2	B0score_ct2	CellTypeID	ABchange	A0change	B0change
1	1	2	0.18046829	0.19012852	AA	0.0343121688846308	0	0.16765706	0.19364436	AA	0.0324658440831816	0	ct2VSct7	0.00184632480144921	0.0018463248014492	0
2	1	3	0.18046829	0.14061381	AA	0.0253763338410849	0	0.16765706	0.10585583	AA	0.0177474772416598	0	ct2VSct7	0.0076288565994251	0.0076288565994251	0
3	1	4	0.18046829	-0.18161297	AB	0	0	0.16765706	-0.13891174	AB	0	0	ct2VSct7	-0.00948584820983691	0	0
4	1	5	0.18046829	-0.18328273	AB	0	0	0.16765706	-0.12533775	AB	0	0	ct2VSct7	-0.0120629621976167	0	0
5	1	6	0.18046829	0.042068575	AA	0.00759204379298675	0	0.16765706	0.059538988	AA	0.00998213168345528	0	ct2VSct7	-0.00239008789046853	-0.00239008789046853	0
6	1	7	0.18046829	-0.00098194839	AB	0	0	0.16765706	0.0088799324	AA	0.00148878335918274	0	ct2VSct7	-0.0016659939059943	-0.00148878335918274	0
7	1	8	0.18046829	-0.044405686	AB	0	0	0.16765706	-0.040057191	AB	0	0	ct2VSct7	-0.00129794734377848	0	0
8	1	9	0.18046829	-0.17344142	AB	0	0	0.16765706	-0.13538413	AB	0	0	ct2VSct7	-0.008602571276114	0	0
9	1	10	0.18046829	-0.19903151	AB	0	0	0.16765706	-0.1623234	AB	0	0	ct2VSct7	-0.0087042122526139	0	0
10	1	11	0.18046829	-0.1973125	AB	0	0	0.16765706	-0.16864965	AB	0	0	ct2VSct7	-0.007333344981596	0	0
11	1	12	0.18046829	-0.15190249	AB	0	0	0.16765706	-0.088391378	AB	0	0	ct2VSct7	-0.0125941440522134	0	0
12	1	13	0.18046829	-0.087703852	AB	0	0	0.16765706	-0.088008298	AB	0	0	ct2VSct7	-0.0010725516985692	0	0
13	1	14	0.18046829	-0.1880073	AB	0	0	0.16765706	-0.18830947	AB	0	0	ct2VSct7	-0.0023579438281588	0	0
14	1	15	0.18046829	-0.20745743	AB	0	0	0.16765706	-0.20101347	AB	0	0	ct2VSct7	-0.0037381602392965	0	0
15	1	16	0.18046829	-0.17437581	AB	0	0	0.16765706	-0.20302246	AB	0	0	ct2VSct7	0.0025688445095027	0	0
16	1	17	0.18046829	-0.14796277	AB	0	0	0.16765706	-0.2024971	AB	0	0	ct2VSct7	0.0072474803589627	0	0
17	1	18	0.18046829	-0.16760507	AB	0	0	0.16765706	-0.20235464	AB	0	0	ct2VSct7	0.0036787836415281	0	0
18	1	19	0.18046829	-0.14024768	AB	0	0	0.16765706	-0.17403187	AB	0	0	ct2VSct7	0.003867412684435	0	0
19	1	20	0.18046829	0.054948016	AA	0.00991637448641264	0	0.16765706	0.026111148	AA	0.00437771830690488	0	ct2VSct7	0.00553865617950776	0.00553865617950776	0
20	1	21	0.18046829	-0.0074197618	AB	0	0	0.16765706	-0.09638506	AB	0	0	ct2VSct7	0.0148206040632703	0	0
21	1	22	0.18046829	-0.15307954	AB	0	0	0.16765706	-0.17188705	AB	0	0	ct2VSct7	0.0011920746372864	0	0
22	1	23	0.18046829	-0.094298444	AB	0	0	0.16765706	-0.088189629	AB	0	0	ct2VSct7	-0.00223226501771002	0	0
23	1	24	0.18046829	-0.15181406	AB	0	0	0.16765706	-0.17973533	AB	0	0	ct2VSct7	0.0027362731997724	0	0
24	1	25	0.18046829	-0.14685121	AB	0	0	0.16765706	-0.18355494	AB	0	0	ct2VSct7	0.0042722948357455	0	0
25	1	26	0.18046829	0.022230333	AA	0.00401187018264057	0	0.16765706	0.022230364	AA	0.00372707747096984	0	ct2VSct7	0.00028479271167073	0.00028479271167073	0
26	1	27	0.18046829	-0.1369298	AB	0	0	0.16765706	-0.12914455	AB	0	0	ct2VSct7	-0.003059491288019	0	0
27	1	28	0.18046829	-0.19271408	AB	0	0	0.16765706	-0.19425153	AB	0	0	ct2VSct7	-0.0022111400562214	0	0
28	1	29	0.18046829	-0.072474398	AB	0	0	0.16765706	-0.13361659	AB	0	0	ct2VSct7	0.00932243397078598	0	0
29	1	30	0.18046829	-0.19092902	AB	0	0	0.16765706	-0.18384934	AB	0	0	ct2VSct7	-0.0036329939234354	0	0
30	1	31	0.18046829	-0.061939482	AB	0	0	0.16765706	-0.071527926	AB	0	0	ct2VSct7	0.00081404938103178	0	0
31	1	32	0.18046829	0.093314979	AA	0.0168403946915159	0	0.16765706	0.092805165	AA	0.0155594411167149	0	ct2VSct7	0.00128095357480101	0.001280953574801	0
32	1	33	0.18046829	-0.11083278	AB	0	0	0.16765706	-0.13429929	AB	0	0	ct2VSct7	0.0025144218389412	0	0
33	1	34	0.18046829	-0.17001925	AB	0	0	0.16765706	-0.18321423	AB	0	0	ct2VSct7	3.40758373812977e-05	0	0
34	1	35	0.18046829	0.0060066249	AA	0.00108400532437442	0	0.16765706	0.016333056	AA	0.00273835214977536	0	ct2VSct7	-0.00165434682540094	-0.00165434682540094	0
35	1	36	0.18046829	-0.02883865	AB	0	0	0.16765706	-0.090922245	AB	0	0	ct2VSct7	0.0100392944338912	0	0
