k	i	j	iscore_ct1	jscore_ct1	AB_ct1	A0score_ct1	B0score_ct1	iscore_ct2	jscore_ct2	AB_ct2	A0score_ct2	B0score_ct2	CellTypeID	ABchange	A0change	B0change
46	1	47	0.18905134	0.064093326	AA	0.0121169291653568	0	0.16765706	0.18247796	AA	0.0305937182883976	0	ct5VSct7	-0.0184767891230408	-0.0184767891230408	0
47	1	48	0.18905134	0.036016928	AA	0.00680904850108352	0	0.16765706	0.14633107	AA	0.0245334369828542	0	ct5VSct7	-0.0177243884817707	-0.0177243884817707	0
48	1	49	0.18905134	-0.058781142	AB	0	0	0.16765706	0.07442628	AA	0.0124780912915368	0	ct5VSct7	-0.0235907449533671	-0.0124780912915368	0
49	1	50	0.18905134	-0.027794689	AB	0	0	0.16765706	0.12836667	AA	0.0215215784941902	0	ct5VSct7	-0.0267762016945235	-0.0215215784941902	0
50	2	3	0.21577221	0.16017422	AA	0.0345611454344262	0	0.19364436	0.10585583	AA	0.0204983844526188	0	ct5VSct7	0.0140627609818074	0.0140627609818074	0
51	2	4	0.21577221	-0.16747195	AB	0	0	0.19364436	-0.13891174	AB	0	0	ct5VSct7	-0.0092363177757231	0	0
52	2	5	0.21577221	-0.14763435	AB	0	0	0.19364436	-0.12533775	AB	0	0	ct5VSct7	-0.0075844415888235	0	0
53	2	6	0.21577221	0.12247223	AA	0.0264261037307283	0	0.19364436	0.059538988	AA	0.0115293892263077	0	ct5VSct7	0.0148967145044206	0.0148967145044206	0
54	2	7	0.21577221	0.0989969	AA	0.021360779896149	0	0.19364436	0.0088799324	AA	0.00171954882644126	0	ct5VSct7	0.0196412310697077	0.0196412310697077	0
55	2	8	0.21577221	0.0099884727	AA	0.00215523482900367	0	0.19364436	-0.040057191	AB	0	0	ct5VSct7	0.00991208394359643	0.00215523482900367	0
56	2	9	0.21577221	-0.1274323	AB	0	0	0.19364436	-0.13538413	AB	0	0	ct5VSct7	-0.0012799757883762	0	0
57	2	10	0.21577221	-0.18691438	AB	0	0	0.19364436	-0.1623234	AB	0	0	ct5VSct7	-0.0088979179473558	0	0
58	2	11	0.21577221	-0.16241039	AB	0	0	0.19364436	-0.16864965	AB	0	0	ct5VSct7	-0.0023855952387879	0	0
59	2	12	0.21577221	0.017687445	AA	0.00381645909690345	0	0.19364436	-0.088391378	AB	0	0	ct5VSct7	0.0209329509192315	0.00381645909690345	0
60	2	13	0.21577221	0.09036246	AA	0.0194977076952366	0	0.19364436	-0.088008298	AB	0	0	ct5VSct7	0.0365400182361359	0.0194977076952366	0
61	2	14	0.21577221	-0.19910875	AB	0	0	0.19364436	-0.18830947	AB	0	0	ct5VSct7	-0.0064970682177483	0	0
62	2	15	0.21577221	-0.22389707	AB	0	0	0.19364436	-0.20101347	AB	0	0	ct5VSct7	-0.00938564085689551	0	0
63	2	16	0.21577221	-0.10668783	AB	0	0	0.19364436	-0.20302246	AB	0	0	ct5VSct7	0.0162938854731213	0	0
64	2	17	0.21577221	-0.16114704	AB	0	0	0.19364436	-0.2024971	AB	0	0	ct5VSct7	0.0044413683755976	0	0
65	2	18	0.21577221	-0.12908324	AB	0	0	0.19364436	-0.20235464	AB	0	0	ct5VSct7	0.01133225878707	0	0
66	2	19	0.21577221	-0.082187458	AB	0	0	0.19364436	-0.17403187	AB	0	0	ct5VSct7	0.015966520638811	0	0
67	2	20	0.21577221	0.10462359	AA	0.0225748632324339	0	0.19364436	0.026111148	AA	0.00505627654332528	0	ct5VSct7	0.0175185866891086	0.0175185866891086	0
68	2	21	0.21577221	0.021771407	AA	0.00469766460319947	0	0.19364436	-0.09638506	AB	0	0	ct5VSct7	0.0233620878604611	0.00469766460319947	0
69	2	22	0.21577221	-0.16762484	AB	0	0	0.19364436	-0.17188705	AB	0	0	ct5VSct7	-0.00288382438815839	0	0
70	2	23	0.21577221	0.045727801	AA	0.00986678868021021	0	0.19364436	-0.088189629	AB	0	0	ct5VSct7	0.0269442129465526	0.00986678868021021	0
71	2	24	0.21577221	-0.072285174	AB	0	0	0.19364436	-0.17973533	AB	0	0	ct5VSct7	0.0192076012030243	0	0
72	2	25	0.21577221	-0.023054218	AB	0	0	0.19364436	-0.18355494	AB	0	0	ct5VSct7	0.0305699193134566	0	0
73	2	26	0.21577221	0.11066115	AA	0.0238776008966415	0	0.19364436	0.022230364	AA	0.00430478460934704	0	ct5VSct7	0.0195728162872945	0.0195728162872945	0
74	2	27	0.21577221	-0.057726404	AB	0	0	0.19364436	-0.12914455	AB	0	0	ct5VSct7	0.0125523599658052	0	0
75	2	28	0.21577221	-0.20989674	AB	0	0	0.19364436	-0.19425153	AB	0	0	ct5VSct7	-0.0076741702557246	0	0
76	2	29	0.21577221	-0.061097665	AB	0	0	0.19364436	-0.13361659	AB	0	0	ct5VSct7	0.0126909208530427	0	0
77	2	30	0.21577221	-0.17611978	AB	0	0	0.19364436	-0.18384934	AB	0	0	ct5VSct7	-0.00240036637459141	0	0
78	2	31	0.21577221	0.0086151607	AA	0.00185891226374415	0	0.19364436	-0.071527926	AB	0	0	ct5VSct7	0.0157098917161415	0.00185891226374415	0
79	2	32	0.21577221	0.13175122	AA	0.0284282519095962	0	0.19364436	0.092805165	AA	0.0179711967811194	0	ct5VSct7	0.0104570551284768	0.0104570551284768	0
80	2	33	0.21577221	-0.13591568	AB	0	0	0.19364436	-0.13429929	AB	0	0	ct5VSct7	-0.0033205265867484	0	0
81	2	34	0.21577221	-0.20408624	AB	0	0	0.19364436	-0.18321423	AB	0	0	ct5VSct7	-0.0085577367241476	0	0
82	2	35	0.21577221	0.085631547	AA	0.0184769081419089	0	0.19364436	0.016333056	AA	0.00316280417596416	0	ct5VSct7	0.0153141039659447	0.0153141039659447	0
83	2	36	0.21577221	0.054590767	AA	0.0117791704411851	0	0.19364436	-0.090922245	AB	0	0	ct5VSct7	0.0293857503839733	0.0117791704411851	0
84	2	37	0.21577221	0.13175867	AA	0.0284298594125607	0	0.19364436	0.10484256	AA	0.0203021704319616	0	ct5VSct7	0.0081276889805991	0.0081276889805991	0
85	2	38	0.21577221	-0.14552101	AB	0	0	0.19364436	-0.12670288	AB	0	0	ct5VSct7	-0.0068640918213753	0	0
86	2	39	0.21577221	0.21221508	AA	0.0457901168069268	0	0.19364436	0.15917461	AA	0.0308232654816996	0	ct5VSct7	0.0149668513252272	0.0149668513252272	0
87	2	40	0.21577221	0.22661106	AA	0.0488963692266426	0	0.19364436	0.16305368	AA	0.0315744255092448	0	ct5VSct7	0.0173219437173978	0.0173219437173978	0
88	2	41	0.21577221	0.22850003	AA	0.0493039564581663	0	0.19364436	0.16808114	AA	0.0325479647833704	0	ct5VSct7	0.0167559916747959	0.0167559916747959	0
89	2	42	0.21577221	0.1785571	AA	0.038527660078191	0	0.19364436	0.16383915	AA	0.031726527344694	0	ct5VSct7	0.00680113273349701	0.006801132733497	0
90	2	43	0.21577221	-0.20891748	AB	0	0	0.19364436	-0.1487899	AB	0	0	ct5VSct7	-0.0162662614072668	0	0
91	2	44	0.21577221	-0.20660961	AB	0	0	0.19364436	-0.14516923	AB	0	0	ct5VSct7	-0.0164694095218953	0	0
92	2	45	0.21577221	0.11991098	AA	0.0258734571578658	0	0.19364436	0.12785814	AA	0.0247590076910904	0	ct5VSct7	0.0011144494667754	0.0011144494667754	0
93	2	46	0.21577221	-0.14745745	AB	0	0	0.19364436	0.029661138	AA	0.00574371208488168	0	ct5VSct7	-0.0375609319523462	-0.00574371208488168	0
94	2	47	0.21577221	0.064093326	AA	0.0138295585972705	0	0.19364436	0.18247796	AA	0.0353358277783056	0	ct5VSct7	-0.0215062691810351	-0.0215062691810351	0
95	2	48	0.21577221	0.036016928	AA	0.00777145215197088	0	0.19364436	0.14633107	AA	0.0283361863982652	0	ct5VSct7	-0.0205647342462943	-0.0205647342462943	0
96	2	49	0.21577221	-0.058781142	AB	0	0	0.19364436	0.07442628	AA	0.0144122293577808	0	ct5VSct7	-0.0270955662734446	-0.0144122293577808	0
97	2	50	0.21577221	-0.027794689	AB	0	0	0.19364436	0.12836667	AA	0.0248574816574812	0	ct5VSct7	-0.0308548031292739	-0.0248574816574812	0
98	3	4	0.16017422	-0.16747195	AB	0	0	0.10585583	-0.13891174	AB	0	0	ct5VSct7	-0.0121200714286848	0	0
99	3	5	0.16017422	-0.14763435	AB	0	0	0.10585583	-0.12533775	AB	0	0	ct5VSct7	-0.0103794852998745	0	0
100	3	6	0.16017422	0.12247223	AA	0.0196168939119106	0	0.10585583	0.059538988	AA	0.00630254899210004	0	ct5VSct7	0.0133143449198106	0.0133143449198106	0
101	3	7	0.16017422	0.0989969	AA	0.015856751239918	0	0.10585583	0.0088799324	AA	0.000939992614545892	0	ct5VSct7	0.0149167586253721	0.0149167586253721	0
102	3	8	0.16017422	0.0099884727	AA	0.00159989582371379	0	0.10585583	-0.040057191	AB	0	0	ct5VSct7	0.00584018302448732	0.00159989582371379	0
103	3	9	0.16017422	-0.1274323	AB	0	0	0.10585583	-0.13538413	AB	0	0	ct5VSct7	-0.0060801698053281	0	0
104	3	10	0.16017422	-0.18691438	AB	0	0	0.10585583	-0.1623234	AB	0	0	ct5VSct7	-0.0127559867878616	0	0
105	3	11	0.16017422	-0.16241039	AB	0	0	0.10585583	-0.16864965	AB	0	0	ct5VSct7	-0.0081614088581863	0	0
106	3	12	0.16017422	0.017687445	AA	0.0028330727066679	0	0.10585583	-0.088391378	AB	0	0	ct5VSct7	0.0121898153897016	0.0028330727066679	0
107	3	13	0.16017422	0.09036246	AA	0.0144737365477812	0	0.10585583	-0.088008298	AB	0	0	ct5VSct7	0.0237899279794585	0.0144737365477812	0
108	3	14	0.16017422	-0.19910875	AB	0	0	0.10585583	-0.18830947	AB	0	0	ct5VSct7	-0.0119584334827149	0	0
109	3	15	0.16017422	-0.22389707	AB	0	0	0.10585583	-0.20101347	AB	0	0	ct5VSct7	-0.0145840908395053	0	0
110	3	16	0.16017422	-0.10668783	AB	0	0	0.10585583	-0.20302246	AB	0	0	ct5VSct7	0.0044024710581992	0	0
111	3	17	0.16017422	-0.16114704	AB	0	0	0.10585583	-0.2024971	AB	0	0	ct5VSct7	-0.0043761028442158	0	0
112	3	18	0.16017422	-0.12908324	AB	0	0	0.10585583	-0.20235464	AB	0	0	ct5VSct7	0.0007446110894784	0	0
113	3	19	0.16017422	-0.082187458	AB	0	0	0.10585583	-0.17403187	AB	0	0	ct5VSct7	0.00525797606636934	0	0
114	3	20	0.16017422	0.10462359	AA	0.0167580019218498	0	0.10585583	0.026111148	AA	0.00276401724379284	0	ct5VSct7	0.013993984678057	0.013993984678057	0
115	3	21	0.16017422	0.021771407	AA	0.00348721813452754	0	0.10585583	-0.09638506	AB	0	0	ct5VSct7	0.0136901386604273	0.00348721813452754	0
116	3	22	0.16017422	-0.16762484	AB	0	0	0.10585583	-0.17188705	AB	0	0	ct5VSct7	-0.0086539316556233	0	0
117	3	23	0.16017422	0.045727801	AA	0.00732441485749022	0	0.10585583	-0.088189629	AB	0	0	ct5VSct7	0.0166598012326773	0.00732441485749022	0
118	3	24	0.16017422	-0.072285174	AB	0	0	0.10585583	-0.17973533	AB	0	0	ct5VSct7	0.00744781117445962	0	0
119	3	25	0.16017422	-0.023054218	AB	0	0	0.10585583	-0.18355494	AB	0	0	ct5VSct7	0.0157376691384402	0	0
120	3	26	0.16017422	0.11066115	AA	0.017725063385553	0	0.10585583	0.022230364	AA	0.00235321363242212	0	ct5VSct7	0.0153718497531309	0.0153718497531309	0
121	3	27	0.16017422	-0.057726404	AB	0	0	0.10585583	-0.12914455	AB	0	0	ct5VSct7	0.00442442179612162	0	0
122	3	28	0.16017422	-0.20989674	AB	0	0	0.10585583	-0.19425153	AB	0	0	ct5VSct7	-0.0130573896731229	0	0
123	3	29	0.16017422	-0.061097665	AB	0	0	0.10585583	-0.13361659	AB	0	0	ct5VSct7	0.0043578242010234	0	0
124	3	30	0.16017422	-0.17611978	AB	0	0	0.10585583	-0.18384934	AB	0	0	ct5VSct7	-0.0087483239074194	0	0
125	3	31	0.16017422	0.0086151607	AA	0.00137992664529715	0	0.10585583	-0.071527926	AB	0	0	ct5VSct7	0.00895157462020573	0.00137992664529715	0
126	3	32	0.16017422	0.13175122	AA	0.0211031488975484	0	0.10585583	0.092805165	AA	0.00982396776936195	0	ct5VSct7	0.0112791811281865	0.0112791811281864	0
127	3	33	0.16017422	-0.13591568	AB	0	0	0.10585583	-0.13429929	AB	0	0	ct5VSct7	-0.0075538252184089	0	0
128	3	34	0.16017422	-0.20408624	AB	0	0	0.10585583	-0.18321423	AB	0	0	ct5VSct7	-0.0132950599202719	0	0
129	3	35	0.16017422	0.085631547	AA	0.0137159662481183	0	0.10585583	0.016333056	AA	0.00172894919931648	0	ct5VSct7	0.0119870170488019	0.0119870170488018	0
130	3	36	0.16017422	0.054590767	AA	0.00874403352342674	0	0.10585583	-0.090922245	AB	0	0	ct5VSct7	0.0183686832333651	0.00874403352342674	0
131	3	37	0.16017422	0.13175867	AA	0.0211043421954874	0	0.10585583	0.10484256	AA	0.0110981962081248	0	ct5VSct7	0.0100061459873626	0.0100061459873626	0
132	3	38	0.16017422	-0.14552101	AB	0	0	0.10585583	-0.12670288	AB	0	0	ct5VSct7	-0.0098964757445718	0	0
133	3	39	0.16017422	0.21221508	AA	0.0339913849112376	0	0.10585583	0.15917461	AA	0.0168495604564763	0	ct5VSct7	0.0171418244547613	0.0171418244547613	0
134	3	40	0.16017422	0.22661106	AA	0.0362972497788732	0	0.10585583	0.16305368	AA	0.0172601826309544	0	ct5VSct7	0.0190370671479188	0.0190370671479188	0
135	3	41	0.16017422	0.22850003	AA	0.0365998140752266	0	0.10585583	0.16808114	AA	0.0177923685820462	0	ct5VSct7	0.0188074454931804	0.0188074454931804	0
136	3	42	0.16017422	0.1785571	AA	0.028600244217962	0	0.10585583	0.16383915	AA	0.0173433292097445	0	ct5VSct7	0.0112569150082175	0.0112569150082175	0
137	3	43	0.16017422	-0.20891748	AB	0	0	0.10585583	-0.1487899	AB	0	0	ct5VSct7	-0.0177129160432486	0	0
138	3	44	0.16017422	-0.20660961	AB	0	0	0.10585583	-0.14516923	AB	0	0	ct5VSct7	-0.0177265237941433	0	0
139	3	45	0.16017422	0.11991098	AA	0.0192066476909356	0	0.10585583	0.12785814	AA	0.0135345295319562	0	ct5VSct7	0.0056721181589794	0.0056721181589794	0
140	3	46	0.16017422	-0.14745745	AB	0	0	0.10585583	0.029661138	AA	0.00313980438173454	0	ct5VSct7	-0.0267586864186735	-0.00313980438173454	0
141	3	47	0.16017422	0.064093326	AA	0.0102660984992557	0	0.10585583	0.18247796	AA	0.0193163559125068	0	ct5VSct7	-0.00905025741325108	-0.0090502574132511	0
142	3	48	0.16017422	0.036016928	AA	0.00576898334919616	0	0.10585583	0.14633107	AA	0.0154899968696381	0	ct5VSct7	-0.00972101352044194	-0.00972101352044194	0
143	3	49	0.16017422	-0.058781142	AB	0	0	0.10585583	0.07442628	AA	0.0078784556432124	0	ct5VSct7	-0.0172936792137716	-0.0078784556432124	0
144	3	50	0.16017422	-0.027794689	AB	0	0	0.10585583	0.12836667	AA	0.0135883603971861	0	ct5VSct7	-0.0180403530279037	-0.0135883603971861	0
145	4	5	-0.16747195	-0.14763435	BB	0	0.0247246124814825	-0.13891174	-0.12533775	BB	0	0.017410884940185	ct5VSct7	0.0073137275412975	0	0.0073137275412975
146	4	6	-0.16747195	0.12247223	BA	0	0	-0.13891174	0.059538988	BA	0	0	ct5VSct7	-0.0122399987580294	0	0
147	4	7	-0.16747195	0.0989969	BA	0	0	-0.13891174	0.0088799324	BA	0	0	ct5VSct7	-0.0153456770261886	0	0
148	4	8	-0.16747195	0.0099884727	BA	0	0	-0.13891174	-0.040057191	BB	0	0.00556441410132234	ct5VSct7	-0.00723720310191311	0	-0.00556441410132234
149	4	9	-0.16747195	-0.1274323	BB	0	0.021341335773985	-0.13891174	-0.13538413	BB	0	0.0188064450666862	ct5VSct7	0.0025348907072988	0	0.0025348907072988
150	4	10	-0.16747195	-0.18691438	BB	0	0.031302915701641	-0.13891174	-0.1623234	BB	0	0.022548625936716	ct5VSct7	0.008754289764925	0	0.008754289764925
151	4	11	-0.16747195	-0.16241039	BB	0	0.0271991847135605	-0.13891174	-0.16864965	BB	0	0.023427416331891	ct5VSct7	0.0037717683816695	0	0.0037717683816695
152	4	12	-0.16747195	0.017687445	BA	0	0	-0.13891174	-0.088391378	BB	0	0.0122786001189777	ct5VSct7	-0.0152407510236455	0	-0.0122786001189777
153	4	13	-0.16747195	0.09036246	BA	0	0	-0.13891174	-0.088008298	BB	0	0.0122253858096185	ct5VSct7	-0.0273585631926155	0	-0.0122253858096185
154	4	14	-0.16747195	-0.19910875	BB	0	0.0333451306245625	-0.13891174	-0.18830947	BB	0	0.0261583961361778	ct5VSct7	0.0071867344883847	0	0.0071867344883847
155	4	15	-0.16747195	-0.22389707	BB	0	0.0374964789121865	-0.13891174	-0.20101347	BB	0	0.0279231308811378	ct5VSct7	0.0095733480310487	0	0.0095733480310487
156	4	16	-0.16747195	-0.10668783	BB	0	0.0178672189313685	-0.13891174	-0.20302246	BB	0	0.0282022031776804	ct5VSct7	-0.0103349842463119	0	-0.0103349842463119
157	4	17	-0.16747195	-0.16114704	BB	0	0.026987609025528	-0.13891174	-0.2024971	BB	0	0.028129224505954	ct5VSct7	-0.001141615480426	0	-0.001141615480426
158	4	18	-0.16747195	-0.12908324	BB	0	0.021617821915118	-0.13891174	-0.20235464	BB	0	0.0281094351394736	ct5VSct7	-0.0064916132243556	0	-0.0064916132243556
159	4	19	-0.16747195	-0.082187458	BB	0	0.0137640938568031	-0.13891174	-0.17403187	BB	0	0.0241750698771538	ct5VSct7	-0.0104109760203507	0	-0.0104109760203507
160	4	20	-0.16747195	0.10462359	BA	0	0	-0.13891174	0.026111148	BA	0	0	ct5VSct7	-0.013894371631223	0	0
161	4	21	-0.16747195	0.021771407	BA	0	0	-0.13891174	-0.09638506	BB	0	0.0133890163946044	ct5VSct7	-0.017035116379138	0	-0.0133890163946044
162	4	22	-0.16747195	-0.16762484	BB	0	0.028072458823238	-0.13891174	-0.17188705	BB	0	0.023877129198967	ct5VSct7	0.004195329624271	0	0.004195329624271
163	4	23	-0.16747195	0.045727801	BA	0	0	-0.13891174	-0.088189629	BB	0	0.0122505748143445	ct5VSct7	-0.0199086988170264	0	-0.0122505748143445
164	4	24	-0.16747195	-0.072285174	BB	0	0.0121057390458693	-0.13891174	-0.17973533	BB	0	0.0249673474297742	ct5VSct7	-0.0128616083839049	0	-0.0128616083839049
165	4	25	-0.16747195	-0.023054218	BB	0	0.0038609348441851	-0.13891174	-0.18355494	BB	0	0.0254979361009956	ct5VSct7	-0.0216370012568105	0	-0.0216370012568105
166	4	26	-0.16747195	0.11066115	BA	0	0	-0.13891174	0.022230364	BA	0	0	ct5VSct7	-0.0154445800356691	0	0
167	4	27	-0.16747195	-0.057726404	BB	0	0.0096675534443678	-0.13891174	-0.12914455	BB	0	0.017939694152017	ct5VSct7	-0.0082721407076492	0	-0.0082721407076492
168	4	28	-0.16747195	-0.20989674	BB	0	0.035151816346443	-0.13891174	-0.19425153	BB	0	0.0269838180299622	ct5VSct7	0.0081679983164808	0	0.0081679983164808
169	4	29	-0.16747195	-0.061097665	BB	0	0.0102321450979968	-0.13891174	-0.13361659	BB	0	0.0185609130097666	ct5VSct7	-0.00832876791176985	0	-0.0083287679117698
170	4	30	-0.16747195	-0.17611978	BB	0	0.029495122990171	-0.13891174	-0.18384934	BB	0	0.0255388317172516	ct5VSct7	0.0039562912729194	0	0.0039562912729194
171	4	31	-0.16747195	0.0086151607	BA	0	0	-0.13891174	-0.071527926	BB	0	0.00993606865925124	ct5VSct7	-0.0113788664212436	0	-0.00993606865925124
172	4	32	-0.16747195	0.13175122	BA	0	0	-0.13891174	0.092805165	BA	0	0	ct5VSct7	-0.0091729067771419	0	0
173	4	33	-0.16747195	-0.13591568	BB	0	0.022762063965176	-0.13891174	-0.13429929	BB	0	0.0186557480546646	ct5VSct7	0.0041063159105114	0	0.0041063159105114
174	4	34	-0.16747195	-0.20408624	BB	0	0.034178720580968	-0.13891174	-0.18321423	BB	0	0.0254506074820602	ct5VSct7	0.0087281130989078	0	0.0087281130989078
175	4	35	-0.16747195	0.085631547	BA	0	0	-0.13891174	0.016333056	BA	0	0	ct5VSct7	-0.0120720289291292	0	0
176	4	36	-0.16747195	0.054590767	BA	0	0	-0.13891174	-0.090922245	BB	0	0.0126301672576563	ct5VSct7	-0.021772589459142	0	-0.0126301672576563
177	4	37	-0.16747195	0.13175867	BA	0	0	-0.13891174	0.10484256	BA	0	0	ct5VSct7	-0.0075020189586521	0	0
