k	i	j	iscore_ct1	jscore_ct1	AB_ct1	A0score_ct1	B0score_ct1	iscore_ct2	jscore_ct2	AB_ct2	A0score_ct2	B0score_ct2	CellTypeID	ABchange	A0change	B0change
1	1	2	0.16796124	0.19104093	AA	0.0320874714935532	0	0.12997185	0.18921714	AA	0.024592901737509	0	ct3VSct4	0.0074945697560442	0.0074945697560442	0
2	1	3	0.16796124	0.1009407	AA	0.016954125138468	0	0.12997185	0.042118739	AA	0.00547425042749715	0	ct3VSct4	0.0114798747109709	0.0114798747109709	0
3	1	4	0.16796124	-0.16271872	AB	0	0	0.12997185	-0.16005197	AB	0	0	ct3VSct4	-0.0065281873453683	0	0
4	1	5	0.16796124	-0.15626544	AB	0	0	0.12997185	-0.15949981	AB	0	0	ct3VSct4	-0.0055160516911971	0	0
5	1	6	0.16796124	0.077304897	AA	0.0129842263581923	0	0.12997185	0.07341805	AA	0.0095422797818925	0	ct3VSct4	0.00344194657629978	0.0034419465762998	0
6	1	7	0.16796124	0.051912599	AA	0.00871930449966276	0	0.12997185	0.0050526869	AA	0.000656707063863765	0	ct3VSct4	0.008062597435799	0.008062597435799	0
7	1	8	0.16796124	0.009518961	AA	0.00159881649307164	0	0.12997185	-0.010054963	AB	0	0	ct3VSct4	0.00290567863586319	0.00159881649307164	0
8	1	9	0.16796124	-0.15743553	AB	0	0	0.12997185	-0.14838386	AB	0	0	ct3VSct4	-0.0071573420445162	0	0
9	1	10	0.16796124	-0.19242186	AB	0	0	0.12997185	-0.18504188	AB	0	0	ct3VSct4	-0.0082691787376284	0	0
10	1	11	0.16796124	-0.19638166	AB	0	0	0.12997185	-0.18540987	AB	0	0	ct3VSct4	-0.0088864433146989	0	0
11	1	12	0.16796124	-0.16028141	AB	0	0	0.12997185	-0.13463165	AB	0	0	ct3VSct4	-0.0094227397534959	0	0
12	1	13	0.16796124	-0.11455982	AB	0	0	0.12997185	-1.3994537e-05	AB	0	0	ct3VSct4	-0.019239790525513	0	0
13	1	14	0.16796124	-0.19694965	AB	0	0	0.12997185	-0.19444767	AB	0	0	ct3VSct4	-0.0078071840334765	0	0
14	1	15	0.16796124	-0.20676996	AB	0	0	0.12997185	-0.20818817	AB	0	0	ct3VSct4	-0.0076707372733359	0	0
15	1	16	0.16796124	-0.19555677	AB	0	0	0.12997185	-0.18710877	AB	0	0	ct3VSct4	-0.0085270845914703	0	0
16	1	17	0.16796124	-0.19100095	AB	0	0	0.12997185	-0.18609775	AB	0	0	ct3VSct4	-0.0078932875548405	0	0
17	1	18	0.16796124	-0.18987862	AB	0	0	0.12997185	-0.19291348	AB	0	0	ct3VSct4	-0.0068189265791508	0	0
18	1	19	0.16796124	-0.15944314	AB	0	0	0.12997185	-0.15302515	AB	0	0	ct3VSct4	-0.0068913056618661	0	0
19	1	20	0.16796124	0.054914255	AA	0.0092234663634762	0	0.12997185	0.067270407	AA	0.00874325924804295	0	ct3VSct4	0.00048020711543325	0.00048020711543325	0
20	1	21	0.16796124	-0.01455958	AB	0	0	0.12997185	-0.092687347	AB	0	0	ct3VSct4	0.00960130085050275	0	0
