k	i	j	iscore_ct1	jscore_ct1	AB_ct1	A0score_ct1	B0score_ct1	iscore_ct2	jscore_ct2	AB_ct2	A0score_ct2	B0score_ct2	CellTypeID	ABchange	A0change	B0change
1	1	2	0.16796124	0.19104093	AA	0.0320874714935532	0	0.16765706	0.19364436	AA	0.0324658440831816	0	ct3VSct7	-0.00037837258962839	-0.000378372589628403	0
2	1	3	0.16796124	0.1009407	AA	0.016954125138468	0	0.16765706	0.10585583	AA	0.0177474772416598	0	ct3VSct7	-0.0007933521031918	-0.0007933521031918	0
3	1	4	0.16796124	-0.16271872	AB	0	0	0.16765706	-0.13891174	AB	0	0	ct3VSct7	-0.0040409040545284	0	0
4	1	5	0.16796124	-0.15626544	AB	0	0	0.16765706	-0.12533775	AB	0	0	ct3VSct7	-0.0052327783995306	0	0
5	1	6	0.16796124	0.077304897	AA	0.0129842263581923	0	0.16765706	0.059538988	AA	0.00998213168345528	0	ct3VSct7	0.003002094674737	0.00300209467473702	0
6	1	7	0.16796124	0.051912599	AA	0.00871930449966276	0	0.16765706	0.0088799324	AA	0.00148878335918274	0	ct3VSct7	0.00723052114048002	0.00723052114048002	0
7	1	8	0.16796124	0.009518961	AA	0.00159881649307164	0	0.16765706	-0.040057191	AB	0	0	ct3VSct7	0.0083146873679901	0.00159881649307164	0
8	1	9	0.16796124	-0.15743553	AB	0	0	0.16765706	-0.13538413	AB	0	0	ct3VSct7	-0.0037449616323994	0	0
9	1	10	0.16796124	-0.19242186	AB	0	0	0.16765706	-0.1623234	AB	0	0	ct3VSct7	-0.0051047501955024	0	0
10	1	11	0.16796124	-0.19638166	AB	0	0	0.16765706	-0.16864965	AB	0	0	ct3VSct7	-0.0047092026378294	0	0
11	1	12	0.16796124	-0.16028141	AB	0	0	0.16765706	-0.088391378	AB	0	0	ct3VSct7	-0.0121016258077197	0	0
12	1	13	0.16796124	-0.11455982	AB	0	0	0.16765706	-0.088008298	AB	0	0	ct3VSct7	-0.00448639692309292	0	0
13	1	14	0.16796124	-0.19694965	AB	0	0	0.16765706	-0.18830947	AB	0	0	ct3VSct7	-0.0015084953212078	0	0
14	1	15	0.16796124	-0.20676996	AB	0	0	0.16765706	-0.20101347	AB	0	0	ct3VSct7	-0.0010280114757522	0	0
15	1	16	0.16796124	-0.19555677	AB	0	0	0.16765706	-0.20302246	AB	0	0	ct3VSct7	0.0011921911779728	0	0
16	1	17	0.16796124	-0.19100095	AB	0	0	0.16765706	-0.2024971	AB	0	0	ct3VSct7	0.001869312041348	0	0
17	1	18	0.16796124	-0.18987862	AB	0	0	0.16765706	-0.20235464	AB	0	0	ct3VSct7	0.0020339355550696	0	0
18	1	19	0.16796124	-0.15944314	AB	0	0	0.16765706	-0.17403187	AB	0	0	ct3VSct7	0.0023974041666086	0	0
19	1	20	0.16796124	0.054914255	AA	0.0092234663634762	0	0.16765706	0.026111148	AA	0.00437771830690488	0	ct3VSct7	0.00484574805657132	0.00484574805657132	0
20	1	21	0.16796124	-0.01455958	AB	0	0	0.16765706	-0.09638506	AB	0	0	ct3VSct7	0.0137141906768444	0	0
21	1	22	0.16796124	-0.15076104	AB	0	0	0.16765706	-0.17188705	AB	0	0	ct3VSct7	0.0034960662329834	0	0
22	1	23	0.16796124	-0.014486541	AB	0	0	0.16765706	-0.088189629	AB	0	0	ct3VSct7	0.0123524365309599	0	0
23	1	24	0.16796124	-0.15360689	AB	0	0	0.16765706	-0.17973533	AB	0	0	ct3VSct7	0.0043338932889862	0	0
24	1	25	0.16796124	-0.17528898	AB	0	0	0.16765706	-0.18355494	AB	0	0	ct3VSct7	0.0013325271497412	0	0
25	1	26	0.16796124	0.034817162	AA	0.00584793370280088	0	0.16765706	0.022230364	AA	0.00372707747096984	0	ct3VSct7	0.00212085623183104	0.00212085623183104	0
26	1	27	0.16796124	-0.13150274	AB	0	0	0.16765706	-0.12914455	AB	0	0	ct3VSct7	-0.000435367705774601	0	0
27	1	28	0.16796124	-0.19158984	AB	0	0	0.16765706	-0.19425153	AB	0	0	ct3VSct7	0.0003879733225002	0	0
28	1	29	0.16796124	-0.12514643	AB	0	0	0.16765706	-0.13361659	AB	0	0	ct3VSct7	0.0013820150822522	0	0
29	1	30	0.16796124	-0.18395331	AB	0	0	0.16765706	-0.18384934	AB	0	0	ct3VSct7	-7.33862223640039e-05	0	0
30	1	31	0.16796124	-0.079477947	AB	0	0	0.16765706	-0.071527926	AB	0	0	ct3VSct7	-0.00135705274971672	0	0
31	1	32	0.16796124	0.11143501	AA	0.0187167624590124	0	0.16765706	0.092805165	AA	0.0155594411167149	0	ct3VSct7	0.0031573213422975	0.0031573213422975	0
32	1	33	0.16796124	-0.083578057	AB	0	0	0.16765706	-0.13429929	AB	0	0	ct3VSct7	0.00847835003097672	0	0
33	1	34	0.16796124	-0.14780161	AB	0	0	0.16765706	-0.18321423	AB	0	0	ct3VSct7	0.0058922174623674	0	0
34	1	35	0.16796124	0.046479583	AA	0.00780676839536292	0	0.16765706	0.016333056	AA	0.00273835214977536	0	ct3VSct7	0.00506841624558756	0.00506841624558756	0
35	1	36	0.16796124	-0.059539951	AB	0	0	0.16765706	-0.090922245	AB	0	0	ct3VSct7	0.00524335228580046	0	0
36	1	37	0.16796124	0.13002355	AA	0.021838916687202	0	0.16765706	0.10484256	AA	0.0175775953724736	0	ct3VSct7	0.0042613213147284	0.0042613213147284	0
37	1	38	0.16796124	-0.090405284	AB	0	0	0.16765706	-0.12670288	AB	0	0	ct3VSct7	0.00605804875114064	0	0
38	1	39	0.16796124	0.17347666	AA	0.0291373549246584	0	0.16765706	0.15917461	AA	0.0266867471392466	0	ct3VSct7	0.00245060778541181	0.0024506077854118	0
39	1	40	0.16796124	0.17695382	AA	0.0297213830299368	0	0.16765706	0.16305368	AA	0.0273371006109808	0	ct3VSct7	0.002384282418956	0.002384282418956	0
40	1	41	0.16796124	0.17829669	AA	0.0299469331402956	0	0.16765706	0.16808114	AA	0.0281799897738484	0	ct3VSct7	0.00176694336644721	0.0017669433664472	0
41	1	42	0.16796124	0.14756948	AA	0.0247859528469552	0	0.16765706	0.16383915	AA	0.027468790201899	0	ct3VSct7	-0.00268283735494379	-0.0026828373549438	0
42	1	43	0.16796124	-0.16357241	AB	0	0	0.16765706	-0.1487899	AB	0	0	ct3VSct7	-0.0025281476216944	0	0
43	1	44	0.16796124	-0.17446408	AB	0	0	0.16765706	-0.14516923	AB	0	0	ct3VSct7	-0.0049645569079954	0	0
44	1	45	0.16796124	0.066227762	AA	0.0111236970279449	0	0.16765706	0.12785814	AA	0.0214363198494684	0	ct3VSct7	-0.0103126228215235	-0.0103126228215235	0
45	1	46	0.16796124	-0.032986415	AB	0	0	0.16765706	0.029661138	AA	0.00497289919333428	0	ct3VSct7	-0.0105133383598889	-0.00497289919333428	0
46	1	47	0.16796124	0.17300806	AA	0.0290586482875944	0	0.16765706	0.18247796	AA	0.0305937182883976	0	ct3VSct7	-0.0015350700008032	-0.0015350700008032	0
47	1	48	0.16796124	0.15073365	AA	0.025317410763726	0	0.16765706	0.14633107	AA	0.0245334369828542	0	ct3VSct7	0.000783973780871802	0.000783973780871802	0
48	1	49	0.16796124	0.083039757	AA	0.0139474605550187	0	0.16765706	0.07442628	AA	0.0124780912915368	0	ct3VSct7	0.00146936926348188	0.0014693692634819	0
49	1	50	0.16796124	0.088158697	AA	0.0148072440649043	0	0.16765706	0.12836667	AA	0.0215215784941902	0	ct3VSct7	-0.00671433442928592	-0.0067143344292859	0
50	2	3	0.19104093	0.1009407	AA	0.019283805202851	0	0.19364436	0.10585583	AA	0.0204983844526188	0	ct3VSct7	-0.0012145792497678	-0.0012145792497678	0
