k	i	j	iscore_ct1	jscore_ct1	AB_ct1	A0score_ct1	B0score_ct1	iscore_ct2	jscore_ct2	AB_ct2	A0score_ct2	B0score_ct2	CellTypeID	ABchange	A0change	B0change
1	1	2	0.18905134	0.21577221	AA	0.0407920254352614	0	0.14062496	0.19167472	AA	0.0269542498330112	0	ct5VSct6	0.0138377756022502	0.0138377756022502	0
2	1	3	0.18905134	0.16017422	AA	0.0302811509244548	0	0.14062496	0.041218938	AA	0.00579641150749248	0	ct5VSct6	0.0244847394169623	0.0244847394169623	0
3	1	4	0.18905134	-0.16747195	AB	0	0	0.14062496	-0.15714814	AB	0	0	ct5VSct6	-0.0095618456583386	0	0
4	1	5	0.18905134	-0.14763435	AB	0	0	0.14062496	-0.15474943	AB	0	0	ct5VSct6	-0.0061488392937562	0	0
5	1	6	0.18905134	0.12247223	AA	0.0231535391942882	0	0.14062496	0.066833416	AA	0.00939844645166336	0	ct5VSct6	0.0137550927426248	0.0137550927426248	0
6	1	7	0.18905134	0.0989969	AA	0.018715496600846	0	0.14062496	-0.022246194	AB	0	0	ct5VSct6	0.0218438667422482	0.018715496600846	0
7	1	8	0.18905134	0.0099884727	AA	0.00188833414848842	0	0.14062496	-0.04551244	AB	0	0	ct5VSct6	0.00828851920299082	0.00188833414848842	0
8	1	9	0.18905134	-0.1274323	AB	0	0	0.14062496	-0.15332964	AB	0	0	ct5VSct6	-0.0025292725824676	0	0
9	1	10	0.18905134	-0.18691438	AB	0	0	0.14062496	-0.1707854	AB	0	0	ct5VSct6	-0.0113197239606852	0	0
10	1	11	0.18905134	-0.16241039	AB	0	0	0.14062496	-0.17414729	AB	0	0	ct5VSct6	-0.0062144461690642	0	0
11	1	12	0.18905134	0.017687445	AA	0.0033438351784263	0	0.14062496	-0.13429048	AB	0	0	ct5VSct6	0.0222284285568071	0.0033438351784263	0
12	1	13	0.18905134	0.09036246	AA	0.0170831441486964	0	0.14062496	-0.0037838305	AB	0	0	ct5VSct6	0.0176152451614057	0.0170831441486964	0
13	1	14	0.18905134	-0.19910875	AB	0	0	0.14062496	-0.19145065	AB	0	0	ct5VSct6	-0.010719035995001	0	0
14	1	15	0.18905134	-0.22389707	AB	0	0	0.14062496	-0.20129436	AB	0	0	ct5VSct6	-0.0140210297823482	0	0
15	1	16	0.18905134	-0.10668783	AB	0	0	0.14062496	-0.19265948	AB	0	0	ct5VSct6	0.0069232544454286	0	0
16	1	17	0.18905134	-0.16114704	AB	0	0	0.14062496	-0.19542643	AB	0	0	ct5VSct6	-0.0029832299473408	0	0
17	1	18	0.18905134	-0.12908324	AB	0	0	0.14062496	-0.19695558	AB	0	0	ct5VSct6	0.0032935110657352	0	0
18	1	19	0.18905134	-0.082187458	AB	0	0	0.14062496	-0.16507629	AB	0	0	ct5VSct6	0.00767619761210468	0	0
19	1	20	0.18905134	0.10462359	AA	0.0197792298851106	0	0.14062496	0.079750339	AA	0.0112148882318614	0	ct5VSct6	0.00856434165324916	0.0085643416532492	0
