"","x"
"1257","Atp8b4"
"1258","Atp8b5"
"1259","Atp9a"
"1260","Atp9b"
"1261","Atpaf1"
"1262","Atpaf2"
"1263","Atpif1"
"1264","Atr"
"1265","Atraid"
"1266","Atrn"
"1267","Atrx"
"1268","Atxn10"
"1269","Atxn1l"
"1270","Atxn2"
"1271","Atxn2l"
"1272","Atxn3"
"1273","Atxn7l1"
"1274","Atxn7l2"
"1275","Atxn7l3"
"1276","Atxn7l3b"
"1277","Auh"
"1278","Aunip"
"1279","Aup1"
"1280","Aurka"
"1281","Aurkaip1"
"1282","Aurkb"
"1283","Aven"
"1284","Avl9"
"1285","Avpi1"
"1286","Awat2"
"1287","Axin1"
"1288","Axl"
"1289","Azi2"
"1290","Azin1"
"1291","B130034C11Rik"
"1292","B230118H07Rik"
"1293","B230208H11Rik"
"1294","B230217O12Rik"
"1295","B230219D22Rik"
"1296","B230307C23Rik"
"1297","B230312C02Rik"
"1298","B230319C09Rik"
"1299","B230322F03Rik"
"1300","B230354K17Rik"
"1301","B230369F24Rik"
"1302","B230377A18Rik"
"1303","B2m"
"1304","B330016D10Rik"
"1305","B3galnt1"
"1306","B3galnt2"
"1307","B3galt4"
"1308","B3galt6"
"1309","B3gat3"
"1310","B3glct"
"1311","B3gnt3"
"1312","B3gnt7"
"1313","B3gnt8"
"1314","B3gntl1"
"1315","B430306N03Rik"
"1316","B4galnt1"
"1317","B4galt1"
"1318","B4galt3"
"1319","B4galt4"
"1320","B4galt5"
"1321","B4galt6"
"1322","B4galt7"
"1323","B4gat1"
"1324","B630019K06Rik"
"1325","B930036N10Rik"
"1326","B9d1"
"1327","B9d2"
"1328","BC002059"
"1329","BC002163"
"1330","BC003331"
"1331","BC003965"
"1332","BC004004"
"1333","BC005537"
"1334","BC005561"
"1335","BC005624"
"1336","BC016579"
"1337","BC017158"
"1338","BC017643"
"1339","BC022687"
"1340","BC022960"
"1341","BC024978"
"1342","BC025920"
"1343","BC026585"
"1344","BC028528"
"1345","BC029214"
"1346","BC029722"
"1347","BC030336"
"1348","BC030867"
"1349","BC031181"
"1350","BC035044"
"1351","BC037034"
"1352","BC048403"
"1353","BC049762"
"1354","BC051142"
"1355","BC051226"
"1356","BC052040"
"1357","BC055324"
"1358","BC064078"
"1359","BC065397"
"1360","BC065403"
"1361","BC100530"
"1362","BC117090"
"1363","BC147527"
"1364","Babam1"
"1365","Bace1"
"1366","Bach1"
"1367","Bach2"
"1368","Bad"
"1369","Bag1"
"1370","Bag2"
"1371","Bag3"
"1372","Bag4"
"1373","Bag5"
"1374","Bag6"
"1375","Bahcc1"
"1376","Bahd1"
"1377","Baiap2"
"1378","Baiap2l1"
"1379","Baiap2l2"
"1380","Bak1"
"1381","Bambi"
"1382","Banf1"
"1383","Bank1"
"1384","Banp"
"1385","Bap1"
"1386","Bard1"
"1387","Basp1"
"1388","Batf"
"1389","Batf3"
"1390","Bax"
"1391","Baz1a"
"1392","Baz1b"
"1393","Baz2a"
"1394","Baz2b"
"1395","Bbc3"
"1396","Bbip1"
"1397","Bbof1"
"1398","Bbox1"
"1399","Bbs10"
"1400","Bbs12"
"1401","Bbs2"
"1402","Bbs4"
"1403","Bbs5"
"1404","Bbs7"
"1405","Bbs9"
"1406","Bbx"
"1407","Bcap29"
"1408","Bcap31"
"1409","Bcar1"
"1410","Bcas2"
"1411","Bcas3"
"1412","Bcat1"
"1413","Bcat2"
"1414","Bccip"
"1415","Bcdin3d"
"1416","Bche"
"1417","Bckdha"
"1418","Bckdhb"
"1419","Bckdk"
"1420","Bcl10"
"1421","Bcl11a"
"1422","Bcl2"
"1423","Bcl2a1a"
"1424","Bcl2a1b"
"1425","Bcl2l1"
"1426","Bcl2l11"
"1427","Bcl2l12"
"1428","Bcl2l13"
"1429","Bcl2l14"
"1430","Bcl2l15"
"1431","Bcl3"
"1432","Bcl7a"
"1433","Bcl7b"
"1434","Bcl7c"
"1435","Bcl9"
"1436","Bclaf1"
"1437","Bco1"
"1438","Bco2"
"1439","Bcor"
"1440","Bcorl1"
"1441","Bcr"
"1442","Bcs1l"
"1443","Bdh1"
"1444","Bdp1"
"1445","Becn1"
"1446","Bet1"
"1447","Bet1l"
"1448","Bex1"
"1449","Bex2"
"1450","Bex3"
"1451","Bex4"
"1452","Bex6"
"1453","Bfar"
"1454","Bfsp1"
"1455","Bfsp2"
"1456","Bhlhb9"
"1457","Bhlhe40"
"1458","Bhmt"
"1459","Bhmt2"
"1460","Bicd1"
"1461","Bicd2"
"1462","Bicdl1"
"1463","Bid"
"1464","Bik"
"1465","Bin1"
"1466","Bin2"
"1467","Bin3"
"1468","Birc2"
"1469","Birc3"
"1470","Birc5"
"1471","Birc6"
"1472","Bivm"
"1473","Blcap"
"1474","Blm"
"1475","Blmh"
"1476","Blnk"
"1477","Bloc1s1"
"1478","Bloc1s2"
"1479","Bloc1s3"
"1480","Bloc1s4"
"1481","Bloc1s5"
"1482","Bloc1s6"
"1483","Bloc1s6os"
"1484","Blvra"
"1485","Blvrb"
"1486","Blzf1"
"1487","Bmi1"
"1488","Bmp1"
"1489","Bmp2k"
"1490","Bmp8a"
"1491","Bmpr2"
"1492","Bms1"
"1493","Bmt2"
"1494","Bmx"
"1495","Bmyc"
"1496","Bnip1"
"1497","Bnip2"
"1498","Bnip3"
"1499","Bnip3l"
"1500","Bnip3l-ps"
"1501","Bod1"
"1502","Bod1l"
"1503","Bok"
"1504","Bola1"
"1505","Bola2"
"1506","Bola3"
"1507","Bop1"
"1508","Bora"
"1509","Borcs5"
"1510","Borcs6"
"1511","Borcs7"
"1512","Borcs8"
"1513","Bpgm"
"1514","Bphl"
"1515","Bpnt1"
"1516","Bptf"
"1517","Braf"
"1518","Brap"
"1519","Brat1"
"1520","Brca1"
"1521","Brca2"
"1522","Brcc3"
"1523","Brd1"
"1524","Brd2"
"1525","Brd3"
"1526","Brd4"
"1527","Brd7"
"1528","Brd8"
"1529","Brd9"
"1530","Bre"
"1531","Brf1"
"1532","Brf2"
"1533","Bri3"
"1534","Bri3bp"
"1535","Brip1"
"1536","Brip1os"
"1537","Brix1"
"1538","Brk1"
"1539","Brms1"
"1540","Brms1l"
"1541","Brox"
"1542","Brpf1"
"1543","Brpf3"
"1544","Brwd1"
"1545","Brwd3"
"1546","Bscl2"
"1547","Bsdc1"
"1548","Bsg"
"1549","Bsn"
"1550","Bst1"
"1551","Bst2"
"1552","Btaf1"
"1553","Btbd1"
"1554","Btbd10"
"1555","Btbd19"
"1556","Btbd2"
"1557","Btbd3"
"1558","Btbd6"
"1559","Btbd7"
"1560","Btbd9"
"1561","Btd"
"1562","Btf3"
"1563","Btf3l4"
"1564","Btg1"
"1565","Btg2"
"1566","Btg3"
"1567","Btk"
"1568","Btla"
"1569","Btn1a1"
"1570","Btnl10"
"1571","Btnl9"
"1572","Btrc"
"1573","Bub1"
"1574","Bub1b"
"1575","Bub3"
"1576","Bud13"
"1577","Bud31"
"1578","Bysl"
"1579","Bzw1"
"1580","Bzw2"
"1581","C030034I22Rik"
"1582","C030034L19Rik"
"1583","C030037D09Rik"
"1584","C130036L24Rik"
"1585","C130050O18Rik"
"1586","C1d"
"1587","C1galt1"
"1588","C1galt1c1"
"1589","C1qa"
"1590","C1qb"
"1591","C1qbp"
"1592","C1qc"
"1593","C1qtnf4"
"1594","C1qtnf6"
"1595","C1ra"
"1596","C1rl"
"1597","C1s1"
"1598","C2"
"1599","C230037L18Rik"
"1600","C230062I16Rik"
"1601","C230096K16Rik"
"1602","C2cd2"
"1603","C2cd2l"
"1604","C2cd3"
"1605","C2cd4a"
"1606","C2cd5"
"1607","C3"
"1608","C330006A16Rik"
"1609","C330007P06Rik"
"1610","C330013E15Rik"
"1611","C330018D20Rik"
"1612","C330021F23Rik"
"1613","C330027C09Rik"
"1614","C3ar1"
"1615","C430002N11Rik"
"1616","C430014B12Rik"
"1617","C430042M11Rik"
"1618","C430049B03Rik"
"1619","C530005A16Rik"
"1620","C530008M17Rik"
"1621","C5ar1"
"1622","C5ar2"
"1623","C630004M23Rik"
"1624","C730034F03Rik"
"1625","C87436"
"1626","C8b"
"1627","C8g"
"1628","C920006O11Rik"
"1629","C920009B18Rik"
"1630","C920021L13Rik"
"1631","CAAA01180111.2"
"1632","Caap1"
"1633","Cab39"
"1634","Cab39l"
"1635","Cabin1"
"1636","Cables2"
"1637","Cacfd1"
"1638","Cachd1"
"1639","Cacna1f"
"1640","Cactin"
"1641","Cacul1"
"1642","Cacybp"
"1643","Cad"
"1644","Cadm1"
"1645","Calcoco1"
"1646","Calcrl"
"1647","Cald1"
"1648","Calhm2"
"1649","Calm1"
"1650","Calm2"
"1651","Calm3"
"1652","Calml4"
"1653","Calr"
"1654","Calu"
"1655","Camk1"
"1656","Camk1d"
"1657","Camk2a"
"1658","Camk2d"
"1659","Camk2g"
"1660","Camk2n1"
"1661","Camkk1"
"1662","Camkk2"
"1663","Camkmt"
"1664","Caml"
"1665","Camp"
"1666","Camsap1"
"1667","Camsap2"
"1668","Camsap3"
"1669","Camta1"
"1670","Camta2"
"1671","Cand1"
"1672","Cand2"
"1673","Cant1"
"1674","Canx"
"1675","Cap1"
"1676","Cap2"
"1677","Capg"
"1678","Capn1"
"1679","Capn10"
"1680","Capn15"
"1681","Capn2"
"1682","Capn3"
"1683","Capn5"
"1684","Capn7"
"1685","Capns1"
"1686","Caprin1"
"1687","Caprin2"
"1688","Capza1"
"1689","Capza2"
"1690","Capzb"
"1691","Car1"
"1692","Car12"
"1693","Car13"
"1694","Car14"
"1695","Car2"
"1696","Car3"
"1697","Car7"
"1698","Car8"
"1699","Car9"
"1700","Card19"
"1701","Card9"
"1702","Carf"
"1703","Carhsp1"
"1704","Carm1"
"1705","Carmil2"
"1706","Carmil3"
"1707","Carnmt1"
"1708","Carns1"
"1709","Cars"
"1710","Cars2"
"1711","Casc3"
"1712","Casc4"
"1713","Casd1"
"1714","Cask"
"1715","Caskin2"
"1716","Casp1"
"1717","Casp2"
"1718","Casp3"
"1719","Casp4"
"1720","Casp6"
"1721","Casp7"
"1722","Casp8"
"1723","Casp8ap2"
"1724","Casp9"
"1725","Cast"
"1726","Casz1"
"1727","Cat"
"1728","Catsper2"
"1729","Cav2"
"1730","Cbfa2t2"
"1731","Cbfa2t3"
"1732","Cbfb"
"1733","Cbl"
"1734","Cblb"
"1735","Cbll1"
"1736","Cbr1"
"1737","Cbr4"
"1738","Cbs"
"1739","Cbwd1"
"1740","Cbx1"
"1741","Cbx2"
"1742","Cbx3"
"1743","Cbx4"
"1744","Cbx5"
"1745","Cbx6"
"1746","Cbx7"
"1747","Cbx8"
"1748","Cby1"
"1749","Cc2d1a"
"1750","Cc2d1b"
"1751","Ccar1"
"1752","Ccar2"
"1753","Ccdc102a"
"1754","Ccdc106"
"1755","Ccdc107"
"1756","Ccdc112"
"1757","Ccdc114"
"1758","Ccdc115"
"1759","Ccdc116"
"1760","Ccdc117"
"1761","Ccdc12"
"1762","Ccdc122"
"1763","Ccdc124"
"1764","Ccdc125"
"1765","Ccdc126"
"1766","Ccdc127"
"1767","Ccdc130"
"1768","Ccdc134"
"1769","Ccdc137"
"1770","Ccdc138"
"1771","Ccdc14"
"1772","Ccdc142os"
"1773","Ccdc146"
"1774","Ccdc148"
"1775","Ccdc15"
"1776","Ccdc163"
"1777","Ccdc166"
"1778","Ccdc167"
"1779","Ccdc17"
"1780","Ccdc171"
"1781","Ccdc173"
"1782","Ccdc174"
"1783","Ccdc18"
"1784","Ccdc180"
"1785","Ccdc181"
"1786","Ccdc186"
"1787","Ccdc189"
"1788","Ccdc191"
"1789","Ccdc22"
"1790","Ccdc25"
"1791","Ccdc28a"
"1792","Ccdc28b"
"1793","Ccdc32"
"1794","Ccdc34"
"1795","Ccdc40"
"1796","Ccdc43"
"1797","Ccdc47"
"1798","Ccdc50"
"1799","Ccdc51"
"1800","Ccdc57"
"1801","Ccdc58"
"1802","Ccdc59"
"1803","Ccdc6"
"1804","Ccdc61"
"1805","Ccdc62"
"1806","Ccdc63"
"1807","Ccdc66"
"1808","Ccdc68"
"1809","Ccdc69"
"1810","Ccdc71"
"1811","Ccdc71l"
"1812","Ccdc73"
"1813","Ccdc74a"
"1814","Ccdc77"
"1815","Ccdc8"
"1816","Ccdc80"
"1817","Ccdc82"
"1818","Ccdc84"
"1819","Ccdc85b"
"1820","Ccdc86"
"1821","Ccdc88a"
"1822","Ccdc88b"
"1823","Ccdc9"
"1824","Ccdc90b"
"1825","Ccdc91"
"1826","Ccdc92b"
"1827","Ccdc93"
"1828","Ccdc94"
"1829","Ccdc97"
"1830","Cchcr1"
"1831","Ccl2"
"1832","Ccl24"
"1833","Ccl25"
"1834","Ccl27a"
"1835","Ccl3"
"1836","Ccl4"
"1837","Ccl5"
"1838","Ccl6"
"1839","Ccl7"
"1840","Ccl9"
"1841","Ccm2"
"1842","Ccna2"
"1843","Ccnb1"
"1844","Ccnb2"
"1845","Ccnc"
"1846","Ccnd1"
"1847","Ccnd2"
"1848","Ccnd3"
"1849","Ccndbp1"
"1850","Ccne1"
"1851","Ccne2"
"1852","Ccnf"
"1853","Ccng1"
"1854","Ccng2"
"1855","Ccnh"
"1856","Ccni"
"1857","Ccnj"
"1858","Ccnk"
"1859","Ccnl1"
"1860","Ccnl2"
"1861","Ccnt1"
"1862","Ccnt2"
"1863","Ccny"
"1864","Ccp110"
"1865","Ccpg1"
"1866","Ccpg1os"
"1867","Ccr1"
"1868","Ccr2"
"1869","Ccr5"
"1870","Ccrl2"
"1871","Ccs"
"1872","Ccsap"
"1873","Ccser2"
"1874","Cct2"
"1875","Cct3"
"1876","Cct4"
"1877","Cct5"
"1878","Cct6a"
"1879","Cct6b"
"1880","Cct7"
"1881","Cct8"
"1882","Ccz1"
"1883","Cd101"
"1884","Cd14"
"1885","Cd151"
"1886","Cd164"
"1887","Cd177"
"1888","Cd180"
"1889","Cd19"
"1890","Cd1d1"
"1891","Cd200r1"
"1892","Cd200r3"
"1893","Cd200r4"
"1894","Cd244"
"1895","Cd248"
"1896","Cd24a"
"1897","Cd27"
"1898","Cd2ap"
"1899","Cd2bp2"
"1900","Cd300a"
"1901","Cd300c2"
"1902","Cd300e"
"1903","Cd300lb"
"1904","Cd300ld"
"1905","Cd300lf"
"1906","Cd302"
"1907","Cd320"
"1908","Cd33"
"1909","Cd34"
"1910","Cd36"
"1911","Cd37"
"1912","Cd38"
"1913","Cd3eap"
"1914","Cd3g"
"1915","Cd44"
"1916","Cd46"
"1917","Cd47"
"1918","Cd48"
"1919","Cd52"
"1920","Cd53"
"1921","Cd55"
"1922","Cd59a"
"1923","Cd59b"
"1924","Cd5l"
"1925","Cd63"
"1926","Cd63-ps"
"1927","Cd68"
"1928","Cd69"
"1929","Cd7"
"1930","Cd72"
"1931","Cd74"
"1932","Cd79a"
"1933","Cd79b"
"1934","Cd81"
"1935","Cd82"
"1936","Cd83"
"1937","Cd84"
"1938","Cd86"
"1939","Cd9"
"1940","Cd93"
"1941","Cd99l2"
"1942","Cda"
"1943","Cdadc1"
"1944","Cdan1"
"1945","Cdc123"
"1946","Cdc14a"
"1947","Cdc14b"
"1948","Cdc16"
"1949","Cdc20"
"1950","Cdc23"
"1951","Cdc25a"
"1952","Cdc25b"
"1953","Cdc25c"
"1954","Cdc26"
"1955","Cdc27"
"1956","Cdc34"
"1957","Cdc37"
"1958","Cdc37l1"
"1959","Cdc40"
"1960","Cdc42"
"1961","Cdc42bpa"
"1962","Cdc42bpg"
"1963","Cdc42ep1"
"1964","Cdc42ep2"
"1965","Cdc42ep3"
"1966","Cdc42ep4"
"1967","Cdc42se1"
"1968","Cdc42se2"
"1969","Cdc45"
"1970","Cdc5l"
"1971","Cdc6"
"1972","Cdc7"
"1973","Cdc73"
"1974","Cdca2"
"1975","Cdca3"
"1976","Cdca4"
"1977","Cdca5"
"1978","Cdca7"
"1979","Cdca7l"
"1980","Cdca8"
"1981","Cdh1"
"1982","Cdh17"
"1983","Cdh2"
"1984","Cdh5"
"1985","Cdip1"
"1986","Cdipt"
"1987","Cdk1"
"1988","Cdk10"
"1989","Cdk11b"
"1990","Cdk12"
"1991","Cdk13"
"1992","Cdk14"
"1993","Cdk16"
"1994","Cdk17"
"1995","Cdk19"
"1996","Cdk2"
"1997","Cdk20"
"1998","Cdk2ap1"
"1999","Cdk2ap2"
"2000","Cdk4"
"2001","Cdk5"
"2002","Cdk5r1"
"2003","Cdk5rap1"
"2004","Cdk5rap2"
"2005","Cdk5rap3"
"2006","Cdk6"
"2007","Cdk7"
"2008","Cdk8"
"2009","Cdk9"
"2010","Cdkal1"
"2011","Cdkl3"
"2012","Cdkn1a"
"2013","Cdkn1b"
"2014","Cdkn1c"
"2015","Cdkn2aip"
"2016","Cdkn2aipnl"
"2017","Cdkn2c"
"2018","Cdkn2d"
"2019","Cdkn3"
"2020","Cdo1"
"2021","Cdpf1"
"2022","Cdr2"
"2023","Cds2"
"2024","Cdt1"
"2025","Cdv3"
"2026","Cdyl"
"2027","Cdyl2"
"2028","Ceacam1"
"2029","Ceacam10"
"2030","Cebpa"
"2031","Cebpb"
"2032","Cebpd"
"2033","Cebpe"
"2034","Cebpg"
"2035","Cebpz"
"2036","Cebpzos"
"2037","Cecr2"
"2038","Cecr5"
"2039","Cela1"
"2040","Cela3b"
"2041","Celf1"
"2042","Celf2"
"2043","Cenpa"
"2044","Cenpb"
"2045","Cenpc1"
"2046","Cenpe"
"2047","Cenpf"
"2048","Cenph"
"2049","Cenpi"
"2050","Cenpj"
"2051","Cenpk"
"2052","Cenpl"
"2053","Cenpm"
"2054","Cenpn"
"2055","Cenpo"
"2056","Cenpp"
"2057","Cenpq"
"2058","Cenpt"
"2059","Cenpu"
"2060","Cenpv"
"2061","Cenpw"
"2062","Cenpx"
"2063","Cep104"
"2064","Cep120"
"2065","Cep128"
"2066","Cep131"
"2067","Cep135"
"2068","Cep152"
"2069","Cep162"
"2070","Cep164"
"2071","Cep170"
"2072","Cep19"
"2073","Cep192"
"2074","Cep250"
"2075","Cep290"
"2076","Cep295"
"2077","Cep350"
"2078","Cep41"
"2079","Cep44"
"2080","Cep55"
"2081","Cep57"
"2082","Cep57l1"
"2083","Cep63"
"2084","Cep68"
"2085","Cep70"
"2086","Cep72"
"2087","Cep76"
"2088","Cep78"
"2089","Cep83"
"2090","Cep83os"
"2091","Cep85"
"2092","Cep89"
"2093","Cep95"
"2094","Cep97"
"2095","Cept1"
"2096","Cercam"
"2097","Cerk"
"2098","Cerkl"
"2099","Cers2"
"2100","Cers4"
"2101","Cers5"
"2102","Cers6"
"2103","Ces1d"
"2104","Ces2a"
"2105","Ces2g"
"2106","Cetn2"
"2107","Cetn3"
"2108","Cetn4"
"2109","Cfap126"
"2110","Cfap20"
"2111","Cfap36"
"2112","Cfap43"
"2113","Cfap57"
"2114","Cfap97"
"2115","Cfb"
"2116","Cfdp1"
"2117","Cfh"
"2118","Cfi"
"2119","Cfl1"
"2120","Cfl2"
"2121","Cflar"
"2122","Cfp"
"2123","Cggbp1"
"2124","Cgn"
"2125","Cgrrf1"
"2126","Chac1"
"2127","Chac2"
"2128","Chaf1a"
"2129","Chaf1b"
"2130","Champ1"
"2131","Chchd1"
"2132","Chchd10"
"2133","Chchd2"
"2134","Chchd3"
"2135","Chchd4"
"2136","Chchd5"
"2137","Chchd6"
"2138","Chchd7"
"2139","Chd1"
"2140","Chd1l"
"2141","Chd2"
"2142","Chd3"
"2143","Chd3os"
"2144","Chd4"
"2145","Chd6"
"2146","Chd7"
"2147","Chd8"
"2148","Chd9"
"2149","Chek1"
"2150","Chek2"
"2151","Cherp"
"2152","Chfr"
"2153","Chic2"
"2154","Chid1"
"2155","Chil1"
"2156","Chil3"
"2157","Chil5"
"2158","Chit1"
"2159","Chka"
"2160","Chkb"
"2161","Chm"
"2162","Chml"
"2163","Chmp1a"
"2164","Chmp1b"
"2165","Chmp2a"
"2166","Chmp2b"
"2167","Chmp3"
"2168","Chmp4b"
"2169","Chmp5"
"2170","Chmp6"
"2171","Chmp7"
"2172","Chn2"
"2173","Chordc1"
"2174","Chp1"
"2175","Chpf"
"2176","Chpf2"
"2177","Chpt1"
"2178","Chrac1"
"2179","Chrna1os"
"2180","Chst11"
"2181","Chst12"
"2182","Chst13"
"2183","Chst14"
"2184","Chst15"
"2185","Chsy1"
"2186","Chtf18"
"2187","Chtf8"
"2188","Chtop"
"2189","Chuk"
"2190","Churc1"
"2191","Ciao1"
"2192","Ciapin1"
"2193","Ciart"
"2194","Cib1"
"2195","Cib2"
"2196","Cic"
"2197","Cideb"
"2198","Cinp"
"2199","Cipc"
"2200","Cir1"
"2201","Cirbp"
"2202","Cisd1"
"2203","Cisd2"
"2204","Cisd3"
"2205","Cish"
"2206","Cit"
"2207","Cited1"
"2208","Cited2"
"2209","Cited4"
"2210","Ciz1"
"2211","Ckap2"
"2212","Ckap2l"
"2213","Ckap4"
"2214","Ckap5"
"2215","Ckb"
"2216","Cklf"
"2217","Cks1b"
"2218","Cks1brt"
"2219","Cks2"
"2220","Clasp1"
"2221","Clasp2"
"2222","Clasrp"
"2223","Clcc1"
"2224","Clcn2"
"2225","Clcn3"
"2226","Clcn4"
"2227","Clcn5"
"2228","Clcn6"
"2229","Clcn7"
"2230","Cldn1"
"2231","Cldn12"
"2232","Cldn13"
"2233","Cldn15"
"2234","Cldn34c1"
"2235","Cldn5"
"2236","Cldnd1"
"2237","Clec11a"
"2238","Clec12a"
"2239","Clec16a"
"2240","Clec1b"
"2241","Clec2d"
"2242","Clec2i"
"2243","Clec2l"
"2244","Clec4a1"
"2245","Clec4a2"
"2246","Clec4a3"
"2247","Clec4d"
"2248","Clec4e"
"2249","Clec4f"
"2250","Clec4n"
"2251","Clec5a"
"2252","Clec7a"
"2253","Clgn"
"2254","Clic1"
"2255","Clic4"
"2256","Clint1"
"2257","Clip1"
"2258","Clip2"
"2259","Clk1"
"2260","Clk2"
"2261","Clk3"
"2262","Clk4"
"2263","Clmp"
"2264","Cln3"
"2265","Cln5"
"2266","Cln6"
"2267","Cln8"
"2268","Clns1a"
"2269","Clock"
"2270","Clp1"
"2271","Clpb"
"2272","Clpp"
"2273","Clptm1"
"2274","Clptm1l"
"2275","Clpx"
"2276","Clspn"
"2277","Clstn1"
"2278","Clstn3"
"2279","Clta"
"2280","Cltb"
"2281","Cltc"
"2282","Clu"
"2283","Cluap1"
"2284","Cluh"
"2285","Clybl"
"2286","Cmah"
"2287","Cmas"
"2288","Cmbl"
"2289","Cmc1"
"2290","Cmc2"
"2291","Cmc4"
"2292","Cmip"
"2293","Cmklr1"
"2294","Cmpk1"
"2295","Cmpk2"
"2296","Cmss1"
"2297","Cmtm3"
"2298","Cmtm6"
"2299","Cmtm7"
"2300","Cmtm8"
"2301","Cmtr1"
"2302","Cmtr2"
"2303","Cnbd2"
"2304","Cnbp"
"2305","Cndp2"
"2306","Cnep1r1"
"2307","Cnih1"
"2308","Cnih4"
"2309","Cnksr3"
"2310","Cnn2"
"2311","Cnn3"
"2312","Cnnm2"
"2313","Cnnm3"
"2314","Cnot1"
"2315","Cnot10"
"2316","Cnot11"
"2317","Cnot2"
"2318","Cnot3"
"2319","Cnot4"
"2320","Cnot6"
"2321","Cnot6l"
"2322","Cnot7"
"2323","Cnot8"
"2324","Cnot9"
"2325","Cnp"
"2326","Cnppd1"
"2327","Cnpy2"
"2328","Cnpy3"
"2329","Cnpy4"
"2330","Cnr2"
"2331","Cnrip1"
"2332","Cnst"
"2333","Cntd1"
"2334","Cntln"
"2335","Cntn3"
"2336","Cntnap2"
"2337","Cntrl"
"2338","Cntrob"
"2339","Coa3"
"2340","Coa4"
"2341","Coa5"
"2342","Coa6"
"2343","Coa7"
"2344","Coasy"
"2345","Cog1"
"2346","Cog2"
"2347","Cog3"
"2348","Cog4"
"2349","Cog5"
"2350","Cog6"
"2351","Cog7"
"2352","Cog8"
"2353","Coil"
"2354","Col18a1"
"2355","Col4a2"
"2356","Col4a3bp"
"2357","Col5a1"
"2358","Col7a1"
"2359","Colgalt1"
"2360","Commd1"
"2361","Commd10"
"2362","Commd2"
"2363","Commd3"
"2364","Commd4"
"2365","Commd5"
"2366","Commd6"
"2367","Commd7"
"2368","Commd8"
"2369","Commd9"
"2370","Comt"
"2371","Comtd1"
"2372","Copa"
"2373","Copb1"
"2374","Copb2"
"2375","Cope"
"2376","Copg1"
"2377","Copg2"
"2378","Coprs"
"2379","Cops2"
"2380","Cops3"
"2381","Cops4"
"2382","Cops5"
"2383","Cops6"
"2384","Cops7a"
"2385","Cops7b"
"2386","Cops8"
"2387","Cops9"
"2388","Copz1"
"2389","Copz2"
"2390","Coq10a"
"2391","Coq10b"
"2392","Coq2"
"2393","Coq3"
"2394","Coq4"
"2395","Coq5"
"2396","Coq6"
"2397","Coq7"
"2398","Coq8a"
"2399","Coq8b"
"2400","Coq9"
"2401","Coro1a"
"2402","Coro1b"
"2403","Coro1c"
"2404","Coro2a"
"2405","Coro7"
"2406","Cotl1"
"2407","Cox10"
"2408","Cox11"
"2409","Cox14"
"2410","Cox15"
"2411","Cox16"
"2412","Cox17"
"2413","Cox18"
"2414","Cox19"
"2415","Cox20"
"2416","Cox20-ps"
"2417","Cox4i1"
"2418","Cox4i2"
"2419","Cox5a"
"2420","Cox5b"
"2421","Cox6a1"
"2422","Cox6a2"
"2423","Cox6b1"
"2424","Cox6b2"
"2425","Cox6c"
"2426","Cox7a1"
"2427","Cox7a2"
"2428","Cox7a2l"
"2429","Cox7b"
"2430","Cox7c"
"2431","Cox8a"
"2432","Cp"
"2433","Cpa3"
"2434","Cpb2"
"2435","Cpd"
"2436","Cpeb3"
"2437","Cpeb4"
"2438","Cped1"
"2439","Cplx2"
"2440","Cpm"
"2441","Cpn1"
"2442","Cpn2"
"2443","Cpne3"
"2444","Cpox"
"2445","Cpped1"
"2446","Cpq"
"2447","Cpsf1"
"2448","Cpsf2"
"2449","Cpsf3"
"2450","Cpsf4"
"2451","Cpsf6"
"2452","Cpsf7"
"2453","Cpt1a"
"2454","Cpt1c"
"2455","Cpt2"
"2456","Cptp"
"2457","Cr1l"
"2458","Cracr2a"
"2459","Cracr2b"
"2460","Cradd"
"2461","Cramp1l"
"2462","Crat"
"2463","Crbn"
"2464","Crcp"
"2465","Creb1"
"2466","Creb3"
"2467","Creb3l1"
"2468","Creb3l2"
"2469","Creb3l3"
"2470","Crebbp"
"2471","Crebrf"
"2472","Crebzf"
"2473","Creg1"
"2474","Creld1"
"2475","Creld2"
"2476","Crem"
"2477","Crip1"
"2478","Crip2"
"2479","Cript"
"2480","Crispld2"
"2481","Crk"
"2482","Crkl"
"2483","Crlf1"
"2484","Crlf2"
"2485","Crlf3"
"2486","Crls1"
"2487","Crnde"
"2488","Crnkl1"
"2489","Crocc"
"2490","Crot"
"2491","Crp"
"2492","Crry-ps"
"2493","Crtap"
"2494","Crtc1"
"2495","Crtc2"
"2496","Crtc3"
"2497","Cry1"
"2498","Cry2"
"2499","Cryab"
"2500","Cryba4"
"2501","Crybb1"
"2502","Cryl1"
"2503","Cryz"
"2504","Cryzl1"
"2505","Cs"
"2506","Csad"
"2507","Csde1"
"2508","Cse1l"
"2509","Csf1"
"2510","Csf1r"
"2511","Csf2ra"
"2512","Csf2rb"
"2513","Csf2rb2"
"2514","Csf3r"
"2515","Csgalnact2"
"2516","Csk"
"2517","Csmd2"
"2518","Csnk1a1"
"2519","Csnk1d"
"2520","Csnk1e"
"2521","Csnk1g1"
"2522","Csnk1g2"
"2523","Csnk1g3"
"2524","Csnk2a1"
"2525","Csnk2a2"
"2526","Csnk2b"
"2527","Cspp1"
"2528","Csrnp1"
"2529","Csrp1"
"2530","Csrp2"
"2531","Csrp2bp"
"2532","Cst3"
