pgreat	pless
0.994618049830387	0.00539145992213508
0.994992474177652	0.00501472684516053
0.994587987592177	0.00542087197184211
0.965192632731502	0.0348590228245148
0.975963241980018	0.0240646647403503
0.952232483226056	0.0478165622479379
0.979047289705344	0.0209810595783967
0.984566699226688	0.015459513029999
0.975929078162594	0.0241022650104168
0.689552330334469	0.310663651496578
0.619522630557742	0.380671651885441
0.988439875616422	0.0115786953919425
0.939708595053677	0.0603616815022959
0.76216525114158	0.238124977267877
0.947753865171737	0.0523024467668995
0.965166200770253	0.0348750130253695
0.939646932783261	0.0604178461585446
0.973964784660643	0.0260651206042648
0.800632919245159	0.199502434258121
0.808200479328292	0.191950115580217
0.995195669552586	0.00481425760853153
0.819636084807313	0.180494842983412
0.906689276652008	0.0933949392661191
0.4137712584007	0.586434982915041
0.657243271168276	0.342981073827196
0.91907030357143	0.0810078714161764
0.938870872261065	0.0612056099773861
0.933763595439462	0.0663022215474588
0.87126185779584	0.128866349617757
0.778857314207037	0.221294985879339
0.867123801909279	0.133006068967566
0.945552806013948	0.0545062918818021
0.607897988236722	0.392397211750792
0.272821050466204	0.727394293494738
0.614663264715772	0.385536485801564
0.955041104477463	0.0450140537588739
0.581468531468532	0.459090909090909
0.995481893011558	0.00452503069205485
0.961462505359456	0.0385845954043431
0.662294016706713	0.337894927855073
0.915756251078292	0.0843205762770087
0.969758159038198	0.0302819643291119
0.661290967567279	0.33889966073147
0.582685931695191	0.417516542902423
0.837495081667201	0.16264679978611
0.42904650713294	0.571160259493006
0.603670036035215	0.396540810095904
0.733868126613863	0.266303387251352
0.759879545732618	0.240284665963801
0.685652360563316	0.314512764111571
0.740616670142766	0.259562564190059
0.936724574536055	0.0633561778619215
0.999821685981603	0.000178643968765412
0.880815813840175	0.11928137078338
0.992303846771341	0.0077075946681335
0.99508717251884	0.00492194701641808
0.989160885639192	0.0108544272957906
0.997747766676198	0.00225646983080805
0.96109387933886	0.0389469511508989
0.999757038673896	0.000243503295461958
0.986990627487816	0.0130286585155472
0.910287600339375	0.0898563795944561
0.992367548285886	0.00764333279308707
0.980322315717125	0.0197036920175594
0.97202805894414	0.0280063168565097
0.95417037709379	0.0458756485848514
0.950734725659692	0.0493134226774664
0.863768268792216	0.136348377507917
0.966747354709984	0.0333053406181522
0.959893162372889	0.0401481515018666
0.956330230761792	0.0437151694085255
0.761601155624563	0.238564192402253
0.495175950858263	0.505065238945964
0.998355874394574	0.00164684995462761
0.98838717997017	0.0116314100147515
0.992047164291913	0.00796381849097292
0.806446354581156	0.193720092990003
0.954996950982387	0.0450517988852229
0.939965581813164	0.0601054447428196
0.843893600505531	0.156236687622912
0.73411954257752	0.266129956959291
