pgreat	pless
0.45509591483843	0.54508401603721
0.954167199835056	0.0458676470828804
0.999069772913624	0.000931568965993716
0.994392143602216	0.00561592184475979
0.999969845507308	3.01999292615578e-05
0.897267276655238	0.102798375553616
0.986406135357815	0.0136084732199259
0.999002233883257	0.000999403065215309
0.999249688207412	0.000751383077727865
0.923288139753102	0.0767782301334694
0.854424708534469	0.145658939828186
0.967751340551569	0.0322794168887161
0.974960273499752	0.0250655597698525
0.976871179642805	0.023167879654162
0.999985618775493	1.44065241616783e-05
0.999467030311994	0.000533729612053836
0.999170273890473	0.000830822120462481
0.999877412262206	0.000122762133800651
0.662507265977051	0.337625331165395
0.876337739036136	0.123742578503211
0.987391914820677	0.012624435293547
0.855539436852054	0.144542909140165
0.874579737009356	0.125496921214863
0.399064584618213	0.601086522675989
0.287037025691894	0.713106971604977
0.73318350704596	0.266939904792072
0.219676795338988	0.78045915176968
0.508312713872122	0.491837043659915
0.636262964597037	0.363901414364387
0.832802937338047	0.167289480614267
0.397107279132641	0.60306732907131
0.982366754757294	0.0176510534140007
0.938004203617238	0.0620676205242254
0.301298329378394	0.698862526094142
0.525694678624074	0.47445805611571
0.981510807411878	0.0185088046373761
0.984482343218997	0.0169140948356615
0.578104244981585	0.422046197032564
0.236833051298794	0.763298909770418
0.0719813648275136	0.928070907727061
0.337375437175641	0.662762910132041
0.986627390673427	0.013386817873184
0.993401552774937	0.00660564139551995
0.812982724678159	0.187123394543271
0.918333680248767	0.0817331076642795
0.367695631757034	0.632452777293529
0.631550984173951	0.368602665638875
0.632081791328148	0.368063777677638
0.868344720892878	0.131740889160681
0.986084792433054	0.0139273974303506
0.951039682727535	0.0490021326612348
0.973433039276228	0.0265963051470494
0.999903699090986	9.64326728674005e-05
0.987259459957812	0.0127521172433099
0.84805503116521	0.152042580419738
0.99477467098014	0.00523231343344388
0.998561351816264	0.00144057208307598
0.997645243783993	0.00235803119203827
0.96391003204855	0.03611779151327
0.999690493592596	0.00030999027016109
0.993954304506323	0.00605272553708215
0.997201624185542	0.00280407235613751
0.999967351935252	3.27015898199452e-05
0.996249275829648	0.00375527259538787
0.99904685681892	0.000954364229258901
0.985414326149522	0.0145989272783851
0.933488830037449	0.0665570606791822
0.521905247538529	0.478248320540276
0.884511446002769	0.115584236983538
0.967299771121046	0.0327260455784076
0.996908521531807	0.0030948775096312
0.517073984380776	0.483079053248741
0.695172824510845	0.304972258341906
0.999196544953492	0.00080446131632828
0.922569916851771	0.0774970921096215
0.950364446699015	0.0496731872351665
0.955851713148047	0.0441891682245542
0.950081620269485	0.0499562521879777
0.394750690292296	0.605417641779142
0.914655152220322	0.085406495927846
0.989601298473032	0.0104145204353442
0.28347421790742	0.71667658612727
0.817898043117228	0.182200448478585
0.997293855580632	0.00270963340938137
0.749949277475051	0.261775943193354
0.684978515449665	0.315151272913782
0.285234200694479	0.71490516467613
0.314730736030059	0.685396781080999
0.283264945308715	0.716858663228141
0.989454159490725	0.0105571463237235
0.985647550813447	0.014366027877523
