15	37320070	37335070	Region1
15	37335070	37350070	Region2
15	37350070	37365070	Region3
15	37365070	37380070	Region4
15	37380070	37395070	Region5
15	37395070	37410070	Region6
15	37410070	37425070	Region7
15	37425070	37440070	Region8
15	37440070	37455070	Region9
15	37455070	37470070	Region10
15	37470070	37485070	Region11
15	37485070	37500070	Region12
15	37500070	37515070	Region13
15	37515070	37530070	Region14
15	37530070	37545070	Region15
15	37545070	37560070	Region16
15	37560070	37575070	Region17
15	37575070	37590070	Region18
15	37590070	37605070	Region19
15	37605070	37620070	Region20
15	37620070	37635070	Region21
15	37635070	37650070	Region22
15	37650070	37665070	Region23
15	37665070	37680070	Region24
15	37680070	37695070	Region25
15	37695070	37710070	Region26
15	37710070	37725070	Region27
15	37725070	37740070	Region28
15	37740070	37755070	Region29
15	37755070	37770070	Region30
15	37770070	37785070	Region31
15	37785070	37800070	Region32
15	37800070	37815070	Region33
15	37815070	37830070	Region34
15	37830070	37845070	Region35
15	37845070	37860070	Region36
15	37860070	37875070	Region37
15	37875070	37890070	Region38
15	37890070	37905070	Region39
15	37905070	37920070	Region40
